VBELN,POSNR,LFSTA,FKSTA,GBSTA,ABSTA,LFGSA,WBSTA
0001001908,000030,A,B,B,,B,B
0001001908,000040,B,C,C,,A,C
0001001908,000050,A,C,B,,B,A
0001001908,000060,A,A,B,,B,A
0001001909,000010,A,C,A,,C,B
0001001909,000020,B,A,B,,A,C
0001001909,000030,A,A,B,,B,C
0001001910,000010,B,C,B,,B,C
0001001911,000010,A,A,A,,B,B
0001001911,000020,B,C,A,,A,A
0001001911,000030,B,B,C,,C,B
0001001911,000040,B,C,B,,A,B
0001001911,000050,B,A,B,,A,A
0001001911,000060,A,B,B,,B,B
0001001911,000070,C,B,A,,B,A
0001001912,000010,B,A,C,,A,C
0001001912,000020,B,C,B,,B,A
0001001912,000030,B,B,B,,A,A
0001001912,000040,B,A,A,,C,A
0001001912,000050,B,B,C,,C,B
0001001913,000010,B,B,C,,B,C
0001001913,000020,A,C,B,,B,B
0001001913,000030,C,B,B,,B,B
0001001913,000040,B,B,C,,A,A
0001001913,000050,B,B,A,,B,A
0001001913,000060,A,A,A,,A,B
0001001914,000010,C,B,C,,C,C
0001001914,000020,B,A,A,,B,A
0001001914,000030,B,A,B,,A,A
0001001914,000040,A,A,B,,C,A
0001001914,000050,C,C,C,,B,B
0001001915,000010,B,A,B,,C,C
0001001915,000020,B,B,C,,A,A
0001001916,000010,B,A,C,,C,B
0001001916,000020,C,A,A,,C,B
0001001916,000030,A,A,B,,C,B
0001001916,000040,A,B,C,,B,A
0001001916,000050,C,C,B,,B,C
0001001917,000010,A,A,B,,B,C
0001001917,000020,B,B,B,,B,A
0001001917,000030,A,B,A,,A,B
0001001917,000040,B,B,A,,B,B
0001001917,000050,B,A,C,,B,B
0001001917,000060,B,A,B,,B,A
0001001917,000070,A,B,B,,A,A
0001001918,000010,B,C,B,,A,A
0001001918,000020,B,B,B,,C,A
0001001918,000030,C,A,A,,A,B
0001001918,000040,A,B,A,,C,A
0001001918,000050,B,A,A,,B,B
0001001918,000060,B,A,A,,C,B
0001001918,000070,B,A,B,,C,A
0001001919,000010,B,A,A,,A,B
0001001919,000020,B,C,A,,B,A
0001001919,000030,A,B,C,,C,A
0001001919,000040,A,C,B,,A,A
0001001919,000050,B,A,C,,B,A
0001001919,000060,B,A,C,,B,A
0001001919,000070,A,B,B,,A,B
0001001919,000080,B,C,A,,B,A
0001001920,000010,A,B,A,,B,A
0001001920,000020,A,C,B,,C,C
0001001920,000030,A,B,A,,B,A
0001001920,000040,C,A,A,,B,B
0001001920,000050,B,C,B,,A,A
0001001920,000060,C,B,B,,B,B
0001001920,000070,B,A,A,,B,C
0001001921,000010,A,A,A,,C,B
0001001921,000020,A,C,A,,A,B
0001001921,000030,B,B,C,,B,A
0001001921,000040,B,A,A,,A,C
0001001921,000050,B,B,A,,A,A
0001001921,000060,B,B,A,,A,B
0001001922,000010,B,B,A,,B,A
0001001922,000020,C,C,B,,B,A
0001001922,000030,B,C,C,,C,A
0001001922,000040,C,B,C,,B,A
0001001923,000010,B,B,B,,A,C
0001001923,000020,A,B,B,,A,A
0001001923,000030,B,B,A,,A,C
0001001924,000010,B,B,B,,C,A
0001001924,000020,A,B,A,,B,A
0001001925,000010,C,A,A,,B,B
0001001925,000020,A,B,A,,C,A
0001001925,000030,B,B,B,,C,B
0001001925,000040,C,C,C,,A,B
0001001925,000050,C,B,C,,B,B
0001001925,000060,A,A,B,,C,B
0001001926,000010,B,A,B,,B,B
0001001926,000020,C,A,B,,A,A
0001001926,000030,B,B,B,,C,B
0001001926,000040,B,B,B,,C,A
0001001926,000050,A,A,B,,B,B
0001001927,000010,C,A,C,,A,B
0001001927,000020,B,A,A,,B,C
0001001927,000030,A,B,C,,C,A
0001001927,000040,B,A,C,,B,C
0001001927,000050,B,C,B,,C,A
0001001927,000060,C,B,A,,C,A
0001001927,000070,B,B,C,,C,B
0001001927,000080,B,C,B,,A,A
0001001928,000010,B,B,A,,C,C
0001001928,000020,A,B,C,,B,A
0001001928,000030,B,B,A,,B,A
0001001928,000040,C,B,A,,B,A
0001001929,000010,B,C,C,,A,B
0001001929,000020,B,B,C,,B,A
0001001929,000030,A,B,A,,C,B
0001001929,000040,B,B,A,,B,B
0001001930,000010,B,B,B,,A,A
0001001930,000020,B,A,A,,B,B
0001001930,000030,B,B,A,,A,A
0001001930,000040,A,C,A,,B,B
0001001930,000050,A,C,C,,B,A
0001001930,000060,B,A,A,,B,A
0001001930,000070,B,B,A,,A,A
0001001931,000010,B,A,B,,A,C
0001001931,000020,A,B,B,,A,B
0001001931,000030,B,A,A,,B,A
0001001931,000040,C,B,A,,B,C
0001001932,000010,B,C,C,,B,B
0001001932,000020,C,B,C,,B,B
0001001932,000030,C,C,B,,B,B
0001001932,000040,B,B,C,,A,B
0001001932,000050,C,C,B,,A,A
0001001932,000060,B,A,A,,B,A
0001001932,000070,B,B,B,,A,B
0001001932,000080,B,A,B,,B,B
0001001932,000090,B,B,A,,A,C
0001001933,000010,B,C,C,,B,A
0001001933,000020,A,C,B,,A,B
0001001933,000030,A,C,B,,B,C
0001001934,000010,B,B,B,,B,B
0001001934,000020,C,B,B,,B,B
0001001934,000030,B,A,A,,B,A
0001001934,000040,B,C,B,,A,C
0001001935,000010,B,B,A,,C,B
0001001935,000020,B,C,B,,B,C
0001001935,000030,B,C,A,,B,A
0001001935,000040,C,C,A,,B,B
0001001935,000050,B,C,B,,C,B
0001001936,000010,B,B,B,,A,B
0001001936,000020,A,A,B,,B,A
0001001937,000010,C,B,B,,B,B
0001001937,000020,A,B,A,,B,C
0001001937,000030,B,B,C,,B,B
0001001938,000010,B,A,A,,A,A
0001001938,000020,B,B,C,,B,A
0001001938,000030,C,B,A,,C,B
0001001938,000040,C,C,A,,B,A
0001001938,000050,A,A,B,,A,B
0001001938,000060,B,C,B,,A,B
0001001938,000070,C,B,B,,B,A
0001001938,000080,A,B,B,,A,C
0001001938,000090,A,A,B,,A,A
0001001938,000100,B,B,C,,B,C
0001001938,000110,A,C,A,,C,A
0001001939,000010,A,B,A,,B,C
0001001939,000020,B,A,C,,A,C
0001001939,000030,B,B,C,,A,A
0001001939,000040,B,B,B,,B,B
0001001939,000050,A,B,B,,B,B
0001001939,000060,C,B,A,,B,B
0001001940,000010,A,C,C,,A,A
0001001940,000020,B,B,C,,A,B
0001001940,000030,B,B,A,,C,B
0001001940,000040,A,B,C,,A,C
0001001940,000050,B,C,B,,B,A
0001001940,000060,A,B,B,,B,C
0001001940,000070,B,C,B,,A,B
0001001941,000010,A,B,C,,B,C
0001001941,000020,B,A,A,,C,C
0001001941,000030,A,C,A,,B,A
0001001941,000040,B,B,C,,B,C
0001001941,000050,C,B,A,,C,C
0001001941,000060,C,C,C,,A,A
0001001942,000010,B,B,B,,B,A
0001001942,000020,A,B,B,,A,B
0001001942,000030,C,A,A,,A,B
0001001942,000040,A,B,A,,B,B
0001001942,000050,B,B,C,,C,A
0001001942,000060,C,A,B,,A,A
0001001943,000010,C,B,A,,B,A
0001001943,000020,B,B,A,,C,C
0001001943,000030,C,B,A,,B,C
0001001943,000040,B,A,A,,A,B
0001001943,000050,B,A,B,,B,B
0001001943,000060,B,A,B,,B,B
0001001944,000010,A,A,A,,B,B
0001001944,000020,A,B,B,,A,A
0001001944,000030,A,B,B,,C,B
0001001944,000040,B,C,C,,B,A
0001001945,000010,B,C,C,,B,A
0001001945,000020,A,B,A,,A,C
0001001945,000030,C,A,B,,B,A
0001001945,000040,B,C,A,,B,A
0001001945,000050,A,B,A,,A,A
0001001945,000060,B,C,A,,A,B
0001001946,000010,B,A,A,,A,A
0001001946,000020,B,C,C,,C,A
0001001946,000030,B,A,A,,B,B
0001001946,000040,B,A,B,,C,A
0001001946,000050,B,C,B,,C,A
0001001947,000010,B,B,C,,C,B
0001001947,000020,B,B,B,,B,A
0001001947,000030,B,C,A,,B,C
0001001947,000040,B,B,B,,B,B
0001001947,000050,B,A,A,,B,A
0001001947,000060,B,B,C,,B,A
0001001947,000070,A,C,A,,A,C
0001001947,000080,A,B,C,,A,A
0001001948,000010,C,B,A,,A,A
0001001948,000020,B,B,B,,A,C
0001001948,000030,B,B,B,,B,B
0001001949,000010,A,B,C,,A,B
0001001949,000020,B,A,A,,B,A
0001001949,000030,B,C,A,,A,C
0001001949,000040,B,A,A,,C,A
0001001950,000010,B,B,C,,A,A
0001001950,000020,C,A,B,,C,B
0001001950,000030,B,A,C,,A,B
0001001950,000040,B,B,B,,A,A
0001001950,000050,B,B,B,,B,C
0001001950,000060,B,B,A,,A,C
0001001950,000070,A,C,A,,A,C
0001001950,000080,C,B,B,,B,A
0001001951,000010,B,B,C,,C,C
0001001951,000020,A,C,B,,B,B
0001001951,000030,B,C,B,,C,B
0001001951,000040,B,B,B,,A,A
0001001952,000010,B,A,A,,B,C
0001001952,000020,A,B,B,,B,B
0001001953,000010,A,C,B,,B,A
0001001953,000020,B,A,A,,B,B
0001001953,000030,C,B,A,,A,C
0001001953,000040,B,B,B,,B,B
0001001953,000050,A,C,A,,C,C
0001001953,000060,A,A,C,,B,B
0001001953,000070,A,B,A,,B,B
0001001953,000080,C,B,A,,A,B
0001001953,000090,B,C,B,,B,C
0001001953,000100,C,B,C,,B,A
0001001954,000010,C,A,B,,A,A
0001001954,000020,A,A,B,,B,B
0001001954,000030,A,B,B,,B,A
0001001954,000040,B,C,A,,C,B
0001001954,000050,A,A,C,,C,B
0001001955,000010,B,C,C,,B,B
0001001955,000020,A,B,C,,A,A
0001001955,000030,B,A,A,,C,B
0001001955,000040,A,C,A,,B,B
0001001955,000050,B,B,A,,B,C
0001001955,000060,B,A,B,,C,A
0001001955,000070,A,B,A,,B,B
0001001955,000080,A,B,C,,B,A
0001001955,000090,C,C,B,,B,A
0001001956,000010,B,C,B,,B,A
0001001956,000020,B,B,B,,B,A
0001001956,000030,C,A,C,,A,B
0001001956,000040,B,A,C,,B,C
0001001956,000050,A,A,B,,B,C
0001001956,000060,B,A,A,,C,A
0001001957,000010,A,C,C,,C,C
0001001957,000020,C,B,A,,C,A
0001001957,000030,B,B,C,,B,B
0001001957,000040,B,A,B,,C,C
0001001957,000050,A,C,C,,C,B
0001001957,000060,C,A,B,,A,C
0001001957,000070,A,B,A,,A,A
0001001958,000010,B,A,A,,C,B
0001001958,000020,A,B,A,,B,A
0001001958,000030,B,B,C,,A,A
0001001958,000040,B,A,B,,C,A
0001001958,000050,B,B,A,,B,B
0001001959,000010,B,B,A,,B,A
0001001959,000020,B,C,C,,C,B
0001001960,000010,B,B,A,,A,A
0001001960,000020,B,A,B,,B,A
0001001960,000030,C,B,B,,A,A
0001001960,000040,C,B,B,,A,A
0001001960,000050,B,B,A,,C,C
0001001960,000060,B,B,A,,A,C
0001001960,000070,A,B,C,,A,B
0001001961,000010,C,B,A,,C,C
0001001961,000020,A,C,A,,B,A
0001001961,000030,C,B,A,,C,B
0001001962,000010,C,B,B,,A,C
0001001962,000020,B,A,C,,B,C
0001001962,000030,B,C,B,,C,A
0001001962,000040,B,B,C,,B,B
0001001963,000010,B,C,A,,C,A
0001001963,000020,B,A,B,,B,A
0001001963,000030,B,B,C,,A,C
0001001963,000040,A,C,B,,B,B
0001001963,000050,A,C,B,,B,A
0001001963,000060,C,C,B,,A,B
0001001964,000010,B,B,A,,A,B
0001001964,000020,A,B,A,,A,B
0001001964,000030,C,B,B,,A,C
0001001964,000040,A,B,C,,B,C
0001001965,000010,B,B,A,,B,A
0001001965,000020,A,A,B,,A,A
0001001965,000030,B,A,B,,C,A
0001001966,000010,B,C,A,,C,B
0001001966,000020,A,B,B,,B,B
0001001966,000030,A,B,B,,B,B
0001001966,000040,B,A,A,,A,B
0001001966,000050,B,A,C,,B,B
0001001966,000060,B,B,B,,B,B
0001001966,000070,A,A,A,,B,A
0001001967,000010,A,B,A,,A,A
0001001967,000020,A,A,B,,B,A
0001001967,000030,A,A,C,,B,B
0001001968,000010,A,A,A,,B,A
0001001968,000020,C,A,A,,B,A
0001001968,000030,A,C,C,,C,A
0001001968,000040,C,C,C,,B,A
0001001968,000050,A,C,B,,B,A
0001001968,000060,A,B,B,,C,B
0001001968,000070,C,C,C,,B,A
0001001968,000080,C,A,A,,C,A
0001001968,000090,B,B,A,,B,C
0001001969,000010,B,B,B,,B,B
0001001970,000010,B,C,A,,A,A
0001001970,000020,B,B,B,,A,C
0001001970,000030,B,A,B,,A,B
0001001970,000040,A,A,B,,B,B
0001001970,000050,B,A,A,,B,A
0001001971,000010,B,C,B,,B,C
0001001971,000020,A,C,B,,B,C
0001001971,000030,C,B,B,,B,A
0001001971,000040,A,C,A,,B,A
0001001971,000050,B,C,C,,B,A
0001001971,000060,B,C,C,,A,C
0001001972,000010,B,B,A,,C,B
0001001972,000020,A,B,A,,C,B
0001001972,000030,B,B,B,,A,B
0001001972,000040,B,A,B,,B,B
0001001972,000050,C,A,C,,B,C
0001001973,000010,C,C,C,,B,B
0001001973,000020,B,A,A,,B,A
0001001973,000030,B,C,C,,A,A
0001001973,000040,A,C,B,,B,B
0001001974,000010,B,A,A,,B,A
0001001974,000020,C,A,A,,C,B
0001001974,000030,B,B,A,,C,A
0001001974,000040,C,B,B,,B,C
0001001975,000010,C,B,A,,A,A
0001001975,000020,A,B,C,,B,A
0001001975,000030,B,C,A,,C,B
0001001975,000040,B,B,A,,C,C
0001001976,000010,A,C,A,,B,C
0001001976,000020,C,A,C,,B,A
0001001976,000030,C,B,A,,B,A
0001001976,000040,A,B,C,,C,B
0001001976,000050,B,C,C,,B,A
0001001976,000060,B,B,C,,C,C
0001001976,000070,B,B,C,,B,B
0001001977,000010,B,A,A,,B,A
0001001977,000020,C,C,C,,B,B
0001001977,000030,B,B,A,,B,A
0001001977,000040,C,B,A,,B,B
0001001977,000050,B,A,B,,A,B
0001001977,000060,B,B,C,,B,B
0001001977,000070,A,C,A,,C,A
0001001978,000010,B,B,A,,B,A
0001001978,000020,B,B,C,,B,A
0001001978,000030,B,C,B,,A,A
0001001978,000040,A,A,B,,C,C
0001001979,000010,B,A,B,,C,B
0001001979,000020,A,B,A,,B,B
0001001979,000030,A,B,B,,A,C
0001001979,000040,C,C,B,,B,A
0001001979,000050,B,B,B,,A,A
0001001980,000010,C,B,A,,A,B
0001001980,000020,A,C,A,,B,C
0001001980,000030,B,B,C,,A,C
0001001980,000040,C,B,B,,A,A
0001001981,000010,B,B,A,,A,B
0001001981,000020,B,C,B,,A,A
0001001981,000030,B,B,C,,B,C
0001001981,000040,A,A,B,,B,B
0001001981,000050,B,B,B,,A,C
0001001982,000010,B,C,B,,B,B
0001001982,000020,A,A,C,,B,B
0001001982,000030,C,A,C,,A,C
0001001982,000040,B,C,B,,A,B
0001001982,000050,B,A,C,,A,A
0001001983,000010,B,A,B,,C,A
0001001983,000020,B,C,C,,B,B
0001001983,000030,B,B,B,,A,A
0001001983,000040,B,C,B,,A,A
0001001983,000050,A,C,B,,C,A
0001001983,000060,B,B,A,,B,B
0001001983,000070,B,C,A,,B,B
0001001984,000010,B,B,A,,B,B
0001001984,000020,A,B,B,,C,B
0001001985,000010,A,C,B,,A,B
0001001985,000020,C,C,B,,B,B
0001001985,000030,C,C,C,,B,C
0001001985,000040,A,B,B,,B,A
0001001986,000010,C,B,A,,B,B
0001001986,000020,B,C,A,,B,C
0001001986,000030,B,B,A,,B,B
0001001986,000040,C,B,A,,B,A
0001001986,000050,C,B,B,,A,B
0001001986,000060,C,A,A,,B,A
0001001986,000070,B,B,A,,A,C
0001001986,000080,A,B,B,,B,C
0001001987,000010,C,C,A,,B,B
0001001987,000020,A,B,A,,B,B
0001001987,000030,C,B,B,,B,A
0001001987,000040,C,B,C,,B,A
0001001987,000050,B,A,B,,B,A
0001001987,000060,B,C,B,,B,B
0001001987,000070,A,C,C,,B,A
0001001988,000010,B,C,A,,B,C
0001001988,000020,C,B,C,,B,A
0001001988,000030,A,B,C,,B,A
0001001988,000040,B,B,A,,A,A
0001001989,000010,B,B,B,,C,B
0001001989,000020,A,B,A,,C,B
0001001989,000030,B,C,A,,B,C
0001001989,000040,B,A,A,,C,A
0001001989,000050,B,A,C,,B,A
0001001989,000060,B,C,B,,B,B
0001001989,000070,A,A,C,,B,A
0001001989,000080,B,C,A,,A,B
0001001989,000090,A,B,B,,B,A
0001001990,000010,B,B,A,,B,C
0001001990,000020,C,C,C,,B,B
0001001991,000010,B,B,B,,B,B
0001001991,000020,A,C,B,,B,C
0001001991,000030,B,A,B,,C,B
0001001992,000010,A,C,B,,A,B
0001001992,000020,A,B,B,,A,B
0001001992,000030,B,B,A,,B,A
0001001992,000040,C,B,A,,B,B
0001001992,000050,C,C,A,,B,A
0001001993,000010,C,C,C,,A,C
0001001993,000020,A,C,B,,B,C
0001001993,000030,B,B,C,,C,A
0001001993,000040,A,A,B,,A,A
0001001994,000010,B,B,C,,C,C
0001001994,000020,C,C,C,,A,B
0001001994,000030,B,A,A,,A,B
0001001995,000010,B,C,A,,C,C
0001001995,000020,C,B,A,,B,B
0001001996,000010,A,B,B,,C,C
0001001996,000020,B,A,A,,C,B
0001001996,000030,B,C,C,,A,B
0001001996,000040,B,B,C,,B,A
0001001996,000050,C,A,C,,B,B
0001001997,000010,A,A,B,,B,B
0001001997,000020,B,B,A,,B,A
0001001997,000030,B,B,B,,A,B
0001001997,000040,A,C,A,,B,B
0001001998,000010,B,B,C,,B,A
0001001998,000020,C,A,C,,A,A
0001001998,000030,A,C,A,,B,B
0001001998,000040,C,C,C,,C,A
0001001998,000050,B,B,C,,C,A
0001001998,000060,B,A,B,,B,C
0001001998,000070,B,B,A,,A,A
0001001998,000080,C,C,B,,A,B
0001001998,000090,A,B,A,,B,C
0001001999,000010,B,B,B,,B,B
0001001999,000020,A,B,A,,A,B
0001001999,000030,B,A,A,,B,B
0001001999,000040,A,C,B,,B,A
0001001999,000050,A,A,C,,C,B
0001002000,000010,C,A,C,,A,B
0001002000,000020,B,C,A,,A,A
0001002000,000030,B,B,A,,B,A
0001002000,000040,A,B,B,,C,B
0001002000,000050,A,B,A,,B,A
0001002001,000010,A,B,B,,A,B
0001002001,000020,C,B,A,,C,A
0001002001,000030,B,B,B,,B,B
0001002001,000040,A,C,B,,B,B
0001002001,000050,B,B,B,,C,C
0001002002,000010,C,A,C,,B,A
0001002002,000020,B,B,C,,C,C
0001002002,000030,B,B,C,,B,A
0001002002,000040,B,B,B,,A,B
0001002002,000050,B,C,B,,A,B
0001002002,000060,C,B,C,,B,A
0001002003,000010,B,C,B,,A,B
0001002003,000020,C,A,C,,B,B
0001002004,000010,C,C,C,,C,A
0001002004,000020,B,B,A,,B,B
0001002004,000030,C,C,C,,B,A
0001002004,000040,C,B,B,,A,B
0001002004,000050,A,C,A,,A,B
0001002004,000060,A,A,B,,B,B
0001002004,000070,B,C,C,,C,B
0001002005,000010,B,B,B,,A,A
0001002005,000020,A,B,C,,A,B
0001002005,000030,A,B,C,,B,A
0001002005,000040,B,C,A,,B,B
0001002005,000050,C,C,C,,B,A
0001002006,000010,C,A,C,,B,A
0001002006,000020,C,C,A,,B,C
0001002006,000030,B,A,C,,C,B
0001002007,000010,B,B,C,,B,B
0001002007,000020,B,B,A,,C,A
0001002007,000030,B,B,A,,B,C
0001002007,000040,B,B,C,,B,A
0001002007,000050,B,A,B,,B,A
0001002008,000010,B,A,A,,B,C
0001002008,000020,B,A,A,,A,C
0001002008,000030,B,B,B,,B,B
0001002008,000040,A,C,C,,C,B
0001002008,000050,C,B,C,,A,A
0001002008,000060,B,C,A,,B,A
0001002008,000070,B,B,B,,B,B
0001002008,000080,C,A,C,,A,A
0001002008,000090,A,B,A,,C,B
0001002008,000100,B,B,A,,A,A
0001002009,000010,B,A,C,,B,A
0001002009,000020,C,B,A,,A,A
0001002009,000030,B,C,B,,B,B
0001002009,000040,B,B,C,,A,B
0001002009,000050,B,B,C,,C,B
0001002009,000060,B,B,C,,A,B
0001002010,000010,B,C,A,,B,B
0001002010,000020,A,B,A,,B,A
0001002010,000030,A,A,A,,C,B
0001002010,000040,B,C,C,,C,B
0001002010,000050,A,C,C,,B,B
0001002010,000060,C,B,C,,A,A
0001002011,000010,B,B,A,,B,B
0001002011,000020,B,B,B,,A,C
0001002011,000030,A,B,B,,B,B
0001002012,000010,A,C,B,,A,B
0001002012,000020,B,C,A,,B,A
0001002012,000030,C,B,B,,A,B
0001002012,000040,B,B,B,,C,A
0001002012,000050,B,B,C,,B,B
0001002012,000060,B,C,A,,A,A
0001002012,000070,A,C,C,,B,C
0001002012,000080,B,C,C,,B,B
0001002013,000010,C,B,B,,C,B
0001002013,000020,B,C,A,,B,A
0001002013,000030,B,A,C,,C,B
0001002013,000040,A,A,C,,B,A
0001002013,000050,A,C,C,,A,A
0001002014,000010,B,A,A,,B,B
0001002014,000020,B,A,A,,C,A
0001002014,000030,B,C,C,,A,A
0001002014,000040,B,B,A,,B,C
0001002015,000010,C,B,B,,B,B
0001002015,000020,C,B,C,,B,A
0001002015,000030,C,B,A,,A,A
0001002015,000040,C,C,A,,B,B
0001002015,000050,B,A,A,,B,B
0001002015,000060,B,A,B,,A,C
0001002016,000010,B,A,B,,B,B
0001002016,000020,C,C,B,,A,C
0001002016,000030,A,B,B,,B,B
0001002017,000010,B,C,A,,C,A
0001002017,000020,B,C,C,,B,C
0001002017,000030,A,B,C,,C,B
0001002017,000040,A,C,C,,C,A
0001002018,000010,C,A,C,,C,C
0001002018,000020,A,B,A,,B,A
0001002018,000030,B,A,C,,C,A
0001002019,000010,A,B,C,,B,A
0001002019,000020,B,C,B,,B,C
0001002019,000030,A,C,B,,C,A
0001002019,000040,B,B,B,,B,C
0001002019,000050,A,B,B,,B,C
0001002020,000010,B,C,A,,B,A
0001002020,000020,C,A,A,,B,C
0001002020,000030,C,C,B,,C,B
0001002020,000040,A,A,C,,A,A
0001002021,000010,C,B,B,,A,B
0001002021,000020,C,A,B,,C,A
0001002021,000030,B,B,A,,B,C
0001002021,000040,B,B,B,,B,B
0001002021,000050,B,B,A,,B,B
0001002021,000060,A,B,A,,A,B
0001002021,000070,B,C,A,,B,A
0001002021,000080,C,B,B,,A,A
0001002022,000010,C,C,B,,C,C
0001002022,000020,B,B,B,,B,B
0001002022,000030,B,B,B,,B,B
0001002022,000040,B,A,B,,C,A
0001002022,000050,A,B,A,,B,B
0001002022,000060,C,A,C,,B,A
0001002022,000070,C,C,C,,B,A
0001002022,000080,C,B,B,,B,B
0001002022,000090,A,B,B,,A,A
0001002022,000100,A,A,C,,B,A
0001002022,000110,B,B,B,,B,C
0001002023,000010,B,C,C,,A,B
0001002023,000020,B,A,B,,B,B
0001002023,000030,A,B,C,,B,B
0001002023,000040,A,B,C,,A,A
0001002024,000010,B,C,C,,B,B
0001002024,000020,C,C,A,,A,A
0001002024,000030,C,C,C,,B,B
0001002024,000040,A,C,C,,B,B
0001002024,000050,B,B,C,,B,B
0001002024,000060,C,C,B,,A,C
0001002025,000010,A,C,B,,C,A
0001002025,000020,A,C,B,,B,B
0001002025,000030,B,A,B,,B,B
0001002025,000040,A,C,A,,B,B
0001002025,000050,B,A,B,,B,C
0001002026,000010,B,A,C,,C,C
0001002026,000020,B,B,B,,A,A
0001002026,000030,B,A,C,,B,A
0001002026,000040,B,A,A,,C,C
0001002026,000050,C,B,B,,B,A
0001002026,000060,B,A,C,,A,B
0001002027,000010,B,B,B,,A,B
0001002027,000020,B,B,A,,A,B
0001002027,000030,B,C,B,,B,A
0001002028,000010,A,A,B,,A,B
0001002028,000020,B,C,A,,B,A
0001002028,000030,B,A,A,,B,B
0001002028,000040,A,C,A,,B,C
0001002028,000050,A,C,A,,A,B
0001002028,000060,B,B,A,,C,A
0001002028,000070,B,B,A,,A,A
0001002028,000080,A,B,B,,B,A
0001002029,000010,B,B,C,,B,A
0001002029,000020,B,A,B,,C,A
0001002029,000030,A,B,A,,B,B
0001002029,000040,B,C,B,,A,A
0001002029,000050,A,A,A,,A,A
0001002029,000060,C,B,C,,B,C
0001002030,000010,A,B,C,,A,B
0001002030,000020,B,B,C,,C,A
0001002030,000030,A,B,B,,A,A
0001002030,000040,A,B,C,,A,B
0001002030,000050,B,B,A,,C,B
0001002031,000010,A,B,A,,B,B
0001002031,000020,C,C,C,,C,B
0001002031,000030,B,C,A,,A,A
0001002031,000040,B,C,B,,A,A
0001002032,000010,A,B,C,,A,B
0001002032,000020,B,B,A,,A,C
0001002032,000030,B,B,B,,B,B
0001002032,000040,B,A,A,,B,B
0001002032,000050,A,B,A,,A,B
0001002032,000060,A,A,A,,C,B
0001002033,000010,A,C,B,,C,A
0001002033,000020,B,B,B,,A,A
0001002033,000030,B,B,A,,B,B
0001002034,000010,B,B,C,,C,B
0001002034,000020,C,B,A,,A,B
0001002034,000030,B,B,B,,B,B
0001002034,000040,B,B,A,,C,A
0001002034,000050,B,B,B,,B,A
0001002034,000060,B,A,A,,B,A
0001002035,000010,B,C,A,,B,C
0001002035,000020,C,C,B,,B,C
0001002035,000030,A,C,C,,C,B
0001002035,000040,B,C,B,,C,A
0001002036,000010,B,B,B,,C,A
0001002036,000020,B,B,C,,C,C
0001002036,000030,A,A,A,,B,A
0001002036,000040,B,B,A,,B,A
0001002036,000050,B,A,B,,B,C
0001002037,000010,B,B,B,,A,A
0001002037,000020,A,C,A,,C,A
0001002037,000030,B,C,B,,C,C
0001002037,000040,B,C,B,,C,C
0001002038,000010,B,B,C,,B,C
0001002038,000020,A,B,A,,A,A
0001002038,000030,B,B,A,,C,A
0001002038,000040,B,B,A,,B,C
0001002038,000050,B,B,A,,B,A
0001002038,000060,B,B,A,,A,A
0001002038,000070,B,A,A,,A,B
0001002039,000010,C,B,C,,B,C
0001002039,000020,B,C,B,,A,A
0001002039,000030,A,B,B,,B,A
0001002039,000040,B,B,A,,C,C
0001002039,000050,A,A,A,,B,B
0001002040,000010,A,B,C,,A,B
0001002040,000020,C,B,A,,C,A
0001002040,000030,A,A,A,,C,C
0001002040,000040,B,B,A,,B,C
0001002040,000050,C,B,A,,B,B
0001002041,000010,B,B,A,,C,A
0001002041,000020,A,B,C,,B,B
0001002041,000030,B,A,C,,B,A
0001002041,000040,B,B,A,,B,A
0001002041,000050,B,B,B,,B,C
0001002041,000060,C,B,A,,B,B
0001002042,000010,A,B,C,,A,B
0001002042,000020,A,C,B,,C,C
0001002043,000010,A,B,A,,B,B
0001002043,000020,B,B,A,,C,A
0001002043,000030,C,B,A,,B,A
0001002043,000040,B,B,A,,B,B
0001002043,000050,B,B,A,,A,C
0001002043,000060,B,B,A,,A,B
0001002044,000010,B,B,C,,B,A
0001002044,000020,A,A,B,,B,C
0001002044,000030,A,B,C,,A,B
0001002044,000040,B,A,C,,A,C
0001002044,000050,B,B,A,,B,A
0001002044,000060,B,B,A,,A,B
0001002044,000070,B,C,A,,B,B
0001002044,000080,A,C,A,,C,B
0001002045,000010,B,A,C,,A,B
0001002045,000020,B,C,C,,A,C
0001002045,000030,B,C,C,,B,A
0001002045,000040,B,A,C,,C,A
0001002045,000050,C,C,B,,B,B
0001002046,000010,B,A,A,,C,A
0001002046,000020,A,A,A,,A,B
0001002046,000030,C,A,B,,B,A
0001002046,000040,A,A,C,,A,B
0001002046,000050,C,B,B,,B,A
0001002046,000060,B,A,A,,A,B
0001002046,000070,B,C,A,,C,B
0001002047,000010,C,B,B,,C,A
0001002048,000010,A,A,B,,B,A
0001002048,000020,B,C,A,,C,A
0001002048,000030,A,B,B,,B,A
0001002049,000010,C,B,C,,A,C
0001002049,000020,C,C,C,,C,A
0001002049,000030,C,B,B,,C,C
0001002049,000040,B,A,A,,B,A
0001002050,000010,B,C,A,,A,B
0001002050,000020,A,B,A,,B,B
0001002050,000030,B,C,B,,B,A
0001002050,000040,C,C,A,,C,C
0001002050,000050,C,B,C,,B,A
