VBELN,LFSTK,FKSTK,GBSTK,ABSTK,LFGSK,FKIVK,UVALL,CMGST
0001003861,B,C,B,,B,,,A
0001003862,A,C,A,,C,,,A
0001003863,B,A,B,,B,,,A
0001003864,C,A,B,,B,,,
0001003865,B,C,A,,B,,,A
0001003866,B,B,C,,B,,,
0001003867,A,B,B,,B,,,B
0001003868,C,C,B,,B,,,
0001003869,A,A,B,,B,,,
0001003870,C,C,B,,B,,,B
0001003871,B,C,C,,A,,,
0001003872,B,C,B,,B,,,
0001003873,B,A,B,,B,,,A
0001003874,B,C,B,,B,,,A
0001003875,B,C,A,,B,,,A
0001003876,A,C,A,,A,,,
0001003877,A,C,A,,C,,,
0001003878,A,A,C,,B,,,B
0001003879,B,B,C,,C,,,B
0001003880,A,C,A,,C,,,A
0001003881,C,B,C,,B,,,B
0001003882,A,C,A,,B,,,A
0001003883,A,C,B,,B,,,
0001003884,A,B,C,,B,,,
0001003885,A,C,A,,B,,,
0001003886,A,A,C,,B,,,A
0001003887,A,B,A,,B,,,
0001003888,C,B,B,,A,,,
0001003889,C,B,B,,A,,,B
0001003890,A,C,B,,A,,,A
0001003891,C,B,A,,B,,,
0001003892,B,B,B,,A,,,
0001003893,C,B,A,,C,,,
0001003894,B,B,B,,A,,,
0001003895,A,A,A,,B,,,A
0001003896,A,B,C,,A,,,
0001003897,C,C,B,,B,,,
0001003898,B,A,B,,B,,,
0001003899,B,C,A,,C,,,B
0001003900,A,B,B,,B,,,
0001003901,A,A,A,,B,,,B
0001003902,B,B,A,,C,,,B
0001003903,B,B,B,,B,,,
0001003904,C,B,B,,B,,,A
0001003905,B,C,A,,A,,,
0001003906,B,A,B,,A,,,B
0001003907,C,C,B,,B,,,A
0001003908,C,A,B,,B,,,
0001003909,A,B,A,,B,,,A
0001003910,A,C,A,,B,,,
0001003911,A,C,B,,C,,,A
0001003912,B,C,A,,B,,,A
0001003913,A,A,B,,C,,,
0001003914,A,B,A,,C,,,A
0001003915,C,A,B,,A,,,A
0001003916,B,C,A,,C,,,
0001003917,A,B,A,,B,,,
0001003918,B,C,A,,B,,,
0001003919,A,C,B,,B,,,
0001003920,A,B,C,,B,,,
0001003921,B,B,A,,B,,,B
0001003922,C,A,C,,B,,,B
0001003923,C,B,B,,B,,,A
0001003924,B,A,A,,A,,,A
0001003925,A,B,B,,C,,,B
0001003926,A,A,B,,B,,,A
0001003927,B,B,C,,B,,,
0001003928,B,B,A,,B,,,B
0001003929,B,B,C,,A,,,B
0001003930,A,B,A,,A,,,
0001003931,A,A,B,,C,,,
0001003932,B,C,B,,B,,,A
0001003933,A,B,C,,C,,,
0001003934,B,B,C,,B,,,
0001003935,B,B,A,,B,,,A
0001003936,B,B,C,,B,,,
0001003937,A,C,C,,A,,,A
0001003938,B,C,B,,B,,,
0001003939,B,B,A,,A,,,
0001003940,A,B,B,,B,,,
0001003941,B,B,C,,B,,,A
0001003942,B,C,C,,C,,,A
0001003943,C,B,B,,B,,,
0001003944,B,B,C,,C,,,
0001003945,A,C,B,,C,,,
0001003946,B,B,B,,B,,,A
0001003947,B,B,C,,B,,,B
0001003948,A,B,A,,C,,,A
0001003949,C,B,A,,B,,,
0001003950,A,B,A,,B,,,
0001003951,B,B,A,,B,,,A
0001003952,A,B,C,,A,,,B
0001003953,C,B,B,,B,,,A
0001003954,C,A,A,,C,,,B
0001003955,C,B,A,,B,,,B
0001003956,C,C,A,,C,,,B
0001003957,B,B,B,,B,,,B
0001003958,B,B,B,,A,,,A
0001003959,B,B,B,,A,,,B
0001003960,B,B,A,,B,,,A
0001003961,A,A,A,,C,,,A
0001003962,C,A,C,,C,,,
0001003963,B,C,A,,B,,,
0001003964,A,B,B,,B,,,A
0001003965,B,A,C,,B,,,
0001003966,C,A,B,,A,,,
0001003967,B,C,A,,A,,,
0001003968,B,A,A,,B,,,B
0001003969,B,B,B,,A,,,B
0001003970,B,B,A,,C,,,A
0001003971,A,B,C,,B,,,A
0001003972,B,A,B,,B,,,
0001003973,B,A,B,,A,,,
0001003974,B,B,C,,B,,,
0001003975,A,C,A,,A,,,
0001003976,B,C,C,,A,,,A
0001003977,C,B,A,,A,,,A
0001003978,B,A,C,,C,,,B
0001003979,B,B,A,,B,,,
0001003980,A,A,A,,B,,,
0001003981,C,A,A,,C,,,
0001003982,B,A,C,,A,,,A
0001003983,B,B,C,,B,,,A
0001003984,B,B,B,,B,,,B
0001003985,A,C,A,,B,,,A
0001003986,A,B,A,,B,,,
0001003987,C,A,B,,B,,,
0001003988,B,A,B,,B,,,
0001003989,C,B,A,,A,,,
0001003990,C,A,C,,B,,,A
0001003991,B,A,A,,B,,,A
0001003992,B,A,A,,B,,,
0001003993,B,B,C,,B,,,A
0001003994,C,C,A,,B,,,A
0001003995,A,B,A,,B,,,A
0001003996,B,B,C,,B,,,B
0001003997,C,C,A,,B,,,
0001003998,B,A,B,,C,,,A
0001003999,B,C,A,,B,,,
0001004000,B,B,B,,A,,,
0001004001,A,B,C,,B,,,A
0001004002,B,A,B,,A,,,A
0001004003,A,B,A,,B,,,
0001004004,B,B,B,,C,,,B
0001004005,A,B,C,,B,,,A
0001004006,B,B,A,,B,,,B
0001004007,B,B,B,,B,,,
0001004008,B,B,C,,B,,,
0001004009,C,A,B,,B,,,A
0001004010,B,A,B,,A,,,
0001004011,A,A,B,,B,,,B
0001004012,A,B,C,,B,,,A
0001004013,B,A,B,,B,,,A
0001004014,B,B,C,,C,,,
0001004015,B,C,C,,A,,,
0001004016,A,C,A,,B,,,
0001004017,B,B,A,,B,,,A
0001004018,C,A,B,,A,,,
0001004019,C,B,B,,A,,,
0001004020,A,B,B,,B,,,
0001004021,A,A,A,,B,,,
0001004022,B,B,A,,B,,,
0001004023,C,B,C,,C,,,B
0001004024,B,C,B,,A,,,B
0001004025,B,B,B,,B,,,
0001004026,A,B,C,,B,,,A
0001004027,C,B,B,,B,,,A
0001004028,B,B,C,,B,,,B
0001004029,B,B,C,,B,,,A
0001004030,B,B,A,,B,,,A
0001004031,A,B,C,,C,,,
0001004032,C,B,B,,C,,,B
0001004033,A,B,A,,C,,,B
0001004034,B,C,B,,B,,,A
0001004035,A,B,A,,A,,,A
0001004036,B,B,A,,B,,,A
0001004037,B,B,A,,B,,,
0001004038,B,C,B,,A,,,B
0001004039,B,A,B,,B,,,
0001004040,B,B,A,,A,,,B
0001004041,B,B,B,,B,,,
0001004042,B,B,A,,B,,,
0001004043,B,A,A,,C,,,A
0001004044,C,B,C,,B,,,
0001004045,B,B,B,,B,,,
0001004046,B,B,B,,B,,,A
0001004047,B,A,C,,B,,,
0001004048,A,C,B,,A,,,B
0001004049,A,C,B,,B,,,A
0001004050,A,C,B,,B,,,
0001004051,B,C,A,,B,,,
0001004052,B,C,B,,A,,,A
0001004053,B,C,B,,C,,,A
0001004054,B,B,B,,A,,,B
0001004055,B,B,A,,B,,,
0001004056,A,B,B,,A,,,
0001004057,B,B,A,,C,,,
0001004058,B,B,B,,B,,,
0001004059,B,A,B,,A,,,B
0001004060,B,C,C,,B,,,A
0001004061,C,B,C,,A,,,A
0001004062,A,A,A,,B,,,A
0001004063,B,C,A,,A,,,A
0001004064,A,B,C,,A,,,
0001004065,B,B,C,,A,,,
0001004066,A,B,B,,B,,,
0001004067,B,B,C,,B,,,A
0001004068,B,B,B,,A,,,A
0001004069,B,C,A,,C,,,B
0001004070,B,B,B,,C,,,
0001004071,B,B,B,,C,,,
0001004072,B,B,B,,B,,,B
0001004073,B,B,C,,C,,,
0001004074,C,A,C,,C,,,B
0001004075,A,C,A,,B,,,
0001004076,B,A,B,,A,,,
0001004077,A,A,B,,A,,,B
0001004078,A,A,B,,C,,,A
0001004079,B,C,C,,B,,,A
0001004080,C,B,C,,C,,,
0001004081,B,C,A,,B,,,A
0001004082,C,B,C,,B,,,A
0001004083,A,B,A,,B,,,
0001004084,B,B,A,,A,,,B
0001004085,A,C,B,,C,,,
0001004086,C,C,A,,B,,,B
0001004087,B,B,B,,B,,,
0001004088,A,B,B,,B,,,B
0001004089,A,B,A,,C,,,A
0001004090,A,C,C,,A,,,B
0001004091,C,B,A,,B,,,A
0001004092,B,B,C,,B,,,
0001004093,B,A,A,,B,,,A
0001004094,A,B,C,,B,,,A
0001004095,A,B,B,,A,,,
0001004096,C,B,A,,B,,,B
0001004097,C,B,C,,B,,,A
0001004098,B,C,B,,A,,,
0001004099,C,B,C,,B,,,
0001004100,C,A,B,,C,,,
0001004101,B,B,A,,B,,,A
0001004102,B,A,C,,C,,,
0001004103,A,B,A,,B,,,A
0001004104,B,C,B,,C,,,
0001004105,B,B,A,,B,,,B
0001004106,A,B,B,,C,,,A
0001004107,B,A,B,,A,,,
0001004108,C,C,B,,A,,,A
0001004109,B,C,B,,B,,,A
0001004110,B,C,C,,B,,,A
0001004111,B,B,C,,B,,,A
0001004112,B,B,C,,B,,,
0001004113,A,B,C,,B,,,B
0001004114,B,A,B,,B,,,B
0001004115,C,A,A,,B,,,B
0001004116,B,C,B,,A,,,A
0001004117,B,B,B,,C,,,B
0001004118,A,A,A,,A,,,
0001004119,B,B,A,,B,,,B
0001004120,C,A,B,,B,,,
0001004121,B,B,A,,B,,,A
0001004122,A,B,A,,C,,,
0001004123,B,B,A,,B,,,A
0001004124,B,B,B,,C,,,B
0001004125,A,B,A,,B,,,A
0001004126,A,B,B,,B,,,
0001004127,A,C,A,,C,,,
0001004128,C,B,B,,C,,,B
0001004129,A,B,B,,A,,,A
0001004130,B,B,C,,A,,,
0001004131,A,B,A,,B,,,
0001004132,C,C,A,,B,,,B
0001004133,C,B,A,,C,,,
0001004134,B,B,C,,B,,,
0001004135,A,B,A,,B,,,
0001004136,C,A,B,,B,,,
0001004137,C,C,B,,B,,,
0001004138,B,C,B,,A,,,A
0001004139,B,C,A,,B,,,A
0001004140,A,B,B,,A,,,
0001004141,B,C,A,,B,,,
0001004142,A,A,C,,A,,,B
0001004143,B,B,A,,A,,,
0001004144,A,B,B,,C,,,
0001004145,A,B,B,,B,,,A
0001004146,A,A,A,,C,,,
0001004147,A,C,B,,B,,,
0001004148,B,B,C,,A,,,
0001004149,C,B,A,,C,,,B
0001004150,A,B,C,,C,,,A
0001004151,A,A,B,,B,,,
0001004152,C,C,A,,A,,,
0001004153,B,C,C,,A,,,
0001004154,B,A,A,,A,,,A
0001004155,A,A,A,,C,,,B
0001004156,A,B,B,,A,,,A
0001004157,B,C,B,,B,,,
0001004158,B,B,A,,B,,,A
0001004159,B,B,B,,B,,,
0001004160,B,B,C,,A,,,A
0001004161,A,C,C,,B,,,A
0001004162,B,A,C,,C,,,
0001004163,A,C,A,,B,,,
0001004164,B,B,B,,C,,,A
0001004165,B,A,B,,B,,,A
0001004166,B,C,A,,B,,,A
0001004167,B,A,C,,C,,,A
0001004168,A,C,A,,A,,,
0001004169,A,A,B,,C,,,B
0001004170,A,B,B,,A,,,A
0001004171,B,C,C,,A,,,
0001004172,B,B,A,,C,,,B
0001004173,A,B,B,,A,,,A
0001004174,B,B,B,,C,,,A
0001004175,B,B,B,,B,,,
0001004176,B,B,C,,C,,,
0001004177,B,B,B,,A,,,
0001004178,B,A,A,,B,,,
0001004179,A,A,B,,C,,,
0001004180,C,C,C,,B,,,
0001004181,C,B,A,,B,,,
0001004182,A,B,A,,C,,,
0001004183,A,A,B,,B,,,
0001004184,A,C,B,,A,,,
0001004185,A,B,B,,B,,,A
0001004186,C,C,C,,A,,,B
0001004187,B,C,B,,A,,,B
0001004188,B,A,C,,B,,,A
0001004189,A,C,B,,B,,,B
0001004190,B,B,B,,B,,,A
0001004191,C,C,A,,A,,,
0001004192,A,B,B,,B,,,B
0001004193,A,B,B,,B,,,B
0001004194,B,A,A,,B,,,
0001004195,B,C,A,,B,,,B
0001004196,B,C,B,,C,,,
0001004197,C,C,C,,B,,,
0001004198,A,A,B,,A,,,B
0001004199,C,A,C,,C,,,
0001004200,A,B,B,,B,,,B
0001004201,C,C,B,,B,,,
0001004202,A,B,B,,B,,,
0001004203,B,B,C,,A,,,A
0001004204,B,C,B,,B,,,A
0001004205,A,C,B,,A,,,A
0001004206,B,C,A,,B,,,A
0001004207,A,B,A,,B,,,A
0001004208,B,B,B,,A,,,B
0001004209,C,B,B,,A,,,
0001004210,B,A,A,,A,,,B
0001004211,B,C,B,,B,,,
0001004212,B,C,B,,B,,,
0001004213,B,B,C,,C,,,
0001004214,A,B,B,,C,,,
0001004215,A,B,B,,A,,,
0001004216,B,B,B,,B,,,
0001004217,B,B,A,,A,,,
0001004218,A,B,B,,C,,,
0001004219,C,B,C,,B,,,
0001004220,B,B,B,,C,,,A
0001004221,A,B,C,,A,,,
0001004222,C,B,B,,C,,,B
0001004223,B,C,C,,B,,,B
0001004224,A,C,B,,A,,,A
0001004225,A,C,A,,C,,,B
0001004226,B,B,A,,B,,,
0001004227,B,C,C,,B,,,
0001004228,C,A,A,,B,,,
0001004229,C,B,A,,A,,,A
0001004230,A,A,B,,A,,,
0001004231,C,A,A,,C,,,
0001004232,C,A,C,,C,,,
0001004233,C,A,C,,A,,,B
0001004234,C,A,A,,A,,,A
0001004235,B,B,C,,A,,,B
0001004236,A,B,C,,A,,,A
0001004237,A,B,B,,A,,,A
0001004238,B,C,B,,A,,,B
0001004239,B,C,C,,A,,,B
0001004240,B,B,B,,A,,,
0001004241,C,C,A,,A,,,
0001004242,B,B,C,,B,,,
0001004243,C,B,B,,B,,,
0001004244,C,B,C,,B,,,
0001004245,A,C,B,,A,,,
0001004246,B,C,A,,B,,,
0001004247,B,B,C,,A,,,
0001004248,B,B,C,,A,,,
0001004249,C,B,B,,A,,,A
0001004250,C,C,B,,A,,,
0001004251,B,C,A,,B,,,
0001004252,A,B,A,,A,,,A
0001004253,C,C,C,,A,,,
0001004254,C,B,A,,A,,,
0001004255,B,B,C,,B,,,
0001004256,B,B,A,,B,,,A
0001004257,A,B,B,,B,,,
0001004258,C,C,B,,C,,,B
0001004259,B,A,B,,C,,,B
0001004260,C,C,A,,C,,,A
0001004261,A,A,B,,C,,,A
0001004262,A,B,C,,B,,,
0001004263,B,C,C,,B,,,B
0001004264,B,A,A,,B,,,
0001004265,B,C,C,,A,,,
0001004266,B,C,C,,B,,,A
0001004267,A,C,C,,C,,,A
0001004268,A,B,A,,B,,,
0001004269,C,B,A,,B,,,A
0001004270,A,A,A,,B,,,
0001004271,A,B,C,,B,,,A
0001004272,B,A,B,,A,,,
0001004273,B,B,A,,A,,,A
0001004274,B,C,A,,A,,,
0001004275,B,A,A,,B,,,
0001004276,A,C,B,,A,,,
0001004277,B,B,A,,B,,,A
0001004278,A,A,A,,B,,,
0001004279,A,C,B,,B,,,
0001004280,A,B,A,,C,,,
0001004281,A,A,A,,A,,,A
0001004282,B,A,A,,B,,,
0001004283,C,C,B,,A,,,
0001004284,A,B,B,,A,,,B
0001004285,A,B,C,,A,,,A
0001004286,A,A,B,,C,,,
0001004287,B,C,B,,A,,,B
0001004288,B,A,A,,C,,,
0001004289,C,B,A,,B,,,
0001004290,B,B,A,,C,,,
0001004291,B,B,B,,B,,,A
0001004292,B,B,B,,A,,,B
0001004293,B,C,B,,A,,,
0001004294,A,C,A,,A,,,A
0001004295,B,B,C,,B,,,
0001004296,C,C,B,,A,,,B
0001004297,B,B,B,,A,,,
0001004298,B,B,B,,B,,,
0001004299,B,A,B,,B,,,A
0001004300,B,C,B,,B,,,B
0001004301,B,C,B,,B,,,B
0001004302,C,B,C,,B,,,
0001004303,C,A,C,,A,,,B
0001004304,A,C,A,,B,,,A
0001004305,B,B,A,,A,,,B
0001004306,C,A,C,,B,,,
0001004307,B,C,A,,C,,,
0001004308,B,B,C,,A,,,B
0001004309,A,A,B,,A,,,
0001004310,C,A,B,,A,,,A
0001004311,B,A,B,,A,,,A
0001004312,A,B,B,,B,,,B
0001004313,B,C,C,,B,,,B
0001004314,B,A,B,,A,,,
0001004315,A,B,B,,C,,,B
0001004316,A,C,C,,B,,,
0001004317,B,B,A,,B,,,A
0001004318,B,C,A,,B,,,B
0001004319,C,C,C,,C,,,
0001004320,C,B,C,,A,,,
0001004321,A,B,C,,B,,,
0001004322,A,C,C,,B,,,B
0001004323,C,C,B,,B,,,
0001004324,B,B,A,,A,,,
0001004325,C,B,A,,B,,,
0001004326,C,B,C,,B,,,A
0001004327,A,A,A,,A,,,B
0001004328,C,B,A,,A,,,A
0001004329,B,B,B,,B,,,A
0001004330,B,B,C,,B,,,A
0001004331,B,C,C,,B,,,B
0001004332,B,A,A,,B,,,B
0001004333,B,B,A,,A,,,
0001004334,B,A,C,,A,,,B
0001004335,B,A,C,,B,,,A
0001004336,B,B,C,,C,,,A
0001004337,B,C,B,,A,,,
0001004338,A,B,C,,B,,,B
0001004339,B,A,B,,C,,,B
0001004340,B,C,A,,A,,,
0001004341,C,B,A,,A,,,
0001004342,C,B,C,,C,,,A
0001004343,C,C,B,,A,,,B
0001004344,A,C,B,,C,,,A
0001004345,A,B,A,,A,,,
0001004346,A,B,B,,A,,,B
0001004347,B,B,B,,A,,,A
0001004348,B,C,A,,A,,,A
0001004349,B,C,B,,B,,,B
0001004350,B,B,B,,A,,,A
0001004351,B,B,B,,A,,,
0001004352,B,B,A,,B,,,B
0001004353,C,C,B,,B,,,
0001004354,A,C,C,,C,,,
0001004355,B,A,C,,B,,,A
0001004356,B,B,B,,B,,,B
0001004357,A,A,B,,A,,,
0001004358,B,A,A,,A,,,A
0001004359,C,B,B,,B,,,B
0001004360,A,A,A,,B,,,A
0001004361,A,C,B,,B,,,
0001004362,B,B,B,,B,,,B
0001004363,B,A,A,,B,,,A
0001004364,B,C,C,,A,,,
0001004365,A,B,B,,C,,,
0001004366,C,A,B,,B,,,
0001004367,A,B,B,,C,,,
0001004368,C,B,A,,C,,,B
0001004369,A,B,B,,B,,,
0001004370,B,B,B,,B,,,
0001004371,B,B,B,,B,,,
0001004372,A,C,A,,A,,,B
0001004373,A,B,A,,B,,,A
0001004374,B,C,B,,C,,,B
0001004375,A,C,B,,B,,,A
0001004376,B,B,B,,B,,,A
0001004377,B,B,A,,C,,,B
0001004378,C,B,C,,A,,,A
0001004379,A,C,C,,B,,,
0001004380,B,C,B,,A,,,A
0001004381,A,C,A,,A,,,B
0001004382,A,B,B,,B,,,
0001004383,B,B,B,,A,,,A
0001004384,C,A,A,,B,,,A
0001004385,B,B,A,,B,,,
0001004386,A,B,A,,A,,,
0001004387,C,A,B,,B,,,
0001004388,B,A,A,,B,,,A
0001004389,A,B,A,,B,,,
0001004390,C,C,A,,B,,,A
0001004391,B,B,A,,A,,,A
0001004392,A,C,A,,B,,,B
0001004393,B,C,B,,B,,,A
0001004394,C,B,A,,B,,,A
0001004395,A,C,C,,B,,,A
0001004396,B,A,B,,C,,,A
0001004397,B,A,A,,A,,,
0001004398,A,C,B,,B,,,A
0001004399,B,B,B,,A,,,
0001004400,B,B,A,,C,,,
0001004401,A,B,B,,B,,,
0001004402,B,C,C,,A,,,
0001004403,C,B,B,,B,,,A
0001004404,C,A,B,,B,,,A
0001004405,C,B,B,,B,,,B
0001004406,B,C,A,,B,,,A
0001004407,A,B,A,,B,,,B
0001004408,B,C,A,,A,,,A
0001004409,A,C,A,,B,,,
0001004410,A,B,C,,B,,,A
0001004411,A,C,C,,A,,,A
0001004412,A,C,A,,B,,,
0001004413,B,B,A,,B,,,
0001004414,B,C,A,,C,,,A
0001004415,B,C,A,,A,,,
0001004416,C,C,C,,B,,,B
0001004417,B,A,A,,C,,,
0001004418,B,C,A,,A,,,
0001004419,B,A,B,,B,,,A
0001004420,A,A,B,,B,,,
0001004421,B,A,B,,B,,,A
0001004422,B,B,B,,B,,,B
0001004423,C,A,A,,A,,,
0001004424,A,B,A,,C,,,
0001004425,B,A,B,,B,,,A
0001004426,C,A,B,,A,,,A
0001004427,B,B,C,,B,,,
0001004428,A,B,B,,C,,,
0001004429,A,A,B,,A,,,A
0001004430,C,B,C,,C,,,A
0001004431,B,C,B,,B,,,B
0001004432,B,B,C,,B,,,
0001004433,C,A,C,,B,,,B
0001004434,A,A,A,,C,,,A
0001004435,A,A,B,,A,,,
0001004436,B,B,A,,A,,,A
0001004437,A,A,B,,B,,,B
0001004438,B,A,C,,C,,,
0001004439,B,B,A,,C,,,A
0001004440,A,C,B,,A,,,B
0001004441,C,C,A,,A,,,
0001004442,A,B,B,,A,,,
0001004443,C,C,C,,C,,,
0001004444,A,A,B,,A,,,
0001004445,A,B,C,,B,,,
0001004446,C,A,C,,A,,,A
0001004447,B,B,A,,B,,,
0001004448,A,C,C,,A,,,B
0001004449,B,B,B,,A,,,B
0001004450,A,A,C,,B,,,A
0001004451,A,C,C,,A,,,A
0001004452,A,C,C,,C,,,A
0001004453,A,A,C,,C,,,A
0001004454,A,A,C,,A,,,A
0001004455,C,B,A,,A,,,A
0001004456,B,C,A,,B,,,
0001004457,B,A,B,,A,,,A
0001004458,B,B,B,,B,,,B
0001004459,B,B,A,,B,,,B
0001004460,C,C,A,,A,,,
0001004461,B,B,A,,B,,,
0001004462,B,C,B,,A,,,
0001004463,A,B,C,,B,,,B
0001004464,B,A,A,,B,,,B
0001004465,A,B,A,,C,,,B
0001004466,A,C,A,,A,,,B
0001004467,B,C,B,,A,,,
0001004468,B,B,A,,C,,,
0001004469,B,B,A,,C,,,B
0001004470,C,B,B,,B,,,
0001004471,C,B,A,,B,,,B
0001004472,B,C,A,,B,,,
0001004473,B,B,C,,B,,,B
0001004474,A,A,A,,B,,,A
0001004475,A,C,C,,A,,,
0001004476,B,C,B,,A,,,
0001004477,C,B,B,,C,,,B
0001004478,A,C,A,,B,,,A
0001004479,B,B,A,,B,,,B
0001004480,A,B,A,,A,,,A
0001004481,B,A,C,,B,,,
0001004482,B,B,B,,C,,,
0001004483,B,A,A,,B,,,B
0001004484,A,B,B,,A,,,
0001004485,C,B,B,,C,,,A
0001004486,C,C,B,,B,,,A
0001004487,C,A,B,,B,,,A
0001004488,A,B,A,,A,,,
0001004489,B,A,A,,B,,,
0001004490,A,B,A,,B,,,
0001004491,C,B,C,,A,,,B
0001004492,A,B,A,,B,,,A
0001004493,A,B,B,,A,,,
0001004494,B,B,B,,B,,,A
0001004495,B,C,A,,A,,,B
0001004496,B,C,A,,A,,,
0001004497,A,A,B,,A,,,
0001004498,C,B,A,,C,,,
0001004499,B,C,C,,B,,,A
0001004500,A,C,B,,C,,,
0001004501,B,B,B,,B,,,
0001004502,B,B,C,,B,,,
0001004503,A,C,C,,B,,,B
0001004504,C,B,B,,B,,,
0001004505,B,C,B,,C,,,B
0001004506,B,C,A,,B,,,A
0001004507,C,C,A,,B,,,A
0001004508,B,A,B,,C,,,B
0001004509,A,B,B,,A,,,B
0001004510,C,C,B,,A,,,
0001004511,A,C,B,,B,,,A
0001004512,A,C,B,,B,,,B
0001004513,B,C,A,,A,,,A
0001004514,B,A,C,,B,,,
0001004515,B,B,A,,B,,,
0001004516,A,C,A,,A,,,
0001004517,A,C,A,,B,,,
0001004518,B,A,B,,B,,,
0001004519,B,A,C,,B,,,B
0001004520,C,B,C,,C,,,B
0001004521,B,B,A,,B,,,A
0001004522,B,B,C,,B,,,A
0001004523,B,C,B,,B,,,A
0001004524,B,B,B,,B,,,A
0001004525,A,B,B,,A,,,B
0001004526,C,C,C,,B,,,
0001004527,A,B,B,,A,,,
0001004528,C,B,B,,C,,,
0001004529,A,A,A,,A,,,A
0001004530,B,C,A,,B,,,
0001004531,C,C,C,,B,,,
0001004532,C,C,A,,B,,,
0001004533,A,B,A,,B,,,
0001004534,B,B,A,,A,,,A
0001004535,C,B,C,,B,,,
0001004536,B,A,A,,A,,,A
0001004537,B,C,B,,A,,,A
0001004538,A,C,C,,B,,,A
0001004539,B,B,A,,C,,,A
0001004540,C,C,A,,C,,,
0001004541,B,C,C,,B,,,A
0001004542,B,C,B,,B,,,B
0001004543,A,C,A,,B,,,
0001004544,B,C,C,,B,,,
0001004545,B,C,B,,B,,,A
0001004546,C,B,B,,A,,,A
0001004547,B,C,B,,B,,,B
0001004548,A,A,B,,A,,,A
0001004549,A,B,B,,B,,,A
0001004550,C,B,A,,C,,,
0001004551,C,B,C,,A,,,
0001004552,B,B,A,,A,,,B
0001004553,A,A,A,,A,,,
0001004554,C,B,A,,C,,,
0001004555,C,C,B,,B,,,B
0001004556,C,A,B,,B,,,A
0001004557,B,B,B,,B,,,
0001004558,B,B,B,,B,,,B
0001004559,B,A,C,,C,,,A
0001004560,B,B,A,,B,,,
0001004561,C,B,A,,A,,,B
0001004562,C,A,B,,A,,,B
0001004563,C,C,A,,B,,,A
0001004564,B,C,A,,A,,,B
0001004565,C,A,B,,B,,,
0001004566,B,A,A,,A,,,
0001004567,B,B,C,,C,,,
0001004568,A,C,B,,C,,,A
0001004569,B,B,A,,A,,,
0001004570,B,C,A,,B,,,
0001004571,C,A,C,,C,,,A
0001004572,B,B,A,,C,,,
0001004573,A,C,A,,B,,,B
0001004574,B,C,B,,C,,,A
0001004575,B,B,B,,A,,,
0001004576,B,B,B,,C,,,B
0001004577,A,A,C,,B,,,
0001004578,B,C,A,,C,,,B
0001004579,A,A,A,,B,,,
0001004580,B,B,B,,B,,,A
0001004581,A,B,B,,C,,,
0001004582,C,C,B,,A,,,
0001004583,A,C,A,,A,,,B
0001004584,A,B,C,,A,,,
0001004585,B,B,C,,A,,,A
0001004586,B,B,C,,B,,,
0001004587,C,C,A,,A,,,
0001004588,B,B,C,,B,,,A
0001004589,B,C,C,,B,,,
0001004590,A,B,A,,A,,,B
0001004591,B,B,C,,A,,,
0001004592,B,B,A,,A,,,
0001004593,B,A,A,,B,,,A
0001004594,B,C,B,,A,,,B
0001004595,A,C,C,,A,,,A
0001004596,A,B,A,,B,,,
0001004597,B,B,C,,B,,,A
0001004598,B,C,B,,B,,,B
0001004599,B,A,A,,A,,,B
0001004600,A,C,A,,C,,,A
0001004601,B,C,B,,C,,,B
0001004602,B,A,C,,A,,,A
0001004603,B,B,B,,A,,,
0001004604,B,C,B,,B,,,A
0001004605,C,A,C,,A,,,B
0001004606,C,C,B,,B,,,A
0001004607,A,B,A,,A,,,B
0001004608,A,A,B,,A,,,
0001004609,B,A,A,,A,,,
0001004610,B,C,A,,C,,,
0001004611,B,B,C,,A,,,B
0001004612,A,C,A,,B,,,
0001004613,A,C,C,,B,,,
0001004614,B,A,C,,C,,,
0001004615,C,B,A,,B,,,A
0001004616,B,C,B,,A,,,
0001004617,A,B,A,,C,,,
0001004618,A,A,C,,A,,,A
0001004619,C,A,A,,A,,,B
0001004620,B,C,B,,C,,,B
0001004621,A,B,A,,A,,,
0001004622,B,A,B,,B,,,
0001004623,C,B,C,,C,,,A
0001004624,A,C,B,,A,,,A
0001004625,A,B,C,,A,,,A
0001004626,B,B,A,,A,,,B
0001004627,C,B,C,,B,,,
0001004628,C,A,C,,A,,,
0001004629,C,A,B,,B,,,B
0001004630,C,C,B,,B,,,
0001004631,C,A,C,,B,,,
0001004632,B,B,B,,A,,,B
0001004633,C,B,B,,B,,,A
0001004634,C,C,B,,C,,,
0001004635,C,B,B,,B,,,B
0001004636,A,B,B,,A,,,A
0001004637,A,B,B,,B,,,
0001004638,B,A,A,,C,,,A
0001004639,B,B,A,,C,,,
0001004640,A,B,C,,B,,,A
0001004641,A,C,B,,C,,,A
0001004642,A,C,C,,A,,,A
0001004643,B,A,B,,A,,,B
0001004644,C,A,A,,C,,,A
0001004645,A,C,C,,A,,,
0001004646,B,C,B,,B,,,A
0001004647,C,C,B,,B,,,
0001004648,C,C,C,,C,,,A
0001004649,A,B,A,,C,,,B
0001004650,C,B,A,,A,,,A
0001004651,B,B,B,,C,,,
0001004652,A,B,A,,B,,,A
0001004653,B,C,B,,A,,,A
0001004654,B,A,A,,B,,,
