TKNUM,SHTYP,ERNAM,ERDAT,DATEN,DATBI,VSTEL,TDLNR
0700001082,ZSTD,SHIPUSER,20251023,20251023,20251025,20001,CARR3
0700001083,ZSTD,SHIPUSER,20251024,20251024,20251026,10001,CARR4
0700001084,ZSTD,SHIPUSER,20251029,20251029,20251031,10001,CARR4
0700001085,ZSTD,SHIPUSER,20251020,20251020,20251022,30001,CARR2
0700001086,ZSTD,SHIPUSER,20251027,20251027,20251029,20001,CARR5
0700001087,ZSTD,SHIPUSER,20251009,20251009,20251011,20001,CARR1
0700001088,ZSTD,SHIPUSER,20251019,20251019,20251021,20001,CARR5
0700001089,ZSTD,SHIPUSER,20251024,20251024,20251026,20001,CARR4
0700001090,ZSTD,SHIPUSER,20251026,20251026,20251028,20001,CARR4
0700001091,ZSTD,SHIPUSER,20251009,20251009,20251011,10001,CARR5
0700001092,ZSTD,SHIPUSER,20251013,20251013,20251015,20001,CARR3
0700001093,ZSTD,SHIPUSER,20251006,20251006,20251008,20001,CARR1
0700001094,ZSTD,SHIPUSER,20251018,20251018,20251020,20001,CARR5
0700001095,ZSTD,SHIPUSER,20251025,20251025,20251027,10001,CARR1
0700001096,ZSTD,SHIPUSER,20251007,20251007,20251009,10001,CARR2
0700001097,ZSTD,SHIPUSER,20251003,20251003,20251005,20001,CARR2
0700001098,ZSTD,SHIPUSER,20251030,20251030,20251101,20001,CARR3
0700001099,ZSTD,SHIPUSER,20251021,20251021,20251023,20001,CARR2
0700001100,ZSTD,SHIPUSER,20250929,20250929,20251001,10001,CARR5
0700001101,ZSTD,SHIPUSER,20251003,20251003,20251005,30001,CARR1
0700001102,ZSTD,SHIPUSER,20251003,20251003,20251005,20001,CARR1
0700001103,ZSTD,SHIPUSER,20251006,20251006,20251008,10001,CARR5
0700001104,ZSTD,SHIPUSER,20251009,20251009,20251011,10001,CARR2
0700001105,ZSTD,SHIPUSER,20251018,20251018,20251020,10001,CARR4
0700001106,ZSTD,SHIPUSER,20251020,20251020,20251022,20001,CARR3
0700001107,ZSTD,SHIPUSER,20251024,20251024,20251026,10001,CARR2
0700001108,ZSTD,SHIPUSER,20251010,20251010,20251012,10001,CARR5
0700001109,ZSTD,SHIPUSER,20251026,20251026,20251028,10001,CARR4
0700001110,ZSTD,SHIPUSER,20251003,20251003,20251005,20001,CARR5
0700001111,ZSTD,SHIPUSER,20251013,20251013,20251015,10001,CARR4
0700001112,ZSTD,SHIPUSER,20251026,20251026,20251028,10001,CARR4
0700001113,ZSTD,SHIPUSER,20251023,20251023,20251025,10001,CARR1
0700001114,ZSTD,SHIPUSER,20251004,20251004,20251006,10001,CARR3
0700001115,ZSTD,SHIPUSER,20251006,20251006,20251008,10001,CARR4
0700001116,ZSTD,SHIPUSER,20251012,20251012,20251014,10001,CARR3
0700001117,ZSTD,SHIPUSER,20251021,20251021,20251023,10001,CARR3
0700001118,ZSTD,SHIPUSER,20251008,20251008,20251010,10001,CARR5
0700001119,ZSTD,SHIPUSER,20251020,20251020,20251022,10001,CARR2
0700001120,ZSTD,SHIPUSER,20251009,20251009,20251011,20001,CARR5
0700001121,ZSTD,SHIPUSER,20251024,20251024,20251026,20001,CARR4
0700001122,ZSTD,SHIPUSER,20251024,20251024,20251026,10001,CARR1
0700001123,ZSTD,SHIPUSER,20251016,20251016,20251018,10001,CARR1
0700001124,ZSTD,SHIPUSER,20251028,20251028,20251030,10001,CARR2
0700001125,ZSTD,SHIPUSER,20251019,20251019,20251021,10001,CARR2
0700001126,ZSTD,SHIPUSER,20251001,20251001,20251003,10001,CARR5
0700001127,ZSTD,SHIPUSER,20251007,20251007,20251009,10001,CARR2
0700001128,ZSTD,SHIPUSER,20251017,20251017,20251019,10001,CARR1
0700001129,ZSTD,SHIPUSER,20250930,20250930,20251002,20001,CARR2
0700001130,ZSTD,SHIPUSER,20251002,20251002,20251004,20001,CARR2
0700001131,ZSTD,SHIPUSER,20251024,20251024,20251026,10001,CARR4
0700001132,ZSTD,SHIPUSER,20251013,20251013,20251015,10001,CARR3
0700001133,ZSTD,SHIPUSER,20251021,20251021,20251023,10001,CARR3
0700001134,ZSTD,SHIPUSER,20251015,20251015,20251017,10001,CARR3
0700001135,ZSTD,SHIPUSER,20251006,20251006,20251008,10001,CARR1
0700001136,ZSTD,SHIPUSER,20251002,20251002,20251004,30001,CARR3
0700001137,ZSTD,SHIPUSER,20251026,20251026,20251028,30001,CARR2
0700001138,ZSTD,SHIPUSER,20251021,20251021,20251023,10001,CARR3
0700001139,ZSTD,SHIPUSER,20251012,20251012,20251014,10001,CARR1
0700001140,ZSTD,SHIPUSER,20251016,20251016,20251018,30001,CARR2
0700001141,ZSTD,SHIPUSER,20250930,20250930,20251002,10001,CARR5
0700001142,ZSTD,SHIPUSER,20251009,20251009,20251011,20001,CARR4
0700001143,ZSTD,SHIPUSER,20251014,20251014,20251016,10001,CARR3
0700001144,ZSTD,SHIPUSER,20251011,20251011,20251013,20001,CARR4
0700001145,ZSTD,SHIPUSER,20251017,20251017,20251019,10001,CARR3
0700001146,ZSTD,SHIPUSER,20251024,20251024,20251026,10001,CARR5
0700001147,ZSTD,SHIPUSER,20251014,20251014,20251016,10001,CARR1
0700001148,ZSTD,SHIPUSER,20251025,20251025,20251027,10001,CARR5
0700001149,ZSTD,SHIPUSER,20251021,20251021,20251023,10001,CARR1
0700001150,ZSTD,SHIPUSER,20251017,20251017,20251019,10001,CARR2
0700001151,ZSTD,SHIPUSER,20251010,20251010,20251012,10001,CARR3
0700001152,ZSTD,SHIPUSER,20251024,20251024,20251026,20001,CARR2
0700001153,ZSTD,SHIPUSER,20251019,20251019,20251021,30001,CARR1
0700001154,ZSTD,SHIPUSER,20251003,20251003,20251005,10001,CARR3
0700001155,ZSTD,SHIPUSER,20251026,20251026,20251028,10001,CARR2
0700001156,ZSTD,SHIPUSER,20251018,20251018,20251020,30001,CARR5
0700001157,ZSTD,SHIPUSER,20251017,20251017,20251019,10001,CARR4
0700001158,ZSTD,SHIPUSER,20251017,20251017,20251019,20001,CARR3
0700001159,ZSTD,SHIPUSER,20251009,20251009,20251011,10001,CARR4
0700001160,ZSTD,SHIPUSER,20251006,20251006,20251008,10001,CARR2
0700001161,ZSTD,SHIPUSER,20251018,20251018,20251020,20001,CARR3
0700001162,ZSTD,SHIPUSER,20251003,20251003,20251005,10001,CARR2
0700001163,ZSTD,SHIPUSER,20251019,20251019,20251021,10001,CARR2
0700001164,ZSTD,SHIPUSER,20250929,20250929,20251001,10001,CARR2
0700001165,ZSTD,SHIPUSER,20251029,20251029,20251031,10001,CARR3
0700001166,ZSTD,SHIPUSER,20251013,20251013,20251015,20001,CARR2
0700001167,ZSTD,SHIPUSER,20251005,20251005,20251007,10001,CARR2
0700001168,ZSTD,SHIPUSER,20251016,20251016,20251018,20001,CARR3
0700001169,ZSTD,SHIPUSER,20251004,20251004,20251006,10001,CARR5
0700001170,ZSTD,SHIPUSER,20251028,20251028,20251030,10001,CARR2
0700001171,ZSTD,SHIPUSER,20251018,20251018,20251020,20001,CARR5
0700001172,ZSTD,SHIPUSER,20251017,20251017,20251019,20001,CARR4
0700001173,ZSTD,SHIPUSER,20251010,20251010,20251012,10001,CARR3
0700001174,ZSTD,SHIPUSER,20251004,20251004,20251006,10001,CARR3
0700001175,ZSTD,SHIPUSER,20251020,20251020,20251022,30001,CARR4
0700001176,ZSTD,SHIPUSER,20251029,20251029,20251031,10001,CARR2
0700001177,ZSTD,SHIPUSER,20251016,20251016,20251018,20001,CARR4
0700001178,ZSTD,SHIPUSER,20251009,20251009,20251011,20001,CARR4
0700001179,ZSTD,SHIPUSER,20251005,20251005,20251007,10001,CARR4
0700001180,ZSTD,SHIPUSER,20251006,20251006,20251008,30001,CARR3
0700001181,ZSTD,SHIPUSER,20251025,20251025,20251027,30001,CARR1
0700001182,ZSTD,SHIPUSER,20251002,20251002,20251004,10001,CARR3
0700001183,ZSTD,SHIPUSER,20251016,20251016,20251018,30001,CARR4
0700001184,ZSTD,SHIPUSER,20250928,20250928,20250930,10001,CARR1
0700001185,ZSTD,SHIPUSER,20251013,20251013,20251015,20001,CARR3
0700001186,ZSTD,SHIPUSER,20251008,20251008,20251010,30001,CARR5
0700001187,ZSTD,SHIPUSER,20251006,20251006,20251008,10001,CARR2
0700001188,ZSTD,SHIPUSER,20251007,20251007,20251009,20001,CARR3
0700001189,ZSTD,SHIPUSER,20251025,20251025,20251027,20001,CARR2
0700001190,ZSTD,SHIPUSER,20251018,20251018,20251020,10001,CARR2
0700001191,ZSTD,SHIPUSER,20251016,20251016,20251018,10001,CARR2
0700001192,ZSTD,SHIPUSER,20251017,20251017,20251019,10001,CARR1
0700001193,ZSTD,SHIPUSER,20251023,20251023,20251025,20001,CARR5
0700001194,ZSTD,SHIPUSER,20251019,20251019,20251021,10001,CARR3
0700001195,ZSTD,SHIPUSER,20251013,20251013,20251015,10001,CARR4
0700001196,ZSTD,SHIPUSER,20251025,20251025,20251027,20001,CARR5
0700001197,ZSTD,SHIPUSER,20251017,20251017,20251019,30001,CARR1
0700001198,ZSTD,SHIPUSER,20251020,20251020,20251022,20001,CARR2
0700001199,ZSTD,SHIPUSER,20251020,20251020,20251022,10001,CARR1
0700001200,ZSTD,SHIPUSER,20251019,20251019,20251021,10001,CARR5
0700001201,ZSTD,SHIPUSER,20251020,20251020,20251022,20001,CARR2
0700001202,ZSTD,SHIPUSER,20251026,20251026,20251028,10001,CARR2
0700001203,ZSTD,SHIPUSER,20251010,20251010,20251012,10001,CARR5
0700001204,ZSTD,SHIPUSER,20251026,20251026,20251028,10001,CARR2
0700001205,ZSTD,SHIPUSER,20251023,20251023,20251025,10001,CARR3
0700001206,ZSTD,SHIPUSER,20251010,20251010,20251012,10001,CARR2
0700001207,ZSTD,SHIPUSER,20251019,20251019,20251021,10001,CARR2
0700001208,ZSTD,SHIPUSER,20251021,20251021,20251023,10001,CARR3
0700001209,ZSTD,SHIPUSER,20251008,20251008,20251010,30001,CARR4
0700001210,ZSTD,SHIPUSER,20251028,20251028,20251030,10001,CARR5
0700001211,ZSTD,SHIPUSER,20251024,20251024,20251026,10001,CARR2
0700001212,ZSTD,SHIPUSER,20251008,20251008,20251010,10001,CARR1
0700001213,ZSTD,SHIPUSER,20250928,20250928,20250930,10001,CARR5
0700001214,ZSTD,SHIPUSER,20251019,20251019,20251021,20001,CARR1
0700001215,ZSTD,SHIPUSER,20251023,20251023,20251025,10001,CARR1
0700001216,ZSTD,SHIPUSER,20251015,20251015,20251017,10001,CARR3
0700001217,ZSTD,SHIPUSER,20251004,20251004,20251006,10001,CARR2
0700001218,ZSTD,SHIPUSER,20251008,20251008,20251010,20001,CARR3
0700001219,ZSTD,SHIPUSER,20251010,20251010,20251012,10001,CARR4
0700001220,ZSTD,SHIPUSER,20251007,20251007,20251009,10001,CARR5
0700001221,ZSTD,SHIPUSER,20250930,20250930,20251002,10001,CARR2
0700001222,ZSTD,SHIPUSER,20251023,20251023,20251025,10001,CARR4
0700001223,ZSTD,SHIPUSER,20251018,20251018,20251020,10001,CARR3
0700001224,ZSTD,SHIPUSER,20251010,20251010,20251012,10001,CARR5
0700001225,ZSTD,SHIPUSER,20251013,20251013,20251015,10001,CARR5
0700001226,ZSTD,SHIPUSER,20251021,20251021,20251023,10001,CARR1
0700001227,ZSTD,SHIPUSER,20251011,20251011,20251013,10001,CARR1
0700001228,ZSTD,SHIPUSER,20251019,20251019,20251021,10001,CARR5
0700001229,ZSTD,SHIPUSER,20251005,20251005,20251007,30001,CARR2
0700001230,ZSTD,SHIPUSER,20251013,20251013,20251015,20001,CARR4
0700001231,ZSTD,SHIPUSER,20251004,20251004,20251006,20001,CARR2
0700001232,ZSTD,SHIPUSER,20251003,20251003,20251005,10001,CARR2
0700001233,ZSTD,SHIPUSER,20251009,20251009,20251011,20001,CARR5
0700001234,ZSTD,SHIPUSER,20251020,20251020,20251022,10001,CARR1
0700001235,ZSTD,SHIPUSER,20251027,20251027,20251029,20001,CARR3
0700001236,ZSTD,SHIPUSER,20251007,20251007,20251009,10001,CARR5
0700001237,ZSTD,SHIPUSER,20251012,20251012,20251014,10001,CARR3
0700001238,ZSTD,SHIPUSER,20251007,20251007,20251009,20001,CARR4
0700001239,ZSTD,SHIPUSER,20251004,20251004,20251006,20001,CARR2
0700001240,ZSTD,SHIPUSER,20251015,20251015,20251017,10001,CARR4
0700001241,ZSTD,SHIPUSER,20251006,20251006,20251008,10001,CARR5
0700001242,ZSTD,SHIPUSER,20251022,20251022,20251024,30001,CARR5
0700001243,ZSTD,SHIPUSER,20250928,20250928,20250930,10001,CARR1
0700001244,ZSTD,SHIPUSER,20251020,20251020,20251022,20001,CARR3
0700001245,ZSTD,SHIPUSER,20251009,20251009,20251011,10001,CARR3
0700001246,ZSTD,SHIPUSER,20251025,20251025,20251027,10001,CARR5
0700001247,ZSTD,SHIPUSER,20251008,20251008,20251010,10001,CARR3
0700001248,ZSTD,SHIPUSER,20251023,20251023,20251025,10001,CARR4
0700001249,ZSTD,SHIPUSER,20251010,20251010,20251012,20001,CARR2
0700001250,ZSTD,SHIPUSER,20251024,20251024,20251026,20001,CARR3
0700001251,ZSTD,SHIPUSER,20251017,20251017,20251019,20001,CARR5
0700001252,ZSTD,SHIPUSER,20251023,20251023,20251025,20001,CARR4
0700001253,ZSTD,SHIPUSER,20251003,20251003,20251005,20001,CARR2
0700001254,ZSTD,SHIPUSER,20251022,20251022,20251024,10001,CARR1
0700001255,ZSTD,SHIPUSER,20251013,20251013,20251015,10001,CARR2
0700001256,ZSTD,SHIPUSER,20251009,20251009,20251011,20001,CARR1
0700001257,ZSTD,SHIPUSER,20251001,20251001,20251003,10001,CARR1
0700001258,ZSTD,SHIPUSER,20251006,20251006,20251008,30001,CARR1
0700001259,ZSTD,SHIPUSER,20251005,20251005,20251007,10001,CARR5
0700001260,ZSTD,SHIPUSER,20251027,20251027,20251029,30001,CARR3
0700001261,ZSTD,SHIPUSER,20251016,20251016,20251018,10001,CARR1
0700001262,ZSTD,SHIPUSER,20250930,20250930,20251002,10001,CARR4
0700001263,ZSTD,SHIPUSER,20251017,20251017,20251019,30001,CARR5
0700001264,ZSTD,SHIPUSER,20251019,20251019,20251021,10001,CARR1
0700001265,ZSTD,SHIPUSER,20250929,20250929,20251001,10001,CARR4
0700001266,ZSTD,SHIPUSER,20251010,20251010,20251012,30001,CARR5
0700001267,ZSTD,SHIPUSER,20251018,20251018,20251020,10001,CARR4
0700001268,ZSTD,SHIPUSER,20251020,20251020,20251022,10001,CARR2
0700001269,ZSTD,SHIPUSER,20251031,20251031,20251102,20001,CARR5
0700001270,ZSTD,SHIPUSER,20251002,20251002,20251004,20001,CARR2
0700001271,ZSTD,SHIPUSER,20251004,20251004,20251006,10001,CARR3
0700001272,ZSTD,SHIPUSER,20250928,20250928,20250930,10001,CARR1
0700001273,ZSTD,SHIPUSER,20250926,20250926,20250928,10001,CARR3
0700001274,ZSTD,SHIPUSER,20251021,20251021,20251023,30001,CARR3
0700001275,ZSTD,SHIPUSER,20251004,20251004,20251006,10001,CARR1
0700001276,ZSTD,SHIPUSER,20251021,20251021,20251023,10001,CARR1
0700001277,ZSTD,SHIPUSER,20251011,20251011,20251013,10001,CARR5
0700001278,ZSTD,SHIPUSER,20251001,20251001,20251003,10001,CARR2
0700001279,ZSTD,SHIPUSER,20251029,20251029,20251031,10001,CARR4
0700001280,ZSTD,SHIPUSER,20251028,20251028,20251030,10001,CARR5
0700001281,ZSTD,SHIPUSER,20251029,20251029,20251031,10001,CARR5
0700001282,ZSTD,SHIPUSER,20251018,20251018,20251020,10001,CARR4
0700001283,ZSTD,SHIPUSER,20251021,20251021,20251023,30001,CARR2
0700001284,ZSTD,SHIPUSER,20251019,20251019,20251021,10001,CARR5
0700001285,ZSTD,SHIPUSER,20251004,20251004,20251006,10001,CARR2
0700001286,ZSTD,SHIPUSER,20250930,20250930,20251002,10001,CARR5
0700001287,ZSTD,SHIPUSER,20251006,20251006,20251008,20001,CARR5
0700001288,ZSTD,SHIPUSER,20251010,20251010,20251012,10001,CARR2
0700001289,ZSTD,SHIPUSER,20251017,20251017,20251019,10001,CARR4
0700001290,ZSTD,SHIPUSER,20251005,20251005,20251007,10001,CARR4
0700001291,ZSTD,SHIPUSER,20251001,20251001,20251003,10001,CARR2
0700001292,ZSTD,SHIPUSER,20251018,20251018,20251020,10001,CARR3
0700001293,ZSTD,SHIPUSER,20251023,20251023,20251025,10001,CARR3
0700001294,ZSTD,SHIPUSER,20251024,20251024,20251026,30001,CARR2
0700001295,ZSTD,SHIPUSER,20251027,20251027,20251029,30001,CARR5
0700001296,ZSTD,SHIPUSER,20251016,20251016,20251018,30001,CARR3
0700001297,ZSTD,SHIPUSER,20250928,20250928,20250930,20001,CARR4
0700001298,ZSTD,SHIPUSER,20251028,20251028,20251030,10001,CARR5
0700001299,ZSTD,SHIPUSER,20251003,20251003,20251005,20001,CARR3
0700001300,ZSTD,SHIPUSER,20251030,20251030,20251101,20001,CARR3
0700001301,ZSTD,SHIPUSER,20251012,20251012,20251014,10001,CARR4
0700001302,ZSTD,SHIPUSER,20251004,20251004,20251006,10001,CARR3
0700001303,ZSTD,SHIPUSER,20251028,20251028,20251030,10001,CARR1
0700001304,ZSTD,SHIPUSER,20251021,20251021,20251023,20001,CARR2
0700001305,ZSTD,SHIPUSER,20251024,20251024,20251026,10001,CARR5
0700001306,ZSTD,SHIPUSER,20251003,20251003,20251005,10001,CARR2
0700001307,ZSTD,SHIPUSER,20251011,20251011,20251013,10001,CARR3
0700001308,ZSTD,SHIPUSER,20251009,20251009,20251011,10001,CARR1
0700001309,ZSTD,SHIPUSER,20251003,20251003,20251005,10001,CARR4
0700001310,ZSTD,SHIPUSER,20251022,20251022,20251024,10001,CARR4
0700001311,ZSTD,SHIPUSER,20251003,20251003,20251005,20001,CARR4
0700001312,ZSTD,SHIPUSER,20251018,20251018,20251020,30001,CARR4
0700001313,ZSTD,SHIPUSER,20251022,20251022,20251024,20001,CARR4
0700001314,ZSTD,SHIPUSER,20251017,20251017,20251019,10001,CARR1
0700001315,ZSTD,SHIPUSER,20251020,20251020,20251022,10001,CARR4
0700001316,ZSTD,SHIPUSER,20251019,20251019,20251021,20001,CARR5
0700001317,ZSTD,SHIPUSER,20251021,20251021,20251023,30001,CARR5
0700001318,ZSTD,SHIPUSER,20251011,20251011,20251013,20001,CARR1
0700001319,ZSTD,SHIPUSER,20251008,20251008,20251010,20001,CARR5
0700001320,ZSTD,SHIPUSER,20251013,20251013,20251015,10001,CARR1
0700001321,ZSTD,SHIPUSER,20251014,20251014,20251016,10001,CARR2
0700001322,ZSTD,SHIPUSER,20251016,20251016,20251018,20001,CARR1
0700001323,ZSTD,SHIPUSER,20251006,20251006,20251008,20001,CARR2
0700001324,ZSTD,SHIPUSER,20250927,20250927,20250929,30001,CARR1
0700001325,ZSTD,SHIPUSER,20251005,20251005,20251007,10001,CARR5
0700001326,ZSTD,SHIPUSER,20251009,20251009,20251011,10001,CARR5
0700001327,ZSTD,SHIPUSER,20251019,20251019,20251021,20001,CARR1
0700001328,ZSTD,SHIPUSER,20251030,20251030,20251101,20001,CARR2
0700001329,ZSTD,SHIPUSER,20250929,20250929,20251001,20001,CARR5
0700001330,ZSTD,SHIPUSER,20251028,20251028,20251030,10001,CARR5
0700001331,ZSTD,SHIPUSER,20251001,20251001,20251003,20001,CARR5
0700001332,ZSTD,SHIPUSER,20251001,20251001,20251003,10001,CARR2
0700001333,ZSTD,SHIPUSER,20251002,20251002,20251004,10001,CARR1
0700001334,ZSTD,SHIPUSER,20251023,20251023,20251025,20001,CARR5
0700001335,ZSTD,SHIPUSER,20251013,20251013,20251015,20001,CARR1
0700001336,ZSTD,SHIPUSER,20251009,20251009,20251011,10001,CARR1
0700001337,ZSTD,SHIPUSER,20251007,20251007,20251009,30001,CARR3
0700001338,ZSTD,SHIPUSER,20251025,20251025,20251027,10001,CARR3
0700001339,ZSTD,SHIPUSER,20250930,20250930,20251002,10001,CARR1
0700001340,ZSTD,SHIPUSER,20251026,20251026,20251028,10001,CARR1
0700001341,ZSTD,SHIPUSER,20251023,20251023,20251025,10001,CARR1
0700001342,ZSTD,SHIPUSER,20251027,20251027,20251029,10001,CARR2
0700001343,ZSTD,SHIPUSER,20251013,20251013,20251015,10001,CARR4
0700001344,ZSTD,SHIPUSER,20251008,20251008,20251010,20001,CARR3
0700001345,ZSTD,SHIPUSER,20250930,20250930,20251002,30001,CARR4
0700001346,ZSTD,SHIPUSER,20251022,20251022,20251024,10001,CARR3
0700001347,ZSTD,SHIPUSER,20251001,20251001,20251003,20001,CARR4
0700001348,ZSTD,SHIPUSER,20251025,20251025,20251027,10001,CARR2
0700001349,ZSTD,SHIPUSER,20251008,20251008,20251010,30001,CARR4
0700001350,ZSTD,SHIPUSER,20251003,20251003,20251005,10001,CARR3
0700001351,ZSTD,SHIPUSER,20250928,20250928,20250930,20001,CARR5
0700001352,ZSTD,SHIPUSER,20251015,20251015,20251017,10001,CARR2
0700001353,ZSTD,SHIPUSER,20251002,20251002,20251004,10001,CARR3
0700001354,ZSTD,SHIPUSER,20251017,20251017,20251019,10001,CARR4
0700001355,ZSTD,SHIPUSER,20251008,20251008,20251010,20001,CARR5
0700001356,ZSTD,SHIPUSER,20251005,20251005,20251007,20001,CARR4
0700001357,ZSTD,SHIPUSER,20251009,20251009,20251011,20001,CARR3
0700001358,ZSTD,SHIPUSER,20251026,20251026,20251028,10001,CARR2
0700001359,ZSTD,SHIPUSER,20251012,20251012,20251014,30001,CARR5
0700001360,ZSTD,SHIPUSER,20251018,20251018,20251020,20001,CARR2
0700001361,ZSTD,SHIPUSER,20251020,20251020,20251022,20001,CARR5
0700001362,ZSTD,SHIPUSER,20251008,20251008,20251010,10001,CARR3
0700001363,ZSTD,SHIPUSER,20251014,20251014,20251016,10001,CARR1
0700001364,ZSTD,SHIPUSER,20251006,20251006,20251008,10001,CARR5
0700001365,ZSTD,SHIPUSER,20251029,20251029,20251031,10001,CARR3
0700001366,ZSTD,SHIPUSER,20251001,20251001,20251003,10001,CARR2
0700001367,ZSTD,SHIPUSER,20251018,20251018,20251020,10001,CARR1
0700001368,ZSTD,SHIPUSER,20251003,20251003,20251005,10001,CARR2
0700001369,ZSTD,SHIPUSER,20251024,20251024,20251026,20001,CARR3
0700001370,ZSTD,SHIPUSER,20251004,20251004,20251006,10001,CARR4
0700001371,ZSTD,SHIPUSER,20251016,20251016,20251018,10001,CARR4
0700001372,ZSTD,SHIPUSER,20251011,20251011,20251013,10001,CARR2
0700001373,ZSTD,SHIPUSER,20251019,20251019,20251021,30001,CARR5
0700001374,ZSTD,SHIPUSER,20251016,20251016,20251018,10001,CARR3
0700001375,ZSTD,SHIPUSER,20251013,20251013,20251015,30001,CARR2
0700001376,ZSTD,SHIPUSER,20251017,20251017,20251019,10001,CARR3
0700001377,ZSTD,SHIPUSER,20251004,20251004,20251006,20001,CARR2
0700001378,ZSTD,SHIPUSER,20251026,20251026,20251028,20001,CARR2
0700001379,ZSTD,SHIPUSER,20251004,20251004,20251006,20001,CARR2
0700001380,ZSTD,SHIPUSER,20251022,20251022,20251024,20001,CARR3
0700001381,ZSTD,SHIPUSER,20250929,20250929,20251001,10001,CARR1
0700001382,ZSTD,SHIPUSER,20251002,20251002,20251004,20001,CARR5
0700001383,ZSTD,SHIPUSER,20251013,20251013,20251015,30001,CARR1
0700001384,ZSTD,SHIPUSER,20251002,20251002,20251004,10001,CARR5
0700001385,ZSTD,SHIPUSER,20251015,20251015,20251017,20001,CARR4
0700001386,ZSTD,SHIPUSER,20251030,20251030,20251101,20001,CARR5
0700001387,ZSTD,SHIPUSER,20251008,20251008,20251010,10001,CARR3
0700001388,ZSTD,SHIPUSER,20250929,20250929,20251001,20001,CARR2
0700001389,ZSTD,SHIPUSER,20251009,20251009,20251011,10001,CARR2
0700001390,ZSTD,SHIPUSER,20250930,20250930,20251002,10001,CARR2
0700001391,ZSTD,SHIPUSER,20251015,20251015,20251017,10001,CARR3
0700001392,ZSTD,SHIPUSER,20251030,20251030,20251101,10001,CARR5
0700001393,ZSTD,SHIPUSER,20251020,20251020,20251022,20001,CARR4
0700001394,ZSTD,SHIPUSER,20250929,20250929,20251001,20001,CARR2
0700001395,ZSTD,SHIPUSER,20251016,20251016,20251018,10001,CARR2
0700001396,ZSTD,SHIPUSER,20251023,20251023,20251025,30001,CARR4
0700001397,ZSTD,SHIPUSER,20251012,20251012,20251014,10001,CARR1
0700001398,ZSTD,SHIPUSER,20251022,20251022,20251024,20001,CARR1
0700001399,ZSTD,SHIPUSER,20251008,20251008,20251010,30001,CARR3
0700001400,ZSTD,SHIPUSER,20251024,20251024,20251026,20001,CARR5
0700001401,ZSTD,SHIPUSER,20251023,20251023,20251025,20001,CARR4
0700001402,ZSTD,SHIPUSER,20251022,20251022,20251024,10001,CARR5
0700001403,ZSTD,SHIPUSER,20250930,20250930,20251002,10001,CARR2
0700001404,ZSTD,SHIPUSER,20251023,20251023,20251025,20001,CARR4
0700001405,ZSTD,SHIPUSER,20251015,20251015,20251017,20001,CARR3
0700001406,ZSTD,SHIPUSER,20251007,20251007,20251009,20001,CARR3
0700001407,ZSTD,SHIPUSER,20251013,20251013,20251015,20001,CARR1
0700001408,ZSTD,SHIPUSER,20251018,20251018,20251020,10001,CARR2
0700001409,ZSTD,SHIPUSER,20250927,20250927,20250929,10001,CARR4
0700001410,ZSTD,SHIPUSER,20251001,20251001,20251003,20001,CARR4
0700001411,ZSTD,SHIPUSER,20251015,20251015,20251017,10001,CARR2
0700001412,ZSTD,SHIPUSER,20251017,20251017,20251019,10001,CARR1
0700001413,ZSTD,SHIPUSER,20251031,20251031,20251102,10001,CARR3
0700001414,ZSTD,SHIPUSER,20251001,20251001,20251003,10001,CARR3
0700001415,ZSTD,SHIPUSER,20251027,20251027,20251029,30001,CARR2
0700001416,ZSTD,SHIPUSER,20250928,20250928,20250930,10001,CARR1
0700001417,ZSTD,SHIPUSER,20251022,20251022,20251024,10001,CARR1
0700001418,ZSTD,SHIPUSER,20251003,20251003,20251005,20001,CARR1
0700001419,ZSTD,SHIPUSER,20251017,20251017,20251019,10001,CARR5
0700001420,ZSTD,SHIPUSER,20251023,20251023,20251025,10001,CARR1
0700001421,ZSTD,SHIPUSER,20251014,20251014,20251016,20001,CARR2
0700001422,ZSTD,SHIPUSER,20251003,20251003,20251005,30001,CARR1
0700001423,ZSTD,SHIPUSER,20251013,20251013,20251015,30001,CARR4
0700001424,ZSTD,SHIPUSER,20250928,20250928,20250930,10001,CARR3
0700001425,ZSTD,SHIPUSER,20251008,20251008,20251010,20001,CARR3
0700001426,ZSTD,SHIPUSER,20251025,20251025,20251027,30001,CARR4
0700001427,ZSTD,SHIPUSER,20251025,20251025,20251027,20001,CARR3
0700001428,ZSTD,SHIPUSER,20251031,20251031,20251102,10001,CARR1
