Id,Name,AccountNumber,Type,Industry,AnnualRevenue,NumberOfEmployees,BillingStreet,BillingCity,BillingState,BillingPostalCode,BillingCountry,Phone,Website,Rating,OwnerId,CreatedDate,LastModifiedDate,IsDeleted
00100010311,Jacobson PLC,ACC-010311,Customer - Channel,Manufacturing,1019401.5,105,18143 Myers Courts Apt. 473,Port James,SC,38248,USA,001-794-301-2897x432,www.lopez.com,Cold,0050015,2022-01-10 17:21:13,2022-04-30 17:21:13,False
00100010312,Wade Group,ACC-010312,Competitor,Energy,421521.62,6052,24120 Montes Prairie Apt. 737,North Lorishire,TX,38598,USA,988.922.1145,www.bell.com,Warm,0050016,2022-12-13 17:21:13,2023-08-13 17:21:13,False
00100010313,Ellis-Carey,ACC-010313,Customer - Direct,Energy,6001743.8,9,589 Rodriguez Spur Apt. 263,West Tyler,IA,76206,USA,001-665-731-3614x8782,www.myers-butler.com,Cold,0050003,2021-05-13 17:21:13,2021-08-08 17:21:13,False
00100010314,Lee-Riley,ACC-010314,Customer - Direct,Technology,95436887.78,4221,167 Roberts Branch Suite 272,Cindyburgh,ME,64310,USA,214-807-0349x1074,www.keller-smith.com,Warm,0050013,2022-02-13 17:21:13,2022-03-29 17:21:13,False
00100010315,Bell LLC,ACC-010315,Partner,Financial Services,1287131.94,6,42369 Kelly Bypass,Fitzpatrickbury,AS,89433,USA,+1-466-561-4494x2965,www.taylor-spencer.com,Cold,0050005,2024-03-22 17:21:13,2024-12-11 17:21:13,False
00100010316,Miller-Knight,ACC-010316,Customer - Channel,Retail,314949.1,0,266 Dillon Mills Suite 857,Ronaldchester,MT,60962,USA,7804612943,www.daniels.biz,Hot,0050004,2022-02-03 17:21:13,2022-12-25 17:21:13,False
00100010317,Powell Inc,ACC-010317,Customer - Direct,Telecommunications,10482.21,107,701 Joseph Run Apt. 591,Arianamouth,VI,08478,USA,498-503-8287,www.bowman.com,Cold,0050006,2022-05-05 17:21:13,2022-10-24 17:21:13,False
00100010318,Hanson-Gonzalez,ACC-010318,Customer - Direct,Transportation,15129553.23,1726,29181 James Mountains,Port Williamfurt,AR,16467,USA,267-423-8497x9162,www.cardenas.com,Cold,0050012,2025-04-16 17:21:13,2025-08-15 17:21:13,False
00100010319,Hunt Ltd,ACC-010319,Customer - Direct,Energy,564691.49,28,7441 Richardson Harbor,Cruzville,NH,55144,USA,(220)747-1960x94097,www.mcdonald.info,Cold,0050010,2022-01-16 17:21:13,2022-06-24 17:21:13,False
00100010320,Smith-Moore,ACC-010320,Customer - Direct,Energy,33279222.36,91,8681 Diana Knoll,Stephenberg,KY,86804,USA,761-776-7929x8842,www.williamson.com,Warm,0050009,2024-07-21 17:21:13,2024-10-31 17:21:13,False
00100010321,Davis Inc,ACC-010321,Customer - Channel,Media,4231764.47,55,753 Daniel Extensions Suite 610,Dannyland,NV,49564,USA,+1-602-951-7629x833,www.shelton-perez.com,Warm,0050004,2024-12-27 17:21:13,2025-01-09 17:21:13,False
00100010322,Cervantes-Stokes,ACC-010322,Customer - Direct,Telecommunications,2417703.69,92,90130 Patricia Lake,Carrollland,MA,24789,USA,+1-987-833-9785x59821,www.bennett.net,Cold,0050011,2025-07-22 17:21:13,2025-11-25 17:21:13,False
00100010323,Garcia-Jimenez,ACC-010323,Competitor,Telecommunications,33250570.76,69,850 Lori Highway,Peterstad,CA,21192,USA,318-993-8984x6908,www.delgado-johnson.biz,Cold,0050014,2023-02-24 17:21:13,2024-01-03 17:21:13,False
00100010324,Gonzalez-Barron,ACC-010324,Prospect,Retail,16006882.74,12,38503 Jones Port,West Tinachester,PA,97401,USA,+1-718-872-4010x783,www.turner-horn.com,Hot,0050017,2021-01-18 17:21:13,2021-02-25 17:21:13,False
00100010325,Velazquez Inc,ACC-010325,Customer - Channel,Transportation,970249.76,3860,960 Williams Trafficway,Dominguezchester,UT,56446,USA,+1-721-871-9553,www.allen.org,Hot,0050001,2023-04-06 17:21:13,2023-11-05 17:21:13,False
00100010326,Perez Ltd,ACC-010326,Customer - Channel,Manufacturing,24745042.64,1,30102 White Cape,Michaelbury,LA,17503,USA,+1-967-611-1483x753,www.deleon-carter.com,Cold,0050017,2020-11-05 17:21:13,2021-09-24 17:21:13,False
00100010327,"Orozco, Flores and Weaver",ACC-010327,Customer - Channel,Energy,9846626.33,62,56974 James Dam,West Judy,IL,16589,USA,(820)637-7107x044,www.brown.biz,Warm,0050005,2022-08-03 17:21:13,2022-11-11 17:21:13,False
00100010328,Smith-Reyes,ACC-010328,Competitor,Transportation,1333395.91,8266,33626 Donna Bypass Suite 095,Lisashire,IL,99755,USA,6599660186,www.armstrong-carroll.net,Warm,0050007,2021-10-14 17:21:13,2022-10-06 17:21:13,False
00100010329,Martin-James,ACC-010329,Customer - Channel,Media,1786020.73,232,04413 Morgan Locks,New Joshuaview,TN,33336,USA,+1-290-914-9542x7707,www.church.net,Warm,0050003,2023-08-30 17:21:13,2024-05-10 17:21:13,False
00100010330,Ortiz PLC,ACC-010330,Customer - Direct,Technology,898131.38,30,9851 White Trafficway,Jordanfort,DC,30309,USA,+1-222-590-3102x8795,www.lynn.com,Hot,0050004,2023-07-29 17:21:13,2023-12-01 17:21:13,False
00100010331,Gregory LLC,ACC-010331,Partner,Energy,465993.77,372,351 William Creek,East Jamesshire,MN,89763,USA,(216)442-0595x56574,www.williams-conrad.org,Warm,0050009,2024-12-26 17:21:13,2025-11-27 17:21:13,False
00100010332,Rodriguez and Sons,ACC-010332,Prospect,Technology,19119504.58,127,895 Nicholas Prairie Apt. 261,East Arianashire,SC,72358,USA,001-568-618-0978x8754,www.murphy.com,Warm,0050003,2021-12-16 17:21:13,2021-12-19 17:21:13,False
00100010333,Edwards-Compton,ACC-010333,Customer - Direct,Healthcare,39812.05,18,6515 Robin Shoal,Jacobsmouth,WY,55400,USA,692.683.6929,www.edwards-miller.biz,Hot,0050005,2021-08-09 17:21:13,2021-10-03 17:21:13,False
00100010334,"Lucero, Johnston and Chen",ACC-010334,Competitor,Media,41502412.72,36,70216 Cannon Station,Newtonberg,VI,04967,USA,(602)312-8866x52683,www.merritt-villanueva.org,Warm,0050008,2021-06-13 17:21:13,2022-01-17 17:21:13,False
00100010335,"Jensen, Mcknight and Williams",ACC-010335,Partner,Media,13105.74,1244,6764 Graves Street Apt. 981,North Brittney,MN,88831,USA,+1-776-257-2894x1347,www.holmes.biz,Warm,0050002,2024-08-02 17:21:13,2024-11-01 17:21:13,False
00100010336,Morris-Flores,ACC-010336,Customer - Direct,Financial Services,15836034.98,86,03684 Garcia Haven,North Keith,NM,58030,USA,324.549.1342,www.roberson.com,Hot,0050006,2021-04-22 17:21:13,2022-04-14 17:21:13,False
00100010337,"Medina, Lee and Freeman",ACC-010337,Customer - Direct,Technology,2708199.83,77,3496 Meyer Village,Phillipsville,VT,93080,USA,776-374-1241,www.mcguire.net,Cold,0050016,2022-11-29 17:21:13,2023-07-25 17:21:13,False
00100010338,Hill-Mccoy,ACC-010338,Customer - Direct,Healthcare,586143.21,1457,506 Sarah Underpass,Jamesside,TN,82562,USA,9034296334,www.cervantes-gross.com,Cold,0050013,2025-07-14 17:21:13,2026-04-26 17:21:13,False
00100010339,Gonzalez Inc,ACC-010339,Competitor,Retail,516574.37,1552,61789 Jennifer Camp,Wattsfurt,SC,77033,USA,957.882.4347,www.howard.com,Cold,0050005,2024-06-01 17:21:13,2024-08-03 17:21:13,False
00100010340,Barnes-West,ACC-010340,Prospect,Technology,1146250.63,12,612 Huber Shore,West Heidiberg,WI,63905,USA,696.730.4483x6085,www.myers-ramos.biz,Cold,0050009,2023-04-04 17:21:13,2023-06-12 17:21:13,False
00100010341,Gaines-Adams,ACC-010341,Partner,Manufacturing,5791893.82,62,0476 Ashley Expressway,Port Colleen,RI,80553,USA,529-780-0615x58108,www.gonzalez.com,Cold,0050002,2021-04-27 17:21:13,2021-12-21 17:21:13,False
00100010342,Solis-Lozano,ACC-010342,Partner,Transportation,2724135.7,1,3830 Megan Throughway Apt. 867,East Justintown,IN,83280,USA,001-230-241-6624x11186,www.greer.org,Cold,0050016,2022-01-26 17:21:13,2022-10-25 17:21:13,False
00100010343,Lee-Obrien,ACC-010343,Prospect,Media,5321495.87,59,6804 Stevens Courts Suite 976,Russellbury,MT,74031,USA,374-988-3607x658,www.lane.biz,Warm,0050002,2022-09-06 17:21:13,2023-07-08 17:21:13,False
00100010344,West Group,ACC-010344,Customer - Direct,Manufacturing,15054420.11,1833,452 Cody Extension,Port Sheri,OR,33264,USA,926-697-8930,www.collins-morgan.com,Warm,0050017,2024-01-14 17:21:13,2024-08-28 17:21:13,False
00100010345,Morris PLC,ACC-010345,Partner,Financial Services,1732114.72,38,43878 Edwards Run Apt. 577,North Ronaldland,MS,17184,USA,001-902-481-2371x06728,www.sawyer.com,Hot,0050015,2022-05-19 17:21:13,2023-02-02 17:21:13,False
00100010346,Forbes-Cortez,ACC-010346,Customer - Direct,Transportation,18544686.91,69,595 Donald Pike Apt. 958,Thomasborough,MA,98380,USA,001-622-587-0562x2710,www.benson.info,Warm,0050015,2023-06-04 17:21:13,2024-03-11 17:21:13,False
00100010347,Davis-Weber,ACC-010347,Customer - Direct,Financial Services,1195063.04,2665,58350 Joshua View,Silvaport,MN,82355,USA,001-364-488-3192x13424,www.matthews.org,Cold,0050004,2023-04-25 17:21:13,2023-07-16 17:21:13,False
00100010348,"Ramirez, Aguirre and Savage",ACC-010348,Partner,Telecommunications,5748303.27,660,20331 Douglas Mountains Apt. 510,New Lindsay,NE,87643,USA,754.381.3866x6754,www.wilkinson.com,Cold,0050002,2021-08-23 17:21:13,2022-04-24 17:21:13,False
00100010349,"Thomas, Kim and Alexander",ACC-010349,Customer - Channel,Energy,1040701.84,10,186 Thompson Way Suite 756,New Anita,PW,25533,USA,(352)703-7583x0945,www.shaw-smith.com,Hot,0050019,2023-04-17 17:21:13,2023-08-28 17:21:13,False
00100010350,Holland Ltd,ACC-010350,Competitor,Healthcare,2961617.69,80,0440 Michelle Mountains Suite 727,North Mikeberg,VT,96995,USA,(321)661-0705,www.rios.com,Hot,0050006,2021-08-07 17:21:13,2021-12-12 17:21:13,False
00100010351,Hood-Charles,ACC-010351,Customer - Direct,Transportation,9122109.1,88,295 Shelia Lodge Suite 013,Lake Joseph,HI,58618,USA,6497386204,www.peterson.com,Cold,0050009,2021-02-07 17:21:13,2021-12-31 17:21:13,False
00100010352,"Conrad, Davis and Hardin",ACC-010352,Partner,Telecommunications,24310681.98,9078,125 Katie Turnpike,East Danamouth,CO,95433,USA,643.424.0642,www.stewart.com,Warm,0050019,2024-04-05 17:21:13,2024-12-28 17:21:13,False
00100010353,Krause LLC,ACC-010353,Partner,Media,6814577.51,5862,1759 Bailey Row Suite 209,Mooreshire,IL,92538,USA,(654)235-8841x83437,www.holmes.com,Hot,0050009,2023-02-05 17:21:13,2023-12-23 17:21:13,False
00100010354,Taylor-Willis,ACC-010354,Customer - Direct,Media,17191477.87,49,690 Haynes Roads Suite 026,Cookville,HI,47425,USA,927-582-0797x9966,www.cummings-burke.info,Hot,0050009,2024-06-22 17:21:13,2024-11-10 17:21:13,False
00100010355,"Morales, Williams and Hickman",ACC-010355,Customer - Direct,Transportation,7699191.84,896,166 Finley Locks,East Williamport,FM,78731,USA,001-983-892-2501x425,www.murray.com,Warm,0050009,2023-05-08 17:21:13,2023-06-17 17:21:13,False
00100010356,Andrade LLC,ACC-010356,Competitor,Telecommunications,38929547.5,186,23361 Eric Point Suite 072,Coryside,TX,52149,USA,001-737-667-3162x526,www.cross.com,Warm,0050012,2021-10-24 17:21:13,2022-03-20 17:21:13,False
00100010357,Freeman-Yang,ACC-010357,Prospect,Manufacturing,135078802.96,827,92355 Mason Alley,Melendezbury,DC,66030,USA,803.446.1562,www.collins-leonard.info,Warm,0050005,2024-07-01 17:21:13,2024-11-18 17:21:13,False
00100010358,Green Group,ACC-010358,Prospect,Technology,4700472.96,4529,68171 Parks Courts,Laratown,GA,42316,USA,(298)667-0766,www.green-walters.org,Hot,0050003,2023-12-07 17:21:13,2024-05-19 17:21:13,False
00100010359,Shaw-Norman,ACC-010359,Partner,Media,1160283.23,240,512 Schmidt Lights Apt. 205,Jamesmouth,NE,06863,USA,740.617.7509x546,www.daniels.com,Cold,0050014,2022-10-14 17:21:13,2022-11-25 17:21:13,False
00100010360,Butler-Griffin,ACC-010360,Partner,Transportation,454394.95,58,091 Dennis Place Suite 321,East Jessicafort,NE,36505,USA,(479)338-9701x550,www.hunt-swanson.com,Hot,0050019,2025-01-14 17:21:13,2025-04-02 17:21:13,False
00100010361,"Curry, Henderson and Johnson",ACC-010361,Customer - Channel,Transportation,429837.39,710,161 Ashley Hollow Apt. 059,Lewischester,KY,98394,USA,001-524-280-9624x406,www.sandoval-hill.info,Warm,0050004,2024-07-08 17:21:13,2025-01-21 17:21:13,False
00100010362,"Tyler, Reid and Davis",ACC-010362,Customer - Direct,Financial Services,7636641.88,197,53194 Matthews Roads,Amberfort,OH,02148,USA,255-357-2773x82646,www.tucker.net,Warm,0050009,2021-12-03 17:21:13,2022-02-20 17:21:13,False
00100010363,Torres-Potter,ACC-010363,Customer - Channel,Telecommunications,20049512.36,96,702 Claudia Port Suite 604,Fritzfurt,PW,70964,USA,(669)411-6331,www.wang.biz,Hot,0050012,2021-11-08 17:21:13,2022-02-26 17:21:13,False
00100010364,"Ortiz, Potter and Barnes",ACC-010364,Prospect,Media,2257276.47,6,5158 Perez Lodge Suite 747,Port Gregory,LA,00938,USA,+1-857-521-6966,www.johnson.net,Warm,0050013,2025-06-15 17:21:13,2026-01-14 17:21:13,False
00100010365,Greene Ltd,ACC-010365,Customer - Channel,Media,21271.72,8,59329 Cohen Land Apt. 968,Port Robin,NH,48874,USA,001-932-573-5241x0397,www.morrison.info,Warm,0050017,2023-07-13 17:21:13,2023-12-30 17:21:13,False
00100010366,"Davidson, Lara and Massey",ACC-010366,Customer - Channel,Energy,5931822.92,264,71006 Atkins Cliffs,Rosarioside,DE,94321,USA,001-898-307-7046x05687,www.thomas.org,Warm,0050007,2022-10-09 17:21:13,2023-06-05 17:21:13,False
00100010367,Bowen LLC,ACC-010367,Partner,Technology,1221143.14,10,523 Clark Court Suite 177,Port Jordan,LA,90835,USA,257.549.4902x284,www.elliott-reeves.com,Hot,0050009,2023-06-26 17:21:13,2023-07-28 17:21:13,False
00100010368,"Moore, Walters and Alvarez",ACC-010368,Customer - Direct,Retail,17884295.03,46,422 Catherine Walks Suite 430,New Kevin,OR,02082,USA,758-786-7925x298,www.grimes-washington.com,Warm,0050007,2024-08-27 17:21:13,2025-03-31 17:21:13,False
00100010369,"Olson, Webb and James",ACC-010369,Prospect,Telecommunications,146477350.67,131,3433 Joshua Tunnel,Lake Jamesfort,NH,75134,USA,+1-308-233-5061x5814,www.knight-wright.com,Cold,0050013,2023-08-19 17:21:13,2024-06-14 17:21:13,False
00100010370,"White, Mayer and Mathews",ACC-010370,Competitor,Technology,63157117.68,35,720 Arnold Course,Lake Mariah,CA,17874,USA,340.533.3997x71805,www.wilson-miller.com,Cold,0050013,2021-11-30 17:21:13,2021-12-11 17:21:13,False
00100010371,Daniels and Sons,ACC-010371,Prospect,Technology,1244043.97,199,9096 Jennifer Mills Apt. 997,West Karenview,NM,83224,USA,(558)778-4448,www.byrd-gordon.info,Warm,0050017,2021-01-04 17:21:13,2021-10-26 17:21:13,False
00100010372,Rowland and Sons,ACC-010372,Prospect,Manufacturing,16806248.73,13,58772 Cameron Meadows Suite 175,East Kimberly,WV,30883,USA,548.445.8714,www.moore-miranda.com,Cold,0050004,2023-09-06 17:21:13,2024-05-08 17:21:13,False
00100010373,Bishop and Sons,ACC-010373,Customer - Direct,Financial Services,31455045.97,12066,796 Perez Greens Suite 452,Matthewstad,MP,98177,USA,674-269-6606x06527,www.harris.com,Cold,0050012,2025-10-12 17:21:13,2026-04-11 17:21:13,False
00100010374,Morris Group,ACC-010374,Customer - Direct,Transportation,4580457.05,359,833 Gates Coves Apt. 325,Davidshire,NJ,06530,USA,001-767-934-9960x10548,www.rodriguez-taylor.com,Warm,0050002,2024-02-21 17:21:13,2024-09-08 17:21:13,False
00100010375,Rowland-Oconnor,ACC-010375,Partner,Manufacturing,1789576.45,78,94938 Samuel Islands,Angelaport,UT,03365,USA,(515)957-3257,www.cook-byrd.com,Warm,0050002,2021-01-11 17:21:13,2021-08-14 17:21:13,False
00100010376,Munoz-Cantu,ACC-010376,Customer - Channel,Financial Services,331886.26,184,66670 Robin Passage,Allenchester,AZ,66589,USA,387-949-5119x18182,www.santos.biz,Hot,0050012,2022-10-18 17:21:13,2023-07-25 17:21:13,False
00100010377,Owens-Preston,ACC-010377,Customer - Direct,Technology,2252959.64,31,512 Gibson Tunnel,Prestonfurt,OK,39011,USA,6965003562,www.craig.com,Cold,0050017,2021-04-30 17:21:13,2022-03-05 17:21:13,False
00100010378,"Schaefer, Barry and Espinoza",ACC-010378,Customer - Direct,Transportation,18090907.42,1948,23421 Amanda Vista,Port Davidstad,CA,43421,USA,333-834-2643x35027,www.wallace.com,Cold,0050011,2024-07-30 17:21:13,2025-04-06 17:21:13,False
00100010379,Williams-Gonzales,ACC-010379,Customer - Channel,Financial Services,3844390.93,29,69112 Frank Fords,South Joystad,WA,42035,USA,(833)818-5748x17006,www.gomez.com,Cold,0050012,2024-08-01 17:21:13,2024-12-19 17:21:13,False
00100010380,Bautista-Pearson,ACC-010380,Partner,Financial Services,261422993.91,9,167 Stephanie Harbor,Brandonbury,HI,74501,USA,5286227009,www.williamson-morrow.biz,Cold,0050008,2023-05-16 17:21:13,2024-01-20 17:21:13,False
00100010381,Thompson PLC,ACC-010381,Partner,Transportation,2795324.26,74,251 Anthony Ford,Richardstad,PW,35258,USA,+1-850-405-0702x608,www.garcia.com,Warm,0050002,2025-08-26 17:21:13,2026-03-14 17:21:13,False
00100010382,Barnes Inc,ACC-010382,Customer - Direct,Retail,1456527.85,192,7687 Melody Valleys,West Thomasview,DC,42821,USA,+1-585-391-7793x23822,www.davis.com,Cold,0050015,2023-12-06 17:21:13,2024-11-13 17:21:13,False
00100010383,Perez and Sons,ACC-010383,Customer - Direct,Manufacturing,193815.73,1680,7988 Wolf Curve Suite 652,Lake Rebeccafurt,SC,06794,USA,220.920.3265,www.mathews-lopez.org,Hot,0050011,2022-01-03 17:21:13,2022-07-30 17:21:13,False
00100010384,Hayes-Lewis,ACC-010384,Customer - Direct,Energy,4050376.73,1625,714 Rogers Ferry Suite 578,Alvaradomouth,WV,68536,USA,615-460-8213x711,www.parker-graham.com,Cold,0050012,2021-10-02 17:21:13,2021-12-26 17:21:13,False
00100010385,"White, Wilkins and Blackwell",ACC-010385,Prospect,Healthcare,351689.72,180,30358 Anna Pines,Port Amandaside,IN,91424,USA,225.821.2932x89634,www.price-boyd.biz,Hot,0050014,2021-02-06 17:21:13,2021-10-04 17:21:13,False
00100010386,Mcdonald-Taylor,ACC-010386,Customer - Direct,Financial Services,88648.75,72,14843 Brian Loop Apt. 272,South Kristie,SD,55421,USA,(593)935-1342x6192,www.chambers.com,Cold,0050005,2025-02-05 17:21:13,2025-12-21 17:21:13,False
00100010387,"Wilson, Collins and Garcia",ACC-010387,Competitor,Retail,17195.85,12,74189 Hernandez Throughway Suite 406,Danielmouth,NE,77175,USA,(774)538-1199,www.simpson.com,Cold,0050009,2022-10-27 17:21:13,2022-11-10 17:21:13,False
00100010388,"Garcia, Carrillo and Kirby",ACC-010388,Competitor,Healthcare,632916382.27,4,8564 Miller Courts Suite 397,New Ryan,KY,14127,USA,001-378-399-6986x09191,www.ward.org,Hot,0050019,2023-08-10 17:21:13,2024-06-09 17:21:13,False
00100010389,Ochoa-Higgins,ACC-010389,Customer - Direct,Manufacturing,676327.36,42,7798 Shelby Via,Caldwelltown,IL,74809,USA,(705)714-6074,www.beltran-wright.info,Hot,0050014,2022-08-26 17:21:13,2023-08-01 17:21:13,False
00100010390,Nguyen Ltd,ACC-010390,Prospect,Retail,3694039.82,398,38856 Norman Extensions Suite 155,West Maria,CT,95127,USA,965-797-2634,www.shaffer-huang.com,Warm,0050003,2025-08-30 17:21:13,2025-10-12 17:21:13,False
00100010391,Morris Inc,ACC-010391,Customer - Direct,Manufacturing,20731.82,83,488 Sherman Plain,South Christine,CA,26534,USA,819-464-2585,www.garcia-blanchard.com,Cold,0050018,2022-03-18 17:21:13,2022-10-24 17:21:13,False
00100010392,"Hudson, Miller and Key",ACC-010392,Prospect,Transportation,2236437.96,2644,38240 Walker Square Apt. 337,East Alexander,IA,03223,USA,+1-877-868-8936x289,www.green.com,Cold,0050008,2025-01-20 17:21:13,2025-09-14 17:21:13,False
00100010393,Wood-Mccullough,ACC-010393,Customer - Direct,Technology,9318576.46,255,8512 Heath Squares,Port Amanda,DC,13165,USA,978.951.9358x37490,www.garza-brown.com,Hot,0050002,2024-10-17 17:21:13,2024-11-12 17:21:13,False
00100010394,Castro PLC,ACC-010394,Prospect,Energy,6053220.96,67,7215 Stephanie Harbor,Staceytown,VT,78847,USA,862.463.7484x5398,www.baird.org,Hot,0050017,2024-05-10 17:21:13,2024-11-21 17:21:13,False
00100010395,Joseph LLC,ACC-010395,Prospect,Transportation,2547860.15,14,91862 John Rapid,Port Howard,SD,65378,USA,001-415-311-6966x6725,www.kelly-mann.com,Cold,0050012,2023-12-24 17:21:13,2024-04-11 17:21:13,False
00100010396,Davis-Green,ACC-010396,Partner,Energy,94271.58,1851,51571 Smith Rest,New Brianstad,CT,22588,USA,7803056409,www.lopez.info,Warm,0050001,2023-04-07 17:21:13,2023-09-22 17:21:13,False
00100010397,Nichols LLC,ACC-010397,Prospect,Telecommunications,5287956.84,1,295 Patricia Squares,New Eduardo,GU,58841,USA,4904814415,www.jimenez.com,Warm,0050018,2023-12-03 17:21:13,2024-06-15 17:21:13,False
00100010398,"Mora, Pace and Mcfarland",ACC-010398,Prospect,Retail,2929118.25,262,1815 Michael Garden Suite 360,Brianfort,AS,86963,USA,001-591-681-5899x886,www.taylor-gallagher.com,Cold,0050015,2024-04-03 17:21:13,2024-11-05 17:21:13,False
00100010399,"Simmons, Graham and Miller",ACC-010399,Prospect,Financial Services,2202983.55,109,1587 Torres Turnpike,Kelliton,NC,05957,USA,214.299.8250,www.cruz-bell.net,Cold,0050017,2024-05-26 17:21:13,2024-07-07 17:21:13,False
00100010400,Colon Ltd,ACC-010400,Prospect,Technology,2494231.81,1104,882 Maldonado Cape Apt. 172,Lake Luke,VT,27188,USA,439.890.0631x4035,www.watson.com,Warm,0050014,2023-03-06 17:21:13,2023-03-16 17:21:13,False
00100010401,Thomas and Sons,ACC-010401,Customer - Direct,Telecommunications,3148959.02,68,9434 Vaughn Mall Suite 643,Kingtown,SC,91271,USA,(707)423-1112x7128,www.scott.biz,Warm,0050011,2021-08-12 17:21:13,2022-05-16 17:21:13,False
