Id,CaseNumber,AccountId,ContactId,Status,Priority,Type,Origin,Subject,Description,IsClosed,IsEscalated,ClosedDate,OwnerId,CreatedDate,LastModifiedDate,IsDeleted
50000010400,CS-100400,00100010418,00300011112,Closed,Medium,Bug Report,Portal,This open where professor there real.,"Question over project upon. Performance conference million adult environment.
When item mention seven practice. Ever south event reveal no official. Agreement control box family mind send word.
Still when dinner reveal lawyer court very great. Amount we past wonder.",True,False,2024-07-02 17:21:14,0050023,2024-06-28 17:21:14,2024-07-19 17:21:14,False
50000010401,CS-100401,00100010421,00300011120,Closed,High,Configuration,Phone,Join reality where.,"Ten six then interesting sing central. Science school draw agreement inside. It by beyond any. Nice agree involve people.
Administration cover view behind city. Soldier purpose better bad least important director. Gas month study network.",True,False,2025-01-20 17:21:14,0050026,2024-12-21 17:21:14,2025-01-09 17:21:14,False
50000010402,CS-100402,00100010421,00300011120,Closed,High,Question,Portal,Kind billion scene television any.,"Fight blood wall bed dark edge. Million style worry provide western.
Situation study way book myself become bar. Probably each not our small candidate generation.
Participant item turn tonight around. Money science may house certain challenge.",True,False,2025-04-11 17:21:14,0050033,2025-03-23 17:21:14,2025-04-13 17:21:14,False
50000010403,CS-100403,00100010422,00300011126,Closed,Low,Question,Web,And remain majority window drug.,"Guy fill why situation not later else. Chance career agreement meeting commercial contain loss. Huge guy happen forget five.
Debate parent determine night where level. Artist exist organization most relationship since choose.",True,False,2025-05-30 17:21:14,0050021,2025-05-19 17:21:14,2025-05-24 17:21:14,False
50000010404,CS-100404,00100010425,00300011134,Closed,Medium,Configuration,Web,Adult move night yard onto condition bit.,"Generation practice event in stand skin little. Himself ask play risk animal protect start. Data morning young.
Since every political ready stuff campaign base join.",True,False,2025-05-06 17:21:14,0050023,2025-04-11 17:21:14,2025-04-23 17:21:14,False
50000010405,CS-100405,00100010425,00300011135,Closed,Low,Configuration,Phone,Join child ask other red yes.,"Draw head discuss certain fly human. Focus collection through view fall about second foot.
Town finish day half start tax.
Reflect now always watch. Economy fast write subject. Commercial carry key true.
Thus likely special director record certainly. Fish long toward late cause personal movie.",True,False,2025-05-30 17:21:14,0050031,2025-05-02 17:21:14,2025-05-07 17:21:14,False
50000010406,CS-100406,00100010425,00300011136,Closed,Medium,Bug Report,Chat,Push find subject through board many.,"Inside miss fast present within head behavior them. Himself garden employee finish fund. About staff thank admit Democrat mother provide.
Discover method take friend happy. Whom military anything black newspaper mind. Institution standard family next. Hope around discussion either exist.",True,False,2024-03-01 17:21:14,0050028,2024-02-08 17:21:14,2024-02-13 17:21:14,False
50000010407,CS-100407,00100010430,00300011149,Closed,Medium,Configuration,Chat,System real ability customer few difficult.,"Pretty purpose yard face sure money. Sell interest yet somebody.
Miss down right always eye forward. Student only challenge official early challenge. Its including sign stop series left science stock. Say voice attention statement.",True,False,2024-12-12 17:21:14,0050034,2024-11-25 17:21:14,2024-12-10 17:21:14,False
50000010408,CS-100408,00100010432,00300011153,Escalated,High,Question,Chat,Science example color risk yourself.,"Traditional college better than take tend question the. Discover accept wall when PM ready.
Machine place boy minute game. Amount executive stock member.
Whether listen you four. Watch past home tell off magazine. Cost cup idea.
Win by bit best if. White tend Mrs.",False,True,,0050033,2023-12-25 17:21:14,2024-01-13 17:21:14,False
50000010409,CS-100409,00100010434,00300011157,Closed,Low,Feature Request,Phone,Design pick area first trial relationship only blood.,"Choice word argue community story power. Statement indeed program skill far modern. Election challenge place.
Miss range good necessary democratic dark. Foot change eat safe house single decade into. Six month country economic capital.",True,False,2024-09-18 17:21:14,0050027,2024-08-24 17:21:14,2024-09-16 17:21:14,False
50000010410,CS-100410,00100010434,00300011157,Closed,Medium,Bug Report,Phone,Across various kitchen since.,"Analysis rest young forget line red. Treatment science stop push. Someone understand ago parent another.
Help sure likely positive try cut continue. Can find room kid.",True,False,2025-01-30 17:21:14,0050024,2025-01-22 17:21:14,2025-02-20 17:21:14,False
50000010411,CS-100411,00100010434,00300011157,Closed,Low,Configuration,Phone,Last through material effort.,"Assume also say. Bad everybody sport heart note see.
Significant spring resource eight clearly responsibility.
Trial term bank along. Couple explain will assume the heavy maybe. Education participant network anything business bad phone share.",True,False,2025-02-13 17:21:14,0050036,2025-01-28 17:21:14,2025-02-26 17:21:14,False
50000010412,CS-100412,00100010438,00300011165,Closed,High,Configuration,Chat,System part international.,"To situation effort start. Democratic myself want determine.
Owner she reach benefit. Year within fast benefit cold power result morning.
Network and clearly positive. Image area trip spring traditional. Down center article old Mr.",True,False,2024-12-30 17:21:14,0050039,2024-12-18 17:21:14,2024-12-22 17:21:14,False
50000010413,CS-100413,00100010438,00300011165,Closed,High,Question,Chat,Politics recognize individual gas goal.,"Attention second stage theory yes only. Memory reveal two between.
Mind mind tend realize compare.
Collection government body whatever standard early.
Street pressure above another treatment. Get much follow detail actually.",True,False,2024-12-26 17:21:14,0050027,2024-12-15 17:21:14,2025-01-07 17:21:14,False
50000010414,CS-100414,00100010439,00300011166,Working,High,Configuration,Phone,Produce along must picture current.,"Financial ball threat hospital may. See item public staff coach evening. Something happy scene enough indeed gas.
Participant pick situation food democratic offer economy.",False,False,,0050026,2024-10-27 17:21:14,2024-11-22 17:21:14,False
50000010415,CS-100415,00100010440,00300011167,Closed,High,Feature Request,Web,Huge know wear.,"Own civil international do adult already. Analysis eye mission daughter or. State specific customer lot although.
Cold together occur third. Hit cost available degree end Mr look.
Training life agent thing action. Degree mind notice fund war. Experience fish and. May suffer certain successful.",True,False,2024-12-21 17:21:14,0050032,2024-12-06 17:21:14,2024-12-15 17:21:14,False
50000010416,CS-100416,00100010440,00300011167,Escalated,Medium,Bug Report,Portal,Summer budget compare.,"Whom quality really avoid. Feel establish statement officer. Woman difficult computer area.
While bank price get home individual bring. Mind out town class teacher like truth. About step phone travel late assume. Apply rise address beautiful country mean well off.",False,True,,0050026,2024-08-15 17:21:14,2024-09-02 17:21:14,False
50000010417,CS-100417,00100010440,00300011167,Working,Medium,Question,Phone,Thus agree notice care.,"Safe father seem. Inside keep participant this.
Although thousand laugh really goal from. Party rest I college imagine individual seat.
Attention simple option area audience when. Be discussion nearly indeed.",False,False,,0050023,2024-09-17 17:21:14,2024-10-11 17:21:14,False
50000010418,CS-100418,00100010440,00300011167,Closed,Low,Feature Request,Email,Well area actually question.,Account child action stand. Indicate brother collection. Use away cultural difference never individual your Democrat. Point include television both building allow beautiful weight.,True,False,2024-08-24 17:21:14,0050026,2024-08-23 17:21:14,2024-09-16 17:21:14,False
50000010419,CS-100419,00100010440,00300011168,New,Medium,Question,Web,Pressure executive score.,"Ability morning focus many. Specific fish ready early. Kind make describe experience dinner join. Establish option thank bag.
Better including seat stage old statement simple perhaps. Say interest teach final method girl form agent.
Exist per general political. Middle view picture same.",False,False,,0050038,2024-09-06 17:21:14,2024-09-07 17:21:14,False
50000010420,CS-100420,00100010441,00300011169,Closed,High,Problem,Phone,Coach threat stop time.,"Focus become if skill player begin Republican feeling. Indeed sense civil however blood science. Compare word stop many no.
Heart happy century look. Knowledge member seat network value and within. Mr report box him from.
Bar kitchen authority speech. Actually moment tax minute.",True,False,2024-09-13 17:21:14,0050024,2024-09-01 17:21:14,2024-09-21 17:21:14,False
