VBELN,ERDAT,ERZET,ERNAM,AEDAT,AUDAT,VBTYP,AUART,VKORG,VTWEG,SPART,KUNNR,VKBUR,VKGRP,NETWR,WAERK,GBSTK,ABSTK,LIFSK,FAKSK
0001003197,20251001,160219,SALESUSER,,20251001,C,OR,2000,10,02,0000103584,20001,001,0,EUR,B,,,
0001003198,20251001,162536,SALESUSER,,20251001,C,OR,1000,10,01,0000102600,10001,001,0,USD,B,,,
0001003199,20251001,165340,SALESUSER,,20251001,C,OR,3000,10,00,0000100518,30001,001,0,EUR,B,,,
0001003200,20251001,165532,SALESUSER,,20251001,C,QT,1000,10,00,0000103525,10001,001,0,USD,A,,,
0001003201,20251001,165024,SALESUSER,,20251001,C,OR,2000,20,00,0000102879,20001,001,0,EUR,B,,,
0001003202,20251001,162726,SALESUSER,20251001,20251001,C,OR,1000,10,02,0000100774,10001,001,0,USD,C,,,
0001003203,20251001,160400,SALESUSER,,20251001,C,OR,2000,30,00,0000100700,20001,001,0,EUR,A,,,
0001003204,20251001,161116,SALESUSER,,20251001,C,ZOR,1000,20,01,0000103802,10001,001,0,USD,C,,,
0001003205,20251001,160613,SALESUSER,,20251001,C,OR,1000,20,00,0000101130,10001,001,0,USD,B,,,
0001003206,20251001,160001,SALESUSER,,20251001,C,OR,1000,30,00,0000104564,10001,001,0,USD,B,,,
0001003207,20251001,163452,SALESUSER,,20251001,C,OR,3000,10,00,0000104230,30001,001,0,EUR,B,,,
0001003208,20251001,164900,SALESUSER,,20251001,C,OR,1000,20,01,0000102291,10001,001,0,USD,B,,,
0001003209,20251001,160658,SALESUSER,,20251001,C,OR,2000,10,00,0000103839,20001,001,0,EUR,A,,,
0001003210,20251001,161923,SALESUSER,,20251001,C,ZOR,3000,30,02,0000100276,30001,001,0,EUR,C,,,
0001003211,20251001,165425,SALESUSER,,20251001,C,OR,1000,20,01,0000101294,10001,001,0,USD,C,,,
0001003212,20251001,162337,SALESUSER,20251001,20251001,C,OR,1000,30,00,0000103873,10001,001,0,USD,C,,,
0001003213,20251001,160334,SALESUSER,,20251001,C,OR,1000,10,01,0000103293,10001,001,0,USD,C,,,
0001003214,20251001,161805,SALESUSER,,20251001,C,OR,1000,20,02,0000102794,10001,001,0,USD,B,,,
0001003215,20251001,164703,SALESUSER,20251001,20251001,C,OR,2000,10,02,0000102454,20001,001,0,EUR,A,,01,
0001003216,20251001,162633,SALESUSER,20251001,20251001,C,ZOR,1000,20,01,0000100352,10001,001,0,USD,A,,,
0001003217,20251001,165536,SALESUSER,,20251001,C,OR,2000,10,02,0000101789,20001,001,0,EUR,A,,,
0001003218,20251001,161705,SALESUSER,,20251001,C,OR,3000,20,00,0000101978,30001,001,0,EUR,B,,,
0001003219,20251001,164627,SALESUSER,20251001,20251001,C,OR,1000,10,01,0000103409,10001,001,0,USD,C,,,
0001003220,20251001,160205,SALESUSER,20251001,20251001,C,ZOR,1000,20,00,0000102119,10001,001,0,USD,B,,,
0001003221,20251001,165447,SALESUSER,,20251001,C,OR,1000,10,00,0000102058,10001,001,0,USD,A,,,
0001003222,20251001,163236,SALESUSER,,20251001,C,OR,1000,10,00,0000100118,10001,001,0,USD,B,,,
0001003223,20251001,165935,SALESUSER,,20251001,C,QT,1000,30,01,0000103020,10001,001,0,USD,B,,,
0001003224,20251001,163155,SALESUSER,,20251001,C,OR,2000,10,01,0000103906,20001,001,0,EUR,C,,,
0001003225,20251001,162924,SALESUSER,,20251001,C,OR,3000,30,01,0000100246,30001,001,0,EUR,A,,,
0001003226,20251001,165736,SALESUSER,20251001,20251001,C,QT,1000,10,00,0000103672,10001,001,0,USD,C,,,
0001003227,20251001,160204,SALESUSER,,20251001,C,OR,1000,10,01,0000104417,10001,001,0,USD,B,,,01
0001003228,20251001,165656,SALESUSER,,20251001,C,OR,1000,10,01,0000101596,10001,001,0,USD,A,,,
0001003229,20251001,164410,SALESUSER,,20251001,C,OR,2000,30,00,0000103977,20001,001,0,EUR,B,,,
0001003230,20251001,170815,SALESUSER,20251001,20251001,C,OR,1000,20,00,0000101041,10001,001,0,USD,B,,,
0001003231,20251001,175243,SALESUSER,20251001,20251001,C,OR,2000,20,01,0000102017,20001,001,0,EUR,A,,,
0001003232,20251001,172619,SALESUSER,,20251001,C,ZOR,1000,10,00,0000104157,10001,001,0,USD,C,,,
0001003233,20251001,173738,SALESUSER,,20251001,C,QT,2000,20,01,0000104389,20001,001,0,EUR,A,,,
0001003234,20251001,174737,SALESUSER,,20251001,C,ZOR,1000,20,00,0000100688,10001,001,0,USD,A,,,
0001003235,20251001,170839,SALESUSER,,20251001,C,ZOR,1000,10,00,0000104028,10001,001,0,USD,B,,,
0001003236,20251001,175051,SALESUSER,,20251001,C,OR,2000,10,00,0000101028,20001,001,0,EUR,B,,,
0001003237,20251001,172944,SALESUSER,,20251001,C,QT,1000,20,00,0000101011,10001,001,0,USD,B,,,
0001003238,20251001,172350,SALESUSER,20251001,20251001,C,ZOR,2000,20,01,0000102420,20001,001,0,EUR,B,,,
0001003239,20251001,174547,SALESUSER,,20251001,C,QT,1000,20,01,0000102845,10001,001,0,USD,B,,01,
0001003240,20251001,170344,SALESUSER,,20251001,C,OR,2000,30,01,0000101677,20001,001,0,EUR,A,,,
0001003241,20251001,171909,SALESUSER,20251001,20251001,C,OR,1000,20,02,0000101074,10001,001,0,USD,A,,,
0001003242,20251001,170847,SALESUSER,,20251001,C,OR,1000,10,02,0000104020,10001,001,0,USD,B,,,
0001003243,20251001,172254,SALESUSER,20251001,20251001,C,ZOR,1000,10,00,0000101421,10001,001,0,USD,B,,,
0001003244,20251001,173646,SALESUSER,,20251001,C,ZOR,1000,10,00,0000102360,10001,001,0,USD,A,,01,
0001003245,20251001,173349,SALESUSER,,20251001,C,OR,3000,10,01,0000103851,30001,001,0,EUR,A,,,
0001003246,20251001,170857,SALESUSER,,20251001,C,OR,1000,10,02,0000102561,10001,001,0,USD,B,,,
0001003247,20251001,174150,SALESUSER,,20251001,C,OR,1000,10,00,0000104314,10001,001,0,USD,B,,01,01
0001003248,20251001,174746,SALESUSER,,20251001,C,OR,1000,30,00,0000104126,10001,001,0,USD,B,,,
0001003249,20251001,173551,SALESUSER,20251001,20251001,C,OR,1000,20,02,0000103679,10001,001,0,USD,B,,,
0001003250,20251001,175353,SALESUSER,,20251001,C,OR,1000,10,00,0000104715,10001,001,0,USD,C,,01,
0001003251,20251001,172409,SALESUSER,20251001,20251001,C,OR,2000,10,01,0000100815,20001,001,0,EUR,B,,,
0001003252,20251001,172034,SALESUSER,,20251001,C,ZOR,1000,20,00,0000104554,10001,001,0,USD,A,,,
0001003253,20251001,172405,SALESUSER,20251001,20251001,C,ZOR,1000,20,00,0000104940,10001,001,0,USD,A,,,
0001003254,20251001,175319,SALESUSER,,20251001,C,OR,1000,10,02,0000104356,10001,001,0,USD,C,,,
0001003255,20251001,173308,SALESUSER,,20251001,C,ZOR,1000,10,00,0000104358,10001,001,0,USD,B,,,
0001003256,20251001,173155,SALESUSER,,20251001,C,QT,2000,10,02,0000100001,20001,001,0,EUR,C,,,
0001003257,20251001,172131,SALESUSER,,20251001,C,OR,1000,10,01,0000104162,10001,001,0,USD,C,,,
0001003258,20251001,175105,SALESUSER,20251001,20251001,C,OR,1000,30,00,0000102748,10001,001,0,USD,B,,,
0001003259,20251001,173819,SALESUSER,,20251001,C,OR,1000,10,01,0000103526,10001,001,0,USD,B,,,
0001003260,20251001,174217,SALESUSER,20251001,20251001,C,OR,1000,20,00,0000100488,10001,001,0,USD,A,,,
0001003261,20251001,174806,SALESUSER,,20251001,C,OR,1000,20,00,0000104312,10001,001,0,USD,B,,,
0001003262,20251001,174304,SALESUSER,20251001,20251001,C,QT,1000,30,00,0000104615,10001,001,0,USD,C,,01,
0001003263,20251001,171308,SALESUSER,,20251001,C,OR,3000,10,01,0000101635,30001,001,0,EUR,B,,,
0001003264,20251001,175704,SALESUSER,,20251001,C,ZOR,1000,20,02,0000103070,10001,001,0,USD,A,,,
0001003265,20251001,170438,SALESUSER,,20251001,C,OR,2000,10,00,0000102890,20001,001,0,EUR,C,,,
0001003266,20251001,171420,SALESUSER,,20251001,C,ZOR,1000,10,01,0000101312,10001,001,0,USD,A,,,01
0001003267,20251001,175407,SALESUSER,,20251001,C,OR,1000,10,00,0000100740,10001,001,0,USD,B,,,
0001003268,20251001,170650,SALESUSER,,20251001,C,ZOR,2000,30,00,0000102004,20001,001,0,EUR,B,,,
0001003269,20251001,170322,SALESUSER,,20251001,C,ZOR,1000,10,00,0000101073,10001,001,0,USD,A,,,
0001003270,20251001,184044,SALESUSER,,20251001,C,OR,1000,20,00,0000104559,10001,001,0,USD,C,,,
0001003271,20251001,185555,SALESUSER,,20251001,C,OR,1000,30,00,0000100889,10001,001,0,USD,B,,,
0001003272,20251001,182605,SALESUSER,,20251001,C,OR,2000,30,00,0000101647,20001,001,0,EUR,B,,,
0001003273,20251001,180316,SALESUSER,,20251001,C,ZOR,1000,10,01,0000100184,10001,001,0,USD,A,,,
0001003274,20251001,180319,SALESUSER,,20251001,C,OR,1000,30,02,0000100585,10001,001,0,USD,B,,,
0001003275,20251001,181236,SALESUSER,20251001,20251001,C,ZOR,1000,20,01,0000103696,10001,001,0,USD,A,,,
0001003276,20251001,185935,SALESUSER,20251001,20251001,C,OR,2000,10,00,0000101695,20001,001,0,EUR,C,,,
0001003277,20251001,183156,SALESUSER,,20251001,C,QT,1000,20,01,0000103659,10001,001,0,USD,B,,,
0001003278,20251001,182850,SALESUSER,,20251001,C,QT,1000,10,01,0000100861,10001,001,0,USD,A,,,
0001003279,20251001,181320,SALESUSER,,20251001,C,OR,1000,10,01,0000104596,10001,001,0,USD,A,,,
0001003280,20251001,183421,SALESUSER,,20251001,C,OR,1000,20,01,0000101691,10001,001,0,USD,A,,,
0001003281,20251001,183308,SALESUSER,20251001,20251001,C,OR,2000,10,02,0000101373,20001,001,0,EUR,A,,,
0001003282,20251001,181705,SALESUSER,,20251001,C,OR,3000,30,02,0000100423,30001,001,0,EUR,C,,,
0001003283,20251001,184050,SALESUSER,,20251001,C,OR,1000,20,00,0000104102,10001,001,0,USD,B,,,
0001003284,20251001,180453,SALESUSER,,20251001,C,OR,3000,10,02,0000104001,30001,001,0,EUR,A,,01,
0001003285,20251001,183447,SALESUSER,,20251001,C,OR,1000,10,01,0000100311,10001,001,0,USD,A,,01,
0001003286,20251001,182020,SALESUSER,,20251001,C,QT,1000,20,02,0000101831,10001,001,0,USD,C,,,
0001003287,20251001,183645,SALESUSER,,20251001,C,OR,1000,20,00,0000100862,10001,001,0,USD,B,,,
0001003288,20251001,184725,SALESUSER,20251001,20251001,C,QT,2000,10,00,0000101214,20001,001,0,EUR,B,,,
0001003289,20251001,181649,SALESUSER,,20251001,C,OR,1000,10,01,0000103806,10001,001,0,USD,C,,,
0001003290,20251001,185914,SALESUSER,,20251001,C,OR,1000,30,02,0000100779,10001,001,0,USD,A,,,
0001003291,20251001,184730,SALESUSER,20251001,20251001,C,ZOR,1000,10,00,0000100369,10001,001,0,USD,C,,,
0001003292,20251001,182008,SALESUSER,20251001,20251001,C,OR,1000,10,01,0000102892,10001,001,0,USD,C,,,
0001003293,20251001,181051,SALESUSER,,20251001,C,OR,1000,20,01,0000104436,10001,001,0,USD,C,,,
0001003294,20251001,183911,SALESUSER,,20251001,C,OR,1000,20,00,0000101905,10001,001,0,USD,C,,,
0001003295,20251001,180041,SALESUSER,,20251001,C,ZOR,2000,30,02,0000103785,20001,001,0,EUR,A,,,
0001003296,20251001,183307,SALESUSER,,20251001,C,OR,1000,20,00,0000103599,10001,001,0,USD,B,,,
0001003297,20251001,181225,SALESUSER,,20251001,C,OR,2000,20,00,0000103627,20001,001,0,EUR,B,,,
0001003298,20251001,180732,SALESUSER,,20251001,C,OR,1000,10,02,0000100225,10001,001,0,USD,A,,,
0001003299,20251001,184451,SALESUSER,,20251001,C,OR,1000,20,02,0000103572,10001,001,0,USD,C,,,
0001003300,20251001,184540,SALESUSER,,20251001,C,OR,2000,10,00,0000101341,20001,001,0,EUR,A,,,
0001003301,20251001,183310,SALESUSER,,20251001,C,ZOR,3000,20,01,0000100628,30001,001,0,EUR,C,,,
0001003302,20251001,182545,SALESUSER,,20251001,C,OR,1000,10,02,0000102697,10001,001,0,USD,B,,,
0001003303,20251001,185455,SALESUSER,,20251001,C,OR,2000,30,00,0000102779,20001,001,0,EUR,A,,,01
0001003304,20251001,184604,SALESUSER,,20251001,C,ZOR,3000,30,02,0000104786,30001,001,0,EUR,A,,01,
0001003305,20251001,181140,SALESUSER,,20251001,C,OR,1000,20,00,0000104434,10001,001,0,USD,C,,01,
0001003306,20251001,182904,SALESUSER,,20251001,C,OR,1000,10,02,0000103612,10001,001,0,USD,B,,,
0001003307,20251001,182204,SALESUSER,,20251001,C,ZOR,2000,30,00,0000104091,20001,001,0,EUR,C,,,
0001003308,20251001,183514,SALESUSER,,20251001,C,OR,1000,20,02,0000101749,10001,001,0,USD,A,,,
0001003309,20251001,180211,SALESUSER,,20251001,C,OR,1000,30,02,0000104379,10001,001,0,USD,B,,,
0001003310,20251001,182046,SALESUSER,20251001,20251001,C,ZOR,1000,10,01,0000101370,10001,001,0,USD,A,,,
0001003311,20251001,185222,SALESUSER,,20251001,C,ZOR,3000,10,02,0000103080,30001,001,0,EUR,A,,,
0001003312,20251001,180746,SALESUSER,,20251001,C,OR,1000,10,00,0000102281,10001,001,0,USD,C,,,
0001003313,20251001,191512,SALESUSER,,20251001,C,OR,1000,30,01,0000102486,10001,001,0,USD,C,,,
0001003314,20251001,192917,SALESUSER,,20251001,C,OR,1000,20,00,0000103670,10001,001,0,USD,C,,,
0001003315,20251001,191011,SALESUSER,,20251001,C,OR,1000,10,00,0000103470,10001,001,0,USD,B,,,
0001003316,20251001,195438,SALESUSER,,20251001,C,OR,1000,10,02,0000100360,10001,001,0,USD,B,,,
0001003317,20251001,194248,SALESUSER,,20251001,C,OR,2000,10,00,0000104651,20001,001,0,EUR,B,,,
0001003318,20251001,191612,SALESUSER,,20251001,C,ZOR,2000,20,00,0000102829,20001,001,0,EUR,A,,,01
0001003319,20251001,191726,SALESUSER,,20251001,C,OR,1000,10,00,0000103822,10001,001,0,USD,A,,01,
0001003320,20251001,191818,SALESUSER,,20251001,C,OR,1000,20,01,0000100575,10001,001,0,USD,A,,,
0001003321,20251001,193759,SALESUSER,,20251001,C,QT,3000,10,00,0000101767,30001,001,0,EUR,B,,,
0001003322,20251001,191549,SALESUSER,20251001,20251001,C,OR,1000,20,00,0000102535,10001,001,0,USD,B,,,
0001003323,20251001,194307,SALESUSER,20251001,20251001,C,OR,1000,30,01,0000103287,10001,001,0,USD,C,,,
0001003324,20251001,192546,SALESUSER,20251001,20251001,C,OR,1000,10,01,0000100718,10001,001,0,USD,B,,,
0001003325,20251001,195751,SALESUSER,20251001,20251001,C,OR,1000,10,01,0000104438,10001,001,0,USD,C,,01,
0001003326,20251001,193023,SALESUSER,,20251001,C,QT,1000,30,00,0000104676,10001,001,0,USD,C,,01,
0001003327,20251001,192501,SALESUSER,,20251001,C,ZOR,1000,20,00,0000100954,10001,001,0,USD,B,,,
0001003328,20251001,190419,SALESUSER,,20251001,C,OR,2000,20,01,0000101662,20001,001,0,EUR,A,,,
0001003329,20251001,194236,SALESUSER,,20251001,C,OR,1000,10,01,0000100504,10001,001,0,USD,C,,,
0001003330,20251001,195334,SALESUSER,,20251001,C,OR,3000,10,01,0000101879,30001,001,0,EUR,B,,,
0001003331,20251001,190909,SALESUSER,,20251001,C,OR,3000,10,00,0000104270,30001,001,0,EUR,B,,,
0001003332,20251001,190245,SALESUSER,,20251001,C,QT,1000,10,02,0000100390,10001,001,0,USD,B,,,
0001003333,20251001,192734,SALESUSER,,20251001,C,OR,2000,10,00,0000104009,20001,001,0,EUR,A,,,
0001003334,20251001,191550,SALESUSER,,20251001,C,OR,1000,20,00,0000103577,10001,001,0,USD,C,,,
0001003335,20251001,195301,SALESUSER,20251001,20251001,C,OR,1000,20,00,0000104008,10001,001,0,USD,B,,,
0001003336,20251001,195456,SALESUSER,,20251001,C,ZOR,1000,20,00,0000100140,10001,001,0,USD,B,,,
0001003337,20251001,195108,SALESUSER,20251001,20251001,C,OR,1000,10,01,0000100496,10001,001,0,USD,C,,,
0001003338,20251001,192517,SALESUSER,,20251001,C,QT,2000,20,00,0000100876,20001,001,0,EUR,A,,,
0001003339,20251001,195659,SALESUSER,,20251001,C,OR,1000,30,00,0000101857,10001,001,0,USD,A,,,
0001003340,20251001,193216,SALESUSER,,20251001,C,ZOR,1000,20,01,0000100031,10001,001,0,USD,C,,,01
0001003341,20251001,192020,SALESUSER,,20251001,C,OR,1000,10,02,0000100826,10001,001,0,USD,B,,,
0001003342,20251001,192248,SALESUSER,,20251001,C,OR,1000,10,00,0000102283,10001,001,0,USD,C,,,
0001003343,20251001,194750,SALESUSER,,20251001,C,OR,1000,10,00,0000101739,10001,001,0,USD,B,,,
0001003344,20251001,192552,SALESUSER,,20251001,C,OR,2000,10,00,0000100015,20001,001,0,EUR,B,,,
0001003345,20251001,194533,SALESUSER,,20251001,C,OR,1000,20,00,0000103024,10001,001,0,USD,A,,,
0001003346,20251001,194641,SALESUSER,,20251001,C,QT,1000,10,01,0000103570,10001,001,0,USD,A,,,
0001003347,20251001,194841,SALESUSER,20251001,20251001,C,OR,1000,10,01,0000100118,10001,001,0,USD,B,,,
0001003348,20251001,192443,SALESUSER,,20251001,C,OR,1000,10,00,0000104651,10001,001,0,USD,C,,,
0001003349,20251001,193754,SALESUSER,,20251001,C,ZOR,3000,10,00,0000104739,30001,001,0,EUR,C,,,
0001003350,20251001,191618,SALESUSER,,20251001,C,OR,3000,10,02,0000104811,30001,001,0,EUR,A,,,
0001003351,20251001,192447,SALESUSER,20251001,20251001,C,QT,1000,10,00,0000100609,10001,001,0,USD,C,,,
0001003352,20251002,083443,SALESUSER,,20251002,C,OR,2000,20,00,0000100895,20001,001,0,EUR,A,,,
0001003353,20251002,085703,SALESUSER,,20251002,C,OR,1000,10,02,0000100316,10001,001,0,USD,B,,,
0001003354,20251002,083750,SALESUSER,,20251002,C,OR,2000,20,01,0000103835,20001,001,0,EUR,B,,,
0001003355,20251002,081809,SALESUSER,,20251002,C,OR,1000,10,01,0000100668,10001,001,0,USD,B,,,
0001003356,20251002,082821,SALESUSER,20251002,20251002,C,OR,1000,20,02,0000101051,10001,001,0,USD,C,,,
0001003357,20251002,081744,SALESUSER,,20251002,C,OR,3000,30,00,0000101654,30001,001,0,EUR,C,,,
0001003358,20251002,083300,SALESUSER,,20251002,C,OR,2000,10,01,0000101375,20001,001,0,EUR,B,,,
0001003359,20251002,080755,SALESUSER,,20251002,C,OR,1000,20,01,0000102644,10001,001,0,USD,B,,,
0001003360,20251002,083607,SALESUSER,,20251002,C,OR,1000,30,00,0000103450,10001,001,0,USD,B,,,
0001003361,20251002,081751,SALESUSER,,20251002,C,OR,3000,30,02,0000100074,30001,001,0,EUR,A,,,01
0001003362,20251002,084816,SALESUSER,,20251002,C,ZOR,2000,20,00,0000104535,20001,001,0,EUR,B,,,
0001003363,20251002,081207,SALESUSER,,20251002,C,OR,2000,10,02,0000101524,20001,001,0,EUR,A,,,
0001003364,20251002,082244,SALESUSER,,20251002,C,QT,2000,10,00,0000103487,20001,001,0,EUR,A,,,
0001003365,20251002,080517,SALESUSER,,20251002,C,QT,1000,10,01,0000101324,10001,001,0,USD,A,,,
0001003366,20251002,085917,SALESUSER,20251002,20251002,C,QT,3000,10,02,0000100641,30001,001,0,EUR,B,,01,
0001003367,20251002,083615,SALESUSER,20251002,20251002,C,OR,1000,20,00,0000100949,10001,001,0,USD,A,,,
0001003368,20251002,085308,SALESUSER,,20251002,C,OR,1000,10,02,0000103287,10001,001,0,USD,B,,,
0001003369,20251002,081213,SALESUSER,,20251002,C,ZOR,2000,30,00,0000102930,20001,001,0,EUR,C,,,
0001003370,20251002,085931,SALESUSER,,20251002,C,OR,1000,20,00,0000102655,10001,001,0,USD,C,,,
0001003371,20251002,084003,SALESUSER,,20251002,C,OR,1000,10,01,0000100218,10001,001,0,USD,B,,,
0001003372,20251002,084301,SALESUSER,,20251002,C,ZOR,1000,30,02,0000101533,10001,001,0,USD,A,,,
0001003373,20251002,080208,SALESUSER,20251002,20251002,C,OR,1000,10,00,0000104320,10001,001,0,USD,A,,01,
0001003374,20251002,082343,SALESUSER,,20251002,C,OR,1000,30,00,0000100498,10001,001,0,USD,B,,,
0001003375,20251002,085659,SALESUSER,20251002,20251002,C,OR,1000,20,00,0000103223,10001,001,0,USD,C,,,
0001003376,20251002,080104,SALESUSER,20251002,20251002,C,QT,2000,10,00,0000102059,20001,001,0,EUR,B,,,
0001003377,20251002,080333,SALESUSER,,20251002,C,OR,2000,20,01,0000102794,20001,001,0,EUR,A,,,
0001003378,20251002,085928,SALESUSER,20251002,20251002,C,OR,1000,20,01,0000101678,10001,001,0,USD,B,,,
0001003379,20251002,083116,SALESUSER,,20251002,C,OR,3000,30,00,0000101010,30001,001,0,EUR,B,,,
0001003380,20251002,082302,SALESUSER,,20251002,C,OR,2000,10,02,0000101906,20001,001,0,EUR,B,,,
0001003381,20251002,083104,SALESUSER,20251002,20251002,C,OR,1000,20,01,0000104663,10001,001,0,USD,A,,,
0001003382,20251002,082659,SALESUSER,,20251002,C,ZOR,2000,10,01,0000101099,20001,001,0,EUR,B,,,
0001003383,20251002,083815,SALESUSER,,20251002,C,ZOR,1000,10,00,0000103613,10001,001,0,USD,A,,,
0001003384,20251002,081259,SALESUSER,20251002,20251002,C,OR,1000,10,00,0000104105,10001,001,0,USD,B,,,01
0001003385,20251002,080143,SALESUSER,,20251002,C,OR,2000,30,01,0000103619,20001,001,0,EUR,A,,,
0001003386,20251002,084913,SALESUSER,,20251002,C,OR,1000,30,00,0000103477,10001,001,0,USD,B,,,
0001003387,20251002,081437,SALESUSER,20251002,20251002,C,OR,3000,10,00,0000100807,30001,001,0,EUR,A,,,
0001003388,20251002,080335,SALESUSER,,20251002,C,QT,2000,10,00,0000100637,20001,001,0,EUR,A,,,
0001003389,20251002,090116,SALESUSER,,20251002,C,OR,1000,10,01,0000101652,10001,001,0,USD,C,,,
0001003390,20251002,091422,SALESUSER,20251002,20251002,C,ZOR,3000,30,02,0000103472,30001,001,0,EUR,C,,01,01
0001003391,20251002,094315,SALESUSER,,20251002,C,OR,2000,30,02,0000100324,20001,001,0,EUR,B,,,01
0001003392,20251002,090621,SALESUSER,,20251002,C,OR,1000,20,00,0000100874,10001,001,0,USD,B,,,
0001003393,20251002,094222,SALESUSER,,20251002,C,QT,3000,10,00,0000100382,30001,001,0,EUR,A,,,
0001003394,20251002,092935,SALESUSER,20251002,20251002,C,OR,2000,10,00,0000101103,20001,001,0,EUR,B,,,
0001003395,20251002,092219,SALESUSER,20251002,20251002,C,OR,1000,10,00,0000103708,10001,001,0,USD,A,,,
0001003396,20251002,095523,SALESUSER,,20251002,C,OR,1000,10,01,0000104036,10001,001,0,USD,A,,01,
0001003397,20251002,094747,SALESUSER,,20251002,C,OR,2000,20,01,0000102836,20001,001,0,EUR,A,,,
0001003398,20251002,091209,SALESUSER,,20251002,C,OR,2000,10,00,0000101461,20001,001,0,EUR,A,,,
0001003399,20251002,095652,SALESUSER,,20251002,C,OR,1000,10,01,0000101796,10001,001,0,USD,C,,,
0001003400,20251002,095617,SALESUSER,,20251002,C,OR,2000,30,00,0000100902,20001,001,0,EUR,C,,,
0001003401,20251002,095015,SALESUSER,,20251002,C,OR,2000,10,00,0000104729,20001,001,0,EUR,A,,,
0001003402,20251002,094330,SALESUSER,,20251002,C,ZOR,1000,20,01,0000102622,10001,001,0,USD,A,,,
0001003403,20251002,090904,SALESUSER,,20251002,C,OR,1000,10,00,0000103376,10001,001,0,USD,A,,,
0001003404,20251002,091532,SALESUSER,,20251002,C,OR,2000,10,02,0000100696,20001,001,0,EUR,C,,,01
0001003405,20251002,095703,SALESUSER,,20251002,C,ZOR,1000,10,02,0000100974,10001,001,0,USD,A,,,
0001003406,20251002,092119,SALESUSER,,20251002,C,OR,1000,10,00,0000100232,10001,001,0,USD,B,,,
0001003407,20251002,093517,SALESUSER,,20251002,C,OR,1000,30,01,0000102638,10001,001,0,USD,C,,,
0001003408,20251002,093524,SALESUSER,,20251002,C,OR,2000,10,02,0000101184,20001,001,0,EUR,A,,,
0001003409,20251002,095825,SALESUSER,20251002,20251002,C,OR,2000,20,00,0000104768,20001,001,0,EUR,C,,,
0001003410,20251002,093412,SALESUSER,,20251002,C,OR,1000,10,02,0000104205,10001,001,0,USD,C,,,
0001003411,20251002,095826,SALESUSER,,20251002,C,OR,1000,10,01,0000100465,10001,001,0,USD,C,,,
0001003412,20251002,093753,SALESUSER,,20251002,C,ZOR,2000,30,00,0000102979,20001,001,0,EUR,B,,,
0001003413,20251002,092129,SALESUSER,20251002,20251002,C,OR,3000,20,02,0000101976,30001,001,0,EUR,A,,,
0001003414,20251002,094958,SALESUSER,,20251002,C,OR,2000,20,01,0000102021,20001,001,0,EUR,C,,,
0001003415,20251002,093925,SALESUSER,,20251002,C,ZOR,2000,20,00,0000103337,20001,001,0,EUR,B,,,
0001003416,20251002,091719,SALESUSER,,20251002,C,QT,1000,10,00,0000103861,10001,001,0,USD,B,,,
0001003417,20251002,090524,SALESUSER,,20251002,C,OR,1000,10,02,0000102569,10001,001,0,USD,B,,,
0001003418,20251002,091647,SALESUSER,,20251002,C,OR,1000,30,01,0000101188,10001,001,0,USD,B,,,
