KUNNR,VKORG,VTWEG,SPART,KDGRP,WAERS,KALKS,VSBED,LPRIO
0000101384,2000,30,00,01,USD,1,01,01
0000101385,1000,10,01,01,USD,1,02,02
0000101385,2000,30,01,01,USD,1,01,02
0000101385,2000,10,00,03,USD,1,01,01
0000101386,1000,10,01,02,USD,1,01,02
0000101387,1000,10,02,01,USD,1,02,01
0000101388,1000,20,02,03,USD,1,02,01
0000101389,1000,20,00,04,USD,1,02,02
0000101390,1000,20,01,03,USD,1,01,02
0000101391,1000,10,00,03,USD,1,02,01
0000101392,1000,10,00,03,USD,1,02,01
0000101393,2000,20,00,01,USD,1,01,01
0000101393,1000,10,00,04,USD,1,01,01
0000101394,1000,10,00,02,USD,1,02,01
0000101394,1000,20,01,03,USD,1,02,02
0000101395,2000,20,01,04,USD,1,02,02
0000101396,1000,20,01,02,USD,1,01,01
0000101396,1000,10,01,03,USD,1,01,02
0000101396,1000,20,01,04,USD,1,02,01
0000101397,2000,20,00,01,USD,1,02,02
0000101397,1000,10,01,04,USD,1,01,02
0000101398,1000,30,00,03,USD,1,01,01
0000101399,2000,30,00,03,USD,1,02,01
0000101399,1000,10,00,04,USD,1,02,01
0000101399,1000,20,00,01,USD,1,02,01
0000101400,2000,10,00,02,USD,1,01,02
0000101400,3000,10,01,03,USD,1,01,02
0000101400,1000,20,02,01,USD,1,01,02
0000101401,1000,20,01,04,USD,1,02,02
0000101402,1000,30,02,04,USD,1,02,01
0000101403,2000,10,00,02,USD,1,02,02
0000101404,2000,10,00,03,USD,1,01,01
0000101405,2000,10,01,01,USD,1,02,02
0000101406,1000,10,01,03,USD,1,01,01
0000101407,1000,20,00,03,USD,1,01,01
0000101408,1000,10,00,03,USD,1,01,01
0000101409,1000,10,01,04,USD,1,02,01
0000101410,2000,10,02,02,USD,1,01,02
0000101410,3000,10,02,03,USD,1,01,01
0000101410,2000,10,00,04,USD,1,02,01
0000101411,1000,20,02,01,USD,1,02,01
0000101412,1000,10,01,01,USD,1,01,02
0000101413,1000,20,00,04,USD,1,01,02
0000101414,2000,20,02,04,USD,1,02,02
0000101415,2000,10,01,04,USD,1,01,02
0000101416,3000,20,01,02,USD,1,02,02
0000101417,1000,10,01,02,USD,1,01,01
0000101417,1000,20,02,04,USD,1,02,01
0000101418,1000,30,00,03,USD,1,01,02
0000101419,2000,30,01,04,USD,1,02,02
0000101420,2000,20,00,01,USD,1,01,02
0000101421,1000,10,00,02,USD,1,02,01
0000101422,2000,10,00,02,USD,1,02,02
0000101423,1000,30,01,01,USD,1,02,02
0000101423,3000,10,00,04,USD,1,01,01
0000101424,2000,20,00,01,USD,1,01,01
0000101424,2000,10,00,03,USD,1,01,02
0000101424,2000,10,00,02,USD,1,01,02
0000101425,3000,10,02,04,USD,1,01,02
0000101426,1000,20,02,03,USD,1,01,01
0000101427,1000,30,02,03,USD,1,01,01
0000101428,3000,10,00,01,USD,1,01,01
0000101428,2000,10,01,01,USD,1,01,01
0000101428,1000,20,00,02,USD,1,02,01
0000101429,2000,10,02,01,USD,1,02,01
0000101430,1000,20,00,04,USD,1,02,01
0000101431,1000,10,00,01,USD,1,01,02
0000101431,1000,20,00,04,USD,1,01,01
0000101431,1000,20,00,03,USD,1,02,01
0000101432,1000,10,00,04,USD,1,01,01
0000101433,2000,10,00,04,USD,1,01,02
0000101434,2000,10,00,03,USD,1,02,01
0000101434,3000,20,00,02,USD,1,02,02
0000101434,1000,10,00,03,USD,1,02,02
0000101435,1000,30,00,03,USD,1,01,01
0000101436,2000,30,00,04,USD,1,02,01
0000101436,2000,20,01,02,USD,1,01,01
0000101437,1000,10,00,03,USD,1,02,02
0000101438,3000,20,01,02,USD,1,02,01
0000101439,1000,20,00,03,USD,1,02,01
0000101440,2000,20,01,04,USD,1,01,01
0000101441,1000,30,02,04,USD,1,02,01
0000101441,1000,20,01,01,USD,1,01,02
0000101441,2000,10,00,04,USD,1,02,02
0000101442,2000,30,00,03,USD,1,02,01
0000101443,1000,10,00,01,USD,1,01,01
0000101443,1000,10,02,01,USD,1,01,01
0000101444,2000,10,00,02,USD,1,01,01
0000101445,1000,10,01,01,USD,1,01,01
0000101446,1000,30,00,01,USD,1,01,01
0000101447,1000,10,00,03,USD,1,01,02
0000101447,1000,20,00,04,USD,1,02,02
0000101448,2000,20,00,02,USD,1,01,02
0000101448,1000,10,01,01,USD,1,01,02
0000101449,1000,20,00,04,USD,1,02,02
0000101449,1000,10,00,04,USD,1,01,01
0000101450,1000,10,00,03,USD,1,01,01
0000101451,1000,10,01,04,USD,1,02,02
0000101452,2000,10,02,02,USD,1,02,01
0000101453,1000,20,00,04,USD,1,02,02
0000101454,2000,10,02,02,USD,1,02,01
0000101455,1000,10,01,01,USD,1,01,01
0000101456,1000,20,02,04,USD,1,01,01
0000101457,1000,30,00,01,USD,1,02,02
0000101457,1000,10,00,03,USD,1,02,01
0000101458,1000,10,00,03,USD,1,01,01
0000101458,1000,10,00,03,USD,1,01,01
0000101459,3000,10,01,01,USD,1,01,01
0000101460,1000,20,01,01,USD,1,02,01
0000101461,2000,10,02,02,USD,1,01,01
0000101461,1000,30,00,04,USD,1,02,02
0000101461,2000,10,02,04,USD,1,01,02
0000101462,1000,10,00,03,USD,1,01,01
0000101462,1000,20,00,03,USD,1,01,01
0000101462,1000,10,00,04,USD,1,01,02
0000101463,2000,20,02,03,USD,1,01,01
0000101464,2000,20,00,03,USD,1,02,02
0000101465,1000,10,00,02,USD,1,02,02
0000101466,1000,30,01,03,USD,1,02,01
0000101466,1000,10,01,04,USD,1,01,02
0000101467,1000,10,02,04,USD,1,01,02
0000101467,1000,10,01,04,USD,1,02,01
0000101468,1000,30,00,01,USD,1,02,01
0000101468,1000,20,01,02,USD,1,01,01
0000101469,2000,10,00,01,USD,1,02,02
0000101470,3000,30,02,01,USD,1,02,01
0000101471,2000,10,00,04,USD,1,02,02
0000101472,2000,10,00,04,USD,1,01,02
0000101473,1000,20,02,03,USD,1,01,01
0000101473,2000,10,00,02,USD,1,01,01
0000101473,2000,10,01,03,USD,1,02,01
0000101474,1000,10,01,02,USD,1,01,02
0000101475,2000,10,00,04,USD,1,01,02
0000101476,1000,10,00,02,USD,1,02,01
0000101477,2000,10,02,01,USD,1,01,02
0000101478,2000,30,01,04,USD,1,01,01
0000101478,3000,10,00,01,USD,1,02,01
0000101478,1000,30,02,03,USD,1,02,02
0000101479,3000,30,00,01,USD,1,01,01
0000101480,1000,30,00,01,USD,1,01,02
0000101481,3000,10,00,02,USD,1,01,01
0000101482,1000,10,02,04,USD,1,02,01
0000101482,2000,20,01,02,USD,1,02,02
0000101483,2000,10,01,01,USD,1,02,02
0000101484,3000,10,01,04,USD,1,01,02
0000101485,2000,20,00,04,USD,1,01,01
0000101486,1000,30,00,01,USD,1,02,01
0000101487,1000,30,00,04,USD,1,01,01
0000101487,1000,10,01,04,USD,1,01,02
0000101488,1000,20,00,02,USD,1,02,01
0000101489,1000,10,01,02,USD,1,01,01
0000101489,2000,10,00,04,USD,1,02,02
0000101489,1000,10,01,01,USD,1,01,02
0000101490,1000,30,01,04,USD,1,01,01
0000101490,1000,30,02,02,USD,1,01,02
0000101490,1000,30,00,03,USD,1,01,02
0000101491,1000,10,00,04,USD,1,01,01
0000101491,3000,10,01,03,USD,1,01,01
0000101492,2000,10,00,04,USD,1,02,02
0000101492,1000,30,00,02,USD,1,01,01
0000101493,2000,10,00,03,USD,1,01,01
0000101494,1000,30,01,03,USD,1,02,01
0000101495,1000,30,02,01,USD,1,02,01
0000101496,2000,20,00,03,USD,1,02,01
0000101496,1000,30,00,04,USD,1,02,02
0000101497,1000,10,00,02,USD,1,01,02
0000101498,1000,10,01,04,USD,1,01,02
0000101499,1000,10,00,02,USD,1,01,02
0000101499,1000,20,00,04,USD,1,02,02
0000101500,2000,30,01,03,USD,1,02,02
0000101500,1000,10,00,02,USD,1,01,01
0000101501,3000,30,00,03,USD,1,01,02
0000101501,1000,10,02,04,USD,1,02,01
0000101502,1000,10,01,02,USD,1,02,01
0000101503,1000,20,01,04,USD,1,02,02
0000101504,3000,30,00,01,USD,1,01,02
0000101504,1000,10,00,01,USD,1,01,01
0000101504,3000,10,00,02,USD,1,02,02
0000101505,2000,20,02,02,USD,1,01,02
0000101505,1000,10,01,01,USD,1,02,01
0000101505,1000,30,00,01,USD,1,01,02
0000101506,2000,20,00,04,USD,1,01,02
0000101507,2000,10,00,02,USD,1,01,01
0000101507,1000,20,01,02,USD,1,02,02
0000101508,1000,20,01,01,USD,1,01,01
0000101508,1000,10,01,02,USD,1,02,02
0000101508,1000,20,00,02,USD,1,02,01
0000101509,1000,30,02,03,USD,1,01,01
0000101509,2000,10,00,01,USD,1,01,02
0000101510,2000,30,02,03,USD,1,01,02
0000101511,1000,10,00,04,USD,1,01,01
0000101512,1000,10,00,01,USD,1,02,01
0000101512,1000,20,01,02,USD,1,02,01
0000101513,2000,20,01,03,USD,1,02,01
0000101514,1000,10,00,03,USD,1,02,02
0000101515,1000,10,01,03,USD,1,01,02
0000101516,2000,10,02,04,USD,1,02,01
0000101517,1000,10,02,04,USD,1,02,01
0000101518,1000,10,00,03,USD,1,02,02
0000101518,3000,20,02,02,USD,1,02,01
0000101518,2000,10,01,01,USD,1,01,01
0000101519,1000,30,02,03,USD,1,01,01
0000101519,1000,10,02,03,USD,1,02,01
0000101519,2000,20,00,04,USD,1,02,01
0000101520,2000,20,02,01,USD,1,02,02
0000101520,2000,30,02,04,USD,1,02,02
0000101521,2000,30,00,01,USD,1,02,02
0000101522,1000,10,00,02,USD,1,02,02
0000101522,1000,10,00,02,USD,1,02,02
0000101523,1000,20,01,01,USD,1,02,01
0000101523,2000,20,01,01,USD,1,01,02
0000101524,2000,10,02,04,USD,1,02,01
0000101525,2000,10,02,04,USD,1,02,01
0000101526,1000,10,02,04,USD,1,01,01
0000101527,1000,10,00,04,USD,1,01,01
0000101528,2000,30,00,01,USD,1,01,02
0000101529,1000,20,02,03,USD,1,01,02
0000101530,1000,30,01,01,USD,1,02,02
0000101531,1000,10,00,03,USD,1,02,01
0000101531,1000,30,02,01,USD,1,01,02
0000101532,3000,10,00,02,USD,1,02,01
0000101533,2000,20,01,02,USD,1,01,02
0000101534,1000,20,01,01,USD,1,02,02
0000101534,1000,10,00,04,USD,1,01,02
0000101535,2000,10,00,02,USD,1,01,02
0000101536,1000,20,01,02,USD,1,02,02
0000101536,2000,30,00,04,USD,1,01,02
0000101537,1000,20,00,04,USD,1,01,02
0000101538,1000,10,02,01,USD,1,01,01
0000101539,2000,20,02,01,USD,1,01,01
0000101540,1000,20,02,01,USD,1,01,02
0000101541,1000,20,00,04,USD,1,02,01
0000101542,1000,10,00,02,USD,1,01,01
0000101543,2000,20,00,02,USD,1,01,02
0000101544,1000,10,00,04,USD,1,02,02
0000101544,1000,20,02,03,USD,1,01,02
0000101544,1000,30,02,03,USD,1,01,01
0000101545,2000,10,01,04,USD,1,02,01
0000101546,1000,20,02,02,USD,1,01,01
0000101547,2000,10,00,01,USD,1,02,01
0000101548,1000,10,02,01,USD,1,02,02
0000101549,1000,20,01,03,USD,1,02,01
0000101550,1000,20,01,02,USD,1,01,01
0000101551,1000,10,00,03,USD,1,02,01
0000101552,1000,20,01,03,USD,1,01,02
0000101552,2000,30,02,03,USD,1,02,02
0000101553,1000,30,00,04,USD,1,01,01
0000101553,1000,10,00,02,USD,1,01,02
0000101554,1000,10,00,04,USD,1,01,01
0000101554,1000,30,00,04,USD,1,01,01
0000101554,1000,20,01,01,USD,1,02,01
0000101555,2000,10,00,03,USD,1,01,01
0000101555,1000,10,02,01,USD,1,01,02
0000101555,1000,20,00,02,USD,1,02,01
0000101556,1000,10,01,02,USD,1,02,02
0000101557,1000,10,02,03,USD,1,02,02
0000101558,1000,10,02,02,USD,1,02,01
0000101558,1000,20,00,03,USD,1,01,01
0000101558,3000,10,01,02,USD,1,02,02
0000101559,1000,10,01,02,USD,1,02,01
0000101560,1000,20,01,02,USD,1,01,02
0000101561,2000,20,02,01,USD,1,02,02
0000101562,3000,10,01,04,USD,1,01,01
0000101562,1000,10,01,01,USD,1,01,02
0000101563,2000,10,01,01,USD,1,02,02
0000101564,1000,20,00,02,USD,1,01,01
0000101564,1000,10,01,03,USD,1,02,02
0000101565,1000,10,01,02,USD,1,01,01
0000101566,1000,10,01,02,USD,1,01,01
0000101567,3000,10,00,01,USD,1,01,01
0000101568,2000,30,00,02,USD,1,02,01
0000101568,1000,20,01,04,USD,1,02,02
0000101569,1000,10,00,02,USD,1,02,02
0000101569,2000,30,01,01,USD,1,01,01
0000101570,1000,20,02,02,USD,1,01,02
0000101571,1000,10,00,02,USD,1,02,01
0000101571,2000,20,00,02,USD,1,02,01
0000101572,1000,10,01,02,USD,1,02,02
0000101573,1000,10,02,02,USD,1,01,02
0000101574,2000,20,00,03,USD,1,01,01
0000101575,2000,10,00,04,USD,1,02,02
0000101575,1000,10,00,04,USD,1,02,01
0000101576,2000,30,00,02,USD,1,01,02
0000101576,1000,20,00,02,USD,1,01,02
0000101576,1000,20,00,01,USD,1,02,02
0000101577,1000,20,02,02,USD,1,02,02
0000101577,2000,10,00,03,USD,1,02,01
0000101577,2000,10,00,01,USD,1,01,01
0000101578,2000,20,02,04,USD,1,01,02
0000101579,2000,20,00,03,USD,1,02,02
0000101579,3000,30,00,01,USD,1,02,02
0000101580,1000,30,01,01,USD,1,02,01
0000101581,2000,20,00,04,USD,1,02,02
0000101582,2000,20,01,04,USD,1,02,02
0000101583,1000,10,02,01,USD,1,01,02
0000101584,2000,10,02,03,USD,1,01,01
0000101585,1000,20,00,03,USD,1,01,01
0000101585,2000,10,01,01,USD,1,02,02
0000101585,2000,20,02,01,USD,1,02,02
0000101586,1000,10,00,02,USD,1,01,02
0000101586,1000,10,00,02,USD,1,02,02
0000101587,2000,10,00,01,USD,1,01,01
0000101587,1000,10,00,02,USD,1,02,01
0000101588,1000,30,02,03,USD,1,01,02
0000101589,2000,10,00,01,USD,1,01,02
0000101590,2000,20,00,04,USD,1,02,01
0000101591,1000,20,01,04,USD,1,02,02
0000101592,1000,10,00,03,USD,1,02,01
0000101593,2000,10,01,03,USD,1,02,02
0000101593,1000,10,01,01,USD,1,01,01
0000101593,1000,30,00,02,USD,1,01,01
0000101594,1000,20,02,01,USD,1,02,02
0000101594,2000,20,01,04,USD,1,01,01
0000101594,1000,10,01,01,USD,1,02,01
0000101595,1000,10,01,03,USD,1,01,01
0000101596,1000,10,01,01,USD,1,02,01
0000101596,1000,30,00,01,USD,1,01,01
0000101596,1000,30,00,04,USD,1,02,01
0000101597,1000,20,00,02,USD,1,02,01
0000101598,1000,20,01,01,USD,1,02,02
0000101598,1000,10,02,04,USD,1,01,01
0000101599,1000,20,00,01,USD,1,01,02
0000101599,1000,10,00,02,USD,1,02,02
0000101600,1000,10,00,04,USD,1,02,02
0000101601,1000,10,01,01,USD,1,01,01
0000101602,1000,10,00,02,USD,1,01,02
0000101603,3000,10,02,01,USD,1,01,02
0000101604,2000,30,01,02,USD,1,01,02
0000101604,2000,20,00,04,USD,1,01,01
0000101604,3000,30,02,01,USD,1,01,02
0000101605,1000,10,00,01,USD,1,01,02
0000101605,1000,20,02,02,USD,1,01,01
0000101605,2000,10,01,03,USD,1,02,01
0000101606,2000,10,00,01,USD,1,01,01
0000101607,1000,30,00,04,USD,1,01,01
0000101608,1000,30,00,02,USD,1,01,02
0000101608,2000,20,00,01,USD,1,01,01
0000101609,2000,10,02,01,USD,1,02,02
0000101610,1000,10,02,02,USD,1,02,02
0000101611,2000,10,02,03,USD,1,02,02
0000101612,2000,10,00,04,USD,1,02,01
0000101613,1000,10,01,03,USD,1,02,01
0000101614,2000,20,01,01,USD,1,01,02
0000101614,2000,10,02,01,USD,1,02,02
0000101615,1000,10,00,04,USD,1,01,01
0000101615,1000,10,01,01,USD,1,01,02
0000101616,1000,20,00,01,USD,1,01,01
0000101616,1000,20,01,04,USD,1,01,01
0000101617,1000,10,01,03,USD,1,02,01
0000101618,2000,10,00,01,USD,1,01,01
0000101619,1000,10,00,01,USD,1,02,02
0000101620,1000,10,00,01,USD,1,01,02
0000101620,1000,10,00,02,USD,1,02,01
0000101621,1000,20,01,04,USD,1,02,02
0000101622,2000,20,01,04,USD,1,02,01
0000101623,2000,20,00,01,USD,1,02,01
0000101624,1000,30,01,01,USD,1,02,02
0000101625,1000,20,02,01,USD,1,02,01
0000101626,1000,10,02,03,USD,1,02,01
0000101627,1000,20,01,01,USD,1,02,01
0000101628,3000,20,02,04,USD,1,01,01
0000101629,2000,20,01,04,USD,1,02,01
0000101630,3000,10,02,01,USD,1,01,02
0000101630,2000,30,02,03,USD,1,02,01
0000101631,1000,30,01,04,USD,1,01,01
0000101631,1000,10,00,01,USD,1,02,01
0000101632,1000,10,02,03,USD,1,01,01
0000101633,2000,30,02,04,USD,1,01,01
0000101633,1000,20,02,02,USD,1,02,01
0000101634,2000,30,00,04,USD,1,01,01
0000101635,1000,10,00,01,USD,1,01,02
0000101636,1000,10,02,02,USD,1,02,01
0000101637,1000,30,00,01,USD,1,01,02
0000101637,1000,20,01,03,USD,1,01,02
0000101638,1000,30,02,02,USD,1,02,01
0000101639,3000,20,00,02,USD,1,01,02
0000101639,3000,30,01,03,USD,1,01,02
0000101640,3000,20,01,04,USD,1,02,02
0000101641,1000,10,00,01,USD,1,02,02
0000101642,1000,10,00,03,USD,1,01,01
0000101642,3000,30,02,03,USD,1,02,01
0000101643,2000,20,01,04,USD,1,02,02
0000101644,1000,10,01,02,USD,1,02,02
0000101645,2000,10,00,04,USD,1,01,01
0000101645,1000,30,00,01,USD,1,01,02
0000101645,1000,20,00,02,USD,1,02,02
0000101646,1000,10,00,03,USD,1,01,01
0000101647,1000,20,00,04,USD,1,02,02
0000101648,1000,20,00,01,USD,1,01,01
0000101649,2000,20,00,01,USD,1,02,01
0000101650,1000,30,02,03,USD,1,01,02
0000101651,1000,30,00,02,USD,1,01,01
0000101652,2000,20,02,01,USD,1,02,01
0000101652,2000,10,00,01,USD,1,02,02
0000101652,2000,10,01,01,USD,1,02,02
0000101653,1000,10,01,03,USD,1,02,01
0000101654,1000,10,01,03,USD,1,02,02
0000101655,1000,10,00,03,USD,1,01,02
0000101655,1000,20,02,01,USD,1,01,02
0000101656,2000,10,00,02,USD,1,02,01
0000101657,2000,20,00,01,USD,1,02,02
0000101658,1000,10,01,02,USD,1,01,02
0000101658,1000,10,00,03,USD,1,02,02
0000101658,1000,20,01,03,USD,1,02,01
0000101659,1000,30,00,03,USD,1,02,02
0000101660,2000,10,00,02,USD,1,01,01
0000101660,2000,30,00,01,USD,1,02,01
0000101661,2000,20,02,02,USD,1,02,01
0000101661,3000,10,00,03,USD,1,01,01
0000101662,1000,10,00,03,USD,1,01,01
0000101663,1000,20,00,02,USD,1,02,02
0000101664,2000,20,00,02,USD,1,02,02
0000101665,1000,30,00,04,USD,1,01,02
0000101666,1000,30,00,02,USD,1,02,02
0000101666,1000,30,00,02,USD,1,02,01
0000101666,1000,10,00,03,USD,1,02,02
0000101667,2000,30,00,01,USD,1,01,02
0000101667,3000,20,01,01,USD,1,01,02
0000101668,3000,30,02,02,USD,1,01,02
0000101668,1000,20,00,01,USD,1,01,01
0000101668,3000,20,00,04,USD,1,01,02
0000101669,3000,20,02,02,USD,1,01,02
0000101669,1000,30,00,03,USD,1,01,01
0000101669,2000,20,02,01,USD,1,02,01
0000101670,2000,10,00,02,USD,1,02,02
0000101671,1000,10,00,04,USD,1,01,02
0000101672,1000,10,01,03,USD,1,02,01
0000101673,1000,30,00,04,USD,1,01,01
0000101674,1000,20,00,01,USD,1,01,01
0000101675,1000,30,00,01,USD,1,01,02
0000101676,2000,10,01,04,USD,1,02,02
0000101677,2000,20,00,03,USD,1,02,01
0000101677,1000,30,01,01,USD,1,02,02
0000101678,2000,10,00,03,USD,1,02,01
0000101678,1000,10,02,01,USD,1,01,02
0000101679,2000,20,01,03,USD,1,01,02
0000101680,3000,20,01,02,USD,1,02,02
0000101681,1000,10,02,04,USD,1,02,02
0000101682,1000,20,01,03,USD,1,01,01
0000101683,1000,20,00,04,USD,1,01,01
0000101683,1000,10,01,02,USD,1,01,01
0000101684,1000,30,00,03,USD,1,01,01
0000101685,1000,20,00,01,USD,1,02,01
0000101686,2000,10,02,04,USD,1,01,02
0000101687,2000,20,00,03,USD,1,02,02
0000101687,3000,30,02,04,USD,1,01,02
0000101687,2000,20,00,02,USD,1,01,02
0000101688,3000,10,00,03,USD,1,02,02
0000101688,1000,20,01,03,USD,1,01,01
0000101689,2000,10,00,02,USD,1,01,02
0000101690,1000,10,01,03,USD,1,02,01
0000101691,1000,30,00,03,USD,1,02,02
0000101692,2000,20,01,03,USD,1,01,01
0000101693,1000,20,01,04,USD,1,01,01
0000101694,2000,10,00,02,USD,1,02,01
0000101695,1000,10,00,03,USD,1,01,01
0000101696,1000,10,01,04,USD,1,01,01
0000101697,2000,30,00,01,USD,1,02,01
0000101698,2000,10,00,01,USD,1,01,02
0000101699,1000,20,02,01,USD,1,02,02
0000101700,1000,10,00,02,USD,1,01,01
0000101701,1000,10,01,04,USD,1,01,01
0000101702,1000,20,01,04,USD,1,02,01
0000101703,1000,30,01,03,USD,1,02,02
0000101704,2000,10,01,02,USD,1,02,01
0000101704,1000,10,01,04,USD,1,02,02
0000101705,1000,10,01,03,USD,1,02,01
0000101706,3000,30,00,02,USD,1,02,02
0000101707,1000,10,00,04,USD,1,01,02
0000101708,1000,20,01,04,USD,1,01,02
0000101708,2000,10,02,01,USD,1,02,01
0000101709,2000,20,01,04,USD,1,01,01
0000101709,1000,10,01,02,USD,1,02,02
0000101709,2000,10,00,04,USD,1,02,01
0000101710,1000,10,01,02,USD,1,01,02
0000101711,1000,30,02,04,USD,1,01,01
0000101712,1000,20,00,01,USD,1,02,01
0000101712,1000,20,00,04,USD,1,01,02
0000101713,1000,10,01,01,USD,1,01,01
0000101714,1000,20,01,04,USD,1,01,02
0000101714,3000,10,01,02,USD,1,02,02
0000101714,1000,30,00,04,USD,1,02,02
0000101715,2000,10,00,01,USD,1,01,02
0000101716,1000,10,00,01,USD,1,01,01
0000101716,1000,20,00,02,USD,1,01,02
0000101717,1000,30,01,03,USD,1,01,02
0000101718,1000,10,01,01,USD,1,02,01
0000101719,1000,20,01,04,USD,1,01,02
0000101720,3000,10,00,04,USD,1,02,01
0000101721,1000,10,00,02,USD,1,02,01
0000101722,1000,20,00,03,USD,1,02,01
0000101723,1000,20,00,04,USD,1,02,02
0000101724,3000,20,00,01,USD,1,02,01
0000101725,1000,20,00,01,USD,1,01,02
0000101726,2000,20,00,03,USD,1,02,02
0000101727,3000,30,01,04,USD,1,02,02
0000101728,1000,10,01,04,USD,1,02,02
0000101729,2000,10,01,03,USD,1,02,01
0000101730,1000,10,00,02,USD,1,02,02
0000101731,2000,30,01,02,USD,1,02,01
0000101732,3000,20,02,03,USD,1,01,02
0000101733,2000,20,00,03,USD,1,01,02
0000101734,1000,30,02,04,USD,1,02,01
0000101735,1000,20,00,01,USD,1,01,01
0000101736,1000,10,01,01,USD,1,02,02
0000101737,3000,10,01,02,USD,1,01,01
0000101737,1000,30,01,02,USD,1,01,01
0000101738,2000,30,01,04,USD,1,02,01
0000101739,3000,20,01,01,USD,1,01,02
0000101739,1000,20,00,02,USD,1,02,02
0000101740,1000,20,02,01,USD,1,02,02
0000101741,3000,20,00,01,USD,1,02,02
0000101742,1000,10,00,02,USD,1,01,02
0000101743,1000,30,00,03,USD,1,01,01
0000101744,2000,10,00,01,USD,1,02,02
0000101745,1000,10,00,03,USD,1,01,01
0000101746,2000,10,00,01,USD,1,01,01
0000101746,1000,20,01,02,USD,1,01,01
0000101747,1000,10,01,02,USD,1,01,02
0000101747,1000,10,00,03,USD,1,02,01
0000101748,1000,10,01,02,USD,1,01,02
0000101749,2000,20,00,01,USD,1,01,01
0000101750,2000,20,00,02,USD,1,02,01
0000101750,3000,30,02,01,USD,1,02,01
0000101751,1000,10,02,04,USD,1,01,02
0000101752,2000,10,00,01,USD,1,02,02
0000101753,1000,20,00,04,USD,1,02,01
0000101754,2000,30,00,03,USD,1,01,01
0000101755,1000,20,01,01,USD,1,01,01
0000101756,2000,10,02,02,USD,1,02,02
0000101757,1000,20,00,02,USD,1,02,01
0000101757,1000,10,02,03,USD,1,02,02
0000101758,2000,10,01,04,USD,1,01,01
0000101758,1000,10,01,01,USD,1,02,02
0000101758,1000,10,01,02,USD,1,02,02
0000101759,2000,10,02,03,USD,1,01,02
0000101759,1000,10,00,02,USD,1,02,01
0000101760,2000,30,00,02,USD,1,02,01
0000101761,1000,20,01,02,USD,1,01,02
0000101762,2000,30,01,01,USD,1,01,02
0000101762,1000,20,01,03,USD,1,02,02
0000101762,2000,30,01,03,USD,1,02,02
0000101763,2000,10,00,04,USD,1,01,02
0000101764,1000,10,01,03,USD,1,01,02
0000101764,1000,20,01,02,USD,1,02,02
0000101765,1000,30,02,03,USD,1,02,01
0000101765,2000,10,01,03,USD,1,01,02
0000101766,2000,10,01,02,USD,1,02,02
0000101767,1000,10,00,04,USD,1,01,02
0000101768,2000,10,02,03,USD,1,02,01
0000101769,2000,20,00,01,USD,1,01,02
0000101770,3000,10,00,04,USD,1,01,01
0000101771,3000,30,00,01,USD,1,01,02
0000101772,1000,30,01,02,USD,1,01,01
0000101772,1000,30,02,04,USD,1,01,01
0000101773,1000,10,01,04,USD,1,02,02
0000101773,1000,20,00,01,USD,1,02,02
0000101774,1000,30,02,02,USD,1,01,01
0000101775,2000,10,00,02,USD,1,01,02
0000101775,2000,10,02,01,USD,1,02,02
0000101776,2000,10,01,03,USD,1,02,01
0000101777,1000,10,01,01,USD,1,02,02
0000101778,1000,10,01,03,USD,1,01,02
0000101778,2000,30,01,04,USD,1,01,01
0000101779,1000,10,00,02,USD,1,02,02
0000101779,2000,20,01,04,USD,1,01,01
0000101780,2000,10,02,04,USD,1,01,02
0000101781,1000,10,02,01,USD,1,02,02
0000101782,1000,10,01,03,USD,1,02,01
0000101783,1000,10,01,01,USD,1,02,01
0000101783,1000,10,00,02,USD,1,01,02
0000101783,2000,10,02,04,USD,1,01,01
0000101784,1000,30,01,02,USD,1,02,02
0000101785,1000,10,00,04,USD,1,02,02
0000101786,2000,10,01,03,USD,1,02,02
0000101787,1000,20,02,04,USD,1,01,02
0000101787,1000,10,00,04,USD,1,01,01
0000101788,2000,10,00,01,USD,1,02,01
0000101789,1000,30,00,02,USD,1,01,01
0000101790,2000,20,02,04,USD,1,01,02
0000101791,1000,10,02,03,USD,1,01,02
0000101792,1000,10,00,01,USD,1,01,01
0000101792,1000,10,00,01,USD,1,02,01
0000101793,1000,10,02,02,USD,1,02,02
0000101793,1000,10,02,02,USD,1,02,02
0000101793,1000,20,01,01,USD,1,01,02
0000101794,1000,10,00,01,USD,1,01,02
0000101795,1000,10,00,03,USD,1,01,02
0000101795,2000,10,01,03,USD,1,02,01
0000101796,1000,10,00,03,USD,1,01,02
0000101796,3000,10,00,02,USD,1,02,02
0000101797,2000,10,00,01,USD,1,02,01
0000101797,1000,20,00,02,USD,1,02,01
0000101797,3000,10,00,04,USD,1,02,02
0000101798,1000,10,01,04,USD,1,01,01
0000101799,2000,10,01,02,USD,1,02,02
0000101800,2000,10,00,02,USD,1,02,02
0000101801,3000,10,02,03,USD,1,02,01
0000101802,3000,10,00,02,USD,1,02,01
0000101803,1000,20,00,03,USD,1,02,01
0000101803,1000,30,00,04,USD,1,02,01
0000101804,1000,30,00,03,USD,1,01,01
0000101804,1000,20,00,02,USD,1,01,02
0000101805,2000,10,00,01,USD,1,02,01
0000101806,1000,10,00,02,USD,1,02,02
0000101807,1000,30,02,04,USD,1,02,02
