VBELN,POSNR,PARVW,KUNNR,ADRNR,PERNR
0001003664,000000,WE,0000100971,,
0001003664,000000,RE,0000100971,,
0001003664,000000,RG,0000100971,,
0001003664,000000,SP,0000100971,,10000
0001003665,000000,AG,0000102703,,
0001003665,000000,WE,0000102703,,
0001003665,000000,RE,0000102703,,
0001003665,000000,RG,0000102703,,
0001003665,000000,SP,0000102703,,10000
0001003666,000000,AG,0000104295,,
0001003666,000000,WE,0000104295,,
0001003666,000000,RE,0000104295,,
0001003666,000000,RG,0000104295,,
0001003666,000000,SP,0000104295,,10000
0001003667,000000,AG,0000101927,,
0001003667,000000,WE,0000101927,,
0001003667,000000,RE,0000101927,,
0001003667,000000,RG,0000101927,,
0001003667,000000,SP,0000101927,,10000
0001003668,000000,AG,0000103960,,
0001003668,000000,WE,0000103960,,
0001003668,000000,RE,0000103960,,
0001003668,000000,RG,0000103960,,
0001003668,000000,SP,0000103960,,10000
0001003669,000000,AG,0000102874,,
0001003669,000000,WE,0000102874,,
0001003669,000000,RE,0000102874,,
0001003669,000000,RG,0000102874,,
0001003669,000000,SP,0000102874,,10000
0001003670,000000,AG,0000104204,,
0001003670,000000,WE,0000104204,,
0001003670,000000,RE,0000104204,,
0001003670,000000,RG,0000104204,,
0001003670,000000,SP,0000104204,,10000
0001003671,000000,AG,0000100966,,
0001003671,000000,WE,0000100966,,
0001003671,000000,RE,0000100966,,
0001003671,000000,RG,0000100966,,
0001003671,000000,SP,0000100966,,10000
0001003672,000000,AG,0000100609,,
0001003672,000000,WE,0000100609,,
0001003672,000000,RE,0000100609,,
0001003672,000000,RG,0000100609,,
0001003672,000000,SP,0000100609,,10000
0001003673,000000,AG,0000101843,,
0001003673,000000,WE,0000101843,,
0001003673,000000,RE,0000101843,,
0001003673,000000,RG,0000101843,,
0001003673,000000,SP,0000101843,,10000
0001003674,000000,AG,0000103258,,
0001003674,000000,WE,0000103258,,
0001003674,000000,RE,0000103258,,
0001003674,000000,RG,0000103258,,
0001003674,000000,SP,0000103258,,10000
0001003675,000000,AG,0000102714,,
0001003675,000000,WE,0000102714,,
0001003675,000000,RE,0000102714,,
0001003675,000000,RG,0000102714,,
0001003675,000000,SP,0000102714,,10000
0001003676,000000,AG,0000101362,,
0001003676,000000,WE,0000101362,,
0001003676,000000,RE,0000101362,,
0001003676,000000,RG,0000101362,,
0001003676,000000,SP,0000101362,,10000
0001003677,000000,AG,0000102287,,
0001003677,000000,WE,0000102287,,
0001003677,000000,RE,0000102287,,
0001003677,000000,RG,0000102287,,
0001003677,000000,SP,0000102287,,10000
0001003678,000000,AG,0000104538,,
0001003678,000000,WE,0000104538,,
0001003678,000000,RE,0000104538,,
0001003678,000000,RG,0000104538,,
0001003678,000000,SP,0000104538,,10000
0001003679,000000,AG,0000104925,,
0001003679,000000,WE,0000104925,,
0001003679,000000,RE,0000104925,,
0001003679,000000,RG,0000104925,,
0001003679,000000,SP,0000104925,,10000
0001003680,000000,AG,0000101305,,
0001003680,000000,WE,0000101305,,
0001003680,000000,RE,0000101305,,
0001003680,000000,RG,0000101305,,
0001003680,000000,SP,0000101305,,10000
0001003681,000000,AG,0000102566,,
0001003681,000000,WE,0000102566,,
0001003681,000000,RE,0000102566,,
0001003681,000000,RG,0000102566,,
0001003681,000000,SP,0000102566,,10000
0001003682,000000,AG,0000101569,,
0001003682,000000,WE,0000101569,,
0001003682,000000,RE,0000101569,,
0001003682,000000,RG,0000101569,,
0001003682,000000,SP,0000101569,,10000
0001003683,000000,AG,0000100317,,
0001003683,000000,WE,0000100317,,
0001003683,000000,RE,0000100317,,
0001003683,000000,RG,0000100317,,
0001003683,000000,SP,0000100317,,10000
0001003684,000000,AG,0000103249,,
0001003684,000000,WE,0000103249,,
0001003684,000000,RE,0000103249,,
0001003684,000000,RG,0000103249,,
0001003684,000000,SP,0000103249,,10000
0001003685,000000,AG,0000104926,,
0001003685,000000,WE,0000104926,,
0001003685,000000,RE,0000104926,,
0001003685,000000,RG,0000104926,,
0001003685,000000,SP,0000104926,,10000
0001003686,000000,AG,0000100045,,
0001003686,000000,WE,0000100045,,
0001003686,000000,RE,0000100045,,
0001003686,000000,RG,0000100045,,
0001003686,000000,SP,0000100045,,10000
0001003687,000000,AG,0000102489,,
0001003687,000000,WE,0000102489,,
0001003687,000000,RE,0000102489,,
0001003687,000000,RG,0000102489,,
0001003687,000000,SP,0000102489,,10000
0001003688,000000,AG,0000100482,,
0001003688,000000,WE,0000100482,,
0001003688,000000,RE,0000100482,,
0001003688,000000,RG,0000100482,,
0001003688,000000,SP,0000100482,,10000
0001003689,000000,AG,0000100556,,
0001003689,000000,WE,0000100556,,
0001003689,000000,RE,0000100556,,
0001003689,000000,RG,0000100556,,
0001003689,000000,SP,0000100556,,10000
0001003690,000000,AG,0000100209,,
0001003690,000000,WE,0000100209,,
0001003690,000000,RE,0000100209,,
0001003690,000000,RG,0000100209,,
0001003690,000000,SP,0000100209,,10000
0001003691,000000,AG,0000100549,,
0001003691,000000,WE,0000100549,,
0001003691,000000,RE,0000100549,,
0001003691,000000,RG,0000100549,,
0001003691,000000,SP,0000100549,,10000
0001003692,000000,AG,0000103220,,
0001003692,000000,WE,0000103220,,
0001003692,000000,RE,0000103220,,
0001003692,000000,RG,0000103220,,
0001003692,000000,SP,0000103220,,10000
0001003693,000000,AG,0000104570,,
0001003693,000000,WE,0000104570,,
0001003693,000000,RE,0000104570,,
0001003693,000000,RG,0000104570,,
0001003693,000000,SP,0000104570,,10000
0001003694,000000,AG,0000104872,,
0001003694,000000,WE,0000104872,,
0001003694,000000,RE,0000104872,,
0001003694,000000,RG,0000104872,,
0001003694,000000,SP,0000104872,,10000
0001003695,000000,AG,0000104646,,
0001003695,000000,WE,0000104646,,
0001003695,000000,RE,0000104646,,
0001003695,000000,RG,0000104646,,
0001003695,000000,SP,0000104646,,10000
0001003696,000000,AG,0000100636,,
0001003696,000000,WE,0000100636,,
0001003696,000000,RE,0000100636,,
0001003696,000000,RG,0000100636,,
0001003696,000000,SP,0000100636,,10000
0001003697,000000,AG,0000100384,,
0001003697,000000,WE,0000100384,,
0001003697,000000,RE,0000100384,,
0001003697,000000,RG,0000100384,,
0001003697,000000,SP,0000100384,,10000
0001003698,000000,AG,0000103664,,
0001003698,000000,WE,0000103664,,
0001003698,000000,RE,0000103664,,
0001003698,000000,RG,0000103664,,
0001003698,000000,SP,0000103664,,10000
0001003699,000000,AG,0000102445,,
0001003699,000000,WE,0000102445,,
0001003699,000000,RE,0000102445,,
0001003699,000000,RG,0000102445,,
0001003699,000000,SP,0000102445,,10000
0001003700,000000,AG,0000104297,,
0001003700,000000,WE,0000104297,,
0001003700,000000,RE,0000104297,,
0001003700,000000,RG,0000104297,,
0001003700,000000,SP,0000104297,,10000
0001003701,000000,AG,0000102191,,
0001003701,000000,WE,0000102191,,
0001003701,000000,RE,0000102191,,
0001003701,000000,RG,0000102191,,
0001003701,000000,SP,0000102191,,10000
0001003702,000000,AG,0000102296,,
0001003702,000000,WE,0000102296,,
0001003702,000000,RE,0000102296,,
0001003702,000000,RG,0000102296,,
0001003702,000000,SP,0000102296,,10000
0001003703,000000,AG,0000102268,,
0001003703,000000,WE,0000102268,,
0001003703,000000,RE,0000102268,,
0001003703,000000,RG,0000102268,,
0001003703,000000,SP,0000102268,,10000
0001003704,000000,AG,0000101648,,
0001003704,000000,WE,0000101648,,
0001003704,000000,RE,0000101648,,
0001003704,000000,RG,0000101648,,
0001003704,000000,SP,0000101648,,10000
0001003705,000000,AG,0000102519,,
0001003705,000000,WE,0000102519,,
0001003705,000000,RE,0000102519,,
0001003705,000000,RG,0000102519,,
0001003705,000000,SP,0000102519,,10000
0001003706,000000,AG,0000102836,,
0001003706,000000,WE,0000102836,,
0001003706,000000,RE,0000102836,,
0001003706,000000,RG,0000102836,,
0001003706,000000,SP,0000102836,,10000
0001003707,000000,AG,0000103167,,
0001003707,000000,WE,0000103167,,
0001003707,000000,RE,0000103167,,
0001003707,000000,RG,0000103167,,
0001003707,000000,SP,0000103167,,10000
0001003708,000000,AG,0000101615,,
0001003708,000000,WE,0000101615,,
0001003708,000000,RE,0000101615,,
0001003708,000000,RG,0000101615,,
0001003708,000000,SP,0000101615,,10000
0001003709,000000,AG,0000100286,,
0001003709,000000,WE,0000100286,,
0001003709,000000,RE,0000100286,,
0001003709,000000,RG,0000100286,,
0001003709,000000,SP,0000100286,,10000
0001003710,000000,AG,0000102382,,
0001003710,000000,WE,0000102382,,
0001003710,000000,RE,0000102382,,
0001003710,000000,RG,0000102382,,
0001003710,000000,SP,0000102382,,10000
0001003711,000000,AG,0000101925,,
0001003711,000000,WE,0000101925,,
0001003711,000000,RE,0000101925,,
0001003711,000000,RG,0000101925,,
0001003711,000000,SP,0000101925,,10000
0001003712,000000,AG,0000104384,,
0001003712,000000,WE,0000104384,,
0001003712,000000,RE,0000104384,,
0001003712,000000,RG,0000104384,,
0001003712,000000,SP,0000104384,,10000
0001003713,000000,AG,0000104732,,
0001003713,000000,WE,0000104732,,
0001003713,000000,RE,0000104732,,
0001003713,000000,RG,0000104732,,
0001003713,000000,SP,0000104732,,10000
0001003714,000000,AG,0000103539,,
0001003714,000000,WE,0000103539,,
0001003714,000000,RE,0000103539,,
0001003714,000000,RG,0000103539,,
0001003714,000000,SP,0000103539,,10000
0001003715,000000,AG,0000101339,,
0001003715,000000,WE,0000101339,,
0001003715,000000,RE,0000101339,,
0001003715,000000,RG,0000101339,,
0001003715,000000,SP,0000101339,,10000
0001003716,000000,AG,0000100240,,
0001003716,000000,WE,0000100240,,
0001003716,000000,RE,0000100240,,
0001003716,000000,RG,0000100240,,
0001003716,000000,SP,0000100240,,10000
0001003717,000000,AG,0000102795,,
0001003717,000000,WE,0000102795,,
0001003717,000000,RE,0000102795,,
0001003717,000000,RG,0000102795,,
0001003717,000000,SP,0000102795,,10000
0001003718,000000,AG,0000102422,,
0001003718,000000,WE,0000102422,,
0001003718,000000,RE,0000102422,,
0001003718,000000,RG,0000102422,,
0001003718,000000,SP,0000102422,,10000
0001003719,000000,AG,0000100881,,
0001003719,000000,WE,0000100881,,
0001003719,000000,RE,0000100881,,
0001003719,000000,RG,0000100881,,
0001003719,000000,SP,0000100881,,10000
0001003720,000000,AG,0000103130,,
0001003720,000000,WE,0000103130,,
0001003720,000000,RE,0000103130,,
0001003720,000000,RG,0000103130,,
0001003720,000000,SP,0000103130,,10000
0001003721,000000,AG,0000102744,,
0001003721,000000,WE,0000102744,,
0001003721,000000,RE,0000102744,,
0001003721,000000,RG,0000102744,,
0001003721,000000,SP,0000102744,,10000
0001003722,000000,AG,0000102465,,
0001003722,000000,WE,0000102465,,
0001003722,000000,RE,0000102465,,
0001003722,000000,RG,0000102465,,
0001003722,000000,SP,0000102465,,10000
0001003723,000000,AG,0000103301,,
0001003723,000000,WE,0000103301,,
0001003723,000000,RE,0000103301,,
0001003723,000000,RG,0000103301,,
0001003723,000000,SP,0000103301,,10000
0001003724,000000,AG,0000102008,,
0001003724,000000,WE,0000102008,,
0001003724,000000,RE,0000102008,,
0001003724,000000,RG,0000102008,,
0001003724,000000,SP,0000102008,,10000
0001003725,000000,AG,0000103396,,
0001003725,000000,WE,0000103396,,
0001003725,000000,RE,0000103396,,
0001003725,000000,RG,0000103396,,
0001003725,000000,SP,0000103396,,10000
0001003726,000000,AG,0000102654,,
0001003726,000000,WE,0000102654,,
0001003726,000000,RE,0000102654,,
0001003726,000000,RG,0000102654,,
0001003726,000000,SP,0000102654,,10000
0001003727,000000,AG,0000100684,,
0001003727,000000,WE,0000100684,,
0001003727,000000,RE,0000100684,,
0001003727,000000,RG,0000100684,,
0001003727,000000,SP,0000100684,,10000
0001003728,000000,AG,0000103926,,
0001003728,000000,WE,0000103926,,
0001003728,000000,RE,0000103926,,
0001003728,000000,RG,0000103926,,
0001003728,000000,SP,0000103926,,10000
0001003729,000000,AG,0000101302,,
0001003729,000000,WE,0000101302,,
0001003729,000000,RE,0000101302,,
0001003729,000000,RG,0000101302,,
0001003729,000000,SP,0000101302,,10000
0001003730,000000,AG,0000101625,,
0001003730,000000,WE,0000101625,,
0001003730,000000,RE,0000101625,,
0001003730,000000,RG,0000101625,,
0001003730,000000,SP,0000101625,,10000
0001003731,000000,AG,0000101343,,
0001003731,000000,WE,0000101343,,
0001003731,000000,RE,0000101343,,
0001003731,000000,RG,0000101343,,
0001003731,000000,SP,0000101343,,10000
0001003732,000000,AG,0000103316,,
0001003732,000000,WE,0000103316,,
0001003732,000000,RE,0000103316,,
0001003732,000000,RG,0000103316,,
0001003732,000000,SP,0000103316,,10000
0001003733,000000,AG,0000101009,,
0001003733,000000,WE,0000101009,,
0001003733,000000,RE,0000101009,,
0001003733,000000,RG,0000101009,,
0001003733,000000,SP,0000101009,,10000
0001003734,000000,AG,0000104584,,
0001003734,000000,WE,0000104584,,
0001003734,000000,RE,0000104584,,
0001003734,000000,RG,0000104584,,
0001003734,000000,SP,0000104584,,10000
0001003735,000000,AG,0000103330,,
0001003735,000000,WE,0000103330,,
0001003735,000000,RE,0000103330,,
0001003735,000000,RG,0000103330,,
0001003735,000000,SP,0000103330,,10000
0001003736,000000,AG,0000101352,,
0001003736,000000,WE,0000101352,,
0001003736,000000,RE,0000101352,,
0001003736,000000,RG,0000101352,,
0001003736,000000,SP,0000101352,,10000
0001003737,000000,AG,0000103721,,
0001003737,000000,WE,0000103721,,
0001003737,000000,RE,0000103721,,
0001003737,000000,RG,0000103721,,
0001003737,000000,SP,0000103721,,10000
0001003738,000000,AG,0000100308,,
0001003738,000000,WE,0000100308,,
0001003738,000000,RE,0000100308,,
0001003738,000000,RG,0000100308,,
0001003738,000000,SP,0000100308,,10000
0001003739,000000,AG,0000104674,,
0001003739,000000,WE,0000104674,,
0001003739,000000,RE,0000104674,,
0001003739,000000,RG,0000104674,,
0001003739,000000,SP,0000104674,,10000
0001003740,000000,AG,0000104689,,
0001003740,000000,WE,0000104689,,
0001003740,000000,RE,0000104689,,
0001003740,000000,RG,0000104689,,
0001003740,000000,SP,0000104689,,10000
0001003741,000000,AG,0000101317,,
0001003741,000000,WE,0000101317,,
0001003741,000000,RE,0000101317,,
0001003741,000000,RG,0000101317,,
0001003741,000000,SP,0000101317,,10000
0001003742,000000,AG,0000100304,,
0001003742,000000,WE,0000100304,,
0001003742,000000,RE,0000100304,,
0001003742,000000,RG,0000100304,,
0001003742,000000,SP,0000100304,,10000
0001003743,000000,AG,0000104123,,
0001003743,000000,WE,0000104123,,
0001003743,000000,RE,0000104123,,
0001003743,000000,RG,0000104123,,
0001003743,000000,SP,0000104123,,10000
0001003744,000000,AG,0000103818,,
0001003744,000000,WE,0000103818,,
0001003744,000000,RE,0000103818,,
0001003744,000000,RG,0000103818,,
0001003744,000000,SP,0000103818,,10000
0001003745,000000,AG,0000100847,,
0001003745,000000,WE,0000100847,,
0001003745,000000,RE,0000100847,,
0001003745,000000,RG,0000100847,,
0001003745,000000,SP,0000100847,,10000
0001003746,000000,AG,0000100864,,
0001003746,000000,WE,0000100864,,
0001003746,000000,RE,0000100864,,
0001003746,000000,RG,0000100864,,
0001003746,000000,SP,0000100864,,10000
0001003747,000000,AG,0000101358,,
0001003747,000000,WE,0000101358,,
0001003747,000000,RE,0000101358,,
0001003747,000000,RG,0000101358,,
0001003747,000000,SP,0000101358,,10000
0001003748,000000,AG,0000100834,,
0001003748,000000,WE,0000100834,,
0001003748,000000,RE,0000100834,,
0001003748,000000,RG,0000100834,,
0001003748,000000,SP,0000100834,,10000
0001003749,000000,AG,0000103712,,
0001003749,000000,WE,0000103712,,
0001003749,000000,RE,0000103712,,
0001003749,000000,RG,0000103712,,
0001003749,000000,SP,0000103712,,10000
0001003750,000000,AG,0000103333,,
0001003750,000000,WE,0000103333,,
0001003750,000000,RE,0000103333,,
0001003750,000000,RG,0000103333,,
0001003750,000000,SP,0000103333,,10000
0001003751,000000,AG,0000101323,,
0001003751,000000,WE,0000101323,,
0001003751,000000,RE,0000101323,,
0001003751,000000,RG,0000101323,,
0001003751,000000,SP,0000101323,,10000
0001003752,000000,AG,0000102061,,
0001003752,000000,WE,0000102061,,
0001003752,000000,RE,0000102061,,
0001003752,000000,RG,0000102061,,
0001003752,000000,SP,0000102061,,10000
0001003753,000000,AG,0000103739,,
0001003753,000000,WE,0000103739,,
0001003753,000000,RE,0000103739,,
0001003753,000000,RG,0000103739,,
0001003753,000000,SP,0000103739,,10000
0001003754,000000,AG,0000103390,,
0001003754,000000,WE,0000103390,,
0001003754,000000,RE,0000103390,,
0001003754,000000,RG,0000103390,,
0001003754,000000,SP,0000103390,,10000
0001003755,000000,AG,0000100080,,
0001003755,000000,WE,0000100080,,
0001003755,000000,RE,0000100080,,
0001003755,000000,RG,0000100080,,
0001003755,000000,SP,0000100080,,10000
0001003756,000000,AG,0000103652,,
0001003756,000000,WE,0000103652,,
0001003756,000000,RE,0000103652,,
0001003756,000000,RG,0000103652,,
0001003756,000000,SP,0000103652,,10000
0001003757,000000,AG,0000101958,,
0001003757,000000,WE,0000101958,,
0001003757,000000,RE,0000101958,,
0001003757,000000,RG,0000101958,,
0001003757,000000,SP,0000101958,,10000
0001003758,000000,AG,0000103512,,
0001003758,000000,WE,0000103512,,
0001003758,000000,RE,0000103512,,
0001003758,000000,RG,0000103512,,
0001003758,000000,SP,0000103512,,10000
0001003759,000000,AG,0000100004,,
0001003759,000000,WE,0000100004,,
0001003759,000000,RE,0000100004,,
0001003759,000000,RG,0000100004,,
0001003759,000000,SP,0000100004,,10000
0001003760,000000,AG,0000100044,,
0001003760,000000,WE,0000100044,,
0001003760,000000,RE,0000100044,,
0001003760,000000,RG,0000100044,,
0001003760,000000,SP,0000100044,,10000
0001003761,000000,AG,0000101816,,
0001003761,000000,WE,0000101816,,
0001003761,000000,RE,0000101816,,
0001003761,000000,RG,0000101816,,
0001003761,000000,SP,0000101816,,10000
0001003762,000000,AG,0000100099,,
0001003762,000000,WE,0000100099,,
0001003762,000000,RE,0000100099,,
0001003762,000000,RG,0000100099,,
0001003762,000000,SP,0000100099,,10000
0001003763,000000,AG,0000101880,,
0001003763,000000,WE,0000101880,,
0001003763,000000,RE,0000101880,,
0001003763,000000,RG,0000101880,,
0001003763,000000,SP,0000101880,,10000
0001003764,000000,AG,0000104436,,
0001003764,000000,WE,0000104436,,
0001003764,000000,RE,0000104436,,
0001003764,000000,RG,0000104436,,
0001003764,000000,SP,0000104436,,10000
0001003765,000000,AG,0000103291,,
0001003765,000000,WE,0000103291,,
0001003765,000000,RE,0000103291,,
0001003765,000000,RG,0000103291,,
0001003765,000000,SP,0000103291,,10000
0001003766,000000,AG,0000102978,,
0001003766,000000,WE,0000102978,,
0001003766,000000,RE,0000102978,,
0001003766,000000,RG,0000102978,,
0001003766,000000,SP,0000102978,,10000
0001003767,000000,AG,0000102510,,
0001003767,000000,WE,0000102510,,
0001003767,000000,RE,0000102510,,
0001003767,000000,RG,0000102510,,
0001003767,000000,SP,0000102510,,10000
0001003768,000000,AG,0000103673,,
0001003768,000000,WE,0000103673,,
0001003768,000000,RE,0000103673,,
0001003768,000000,RG,0000103673,,
0001003768,000000,SP,0000103673,,10000
0001003769,000000,AG,0000101380,,
0001003769,000000,WE,0000101380,,
0001003769,000000,RE,0000101380,,
